komentar,komentar_bersih
Mas... mas... kalo gak bisa ngomong baik diam ajalah... Emang kontribusi anda itu apa? Heran.....,mas mas kalo ngomong diam aja emang kontribusi heran
"Saya manusia kebetulan si Erick kalo beropini di dapn publik membawa status saya sebagai warga Indonesia,jadi q GK setuju dan GK ridho dong dibawa"" status q, dia buat memancing keinginan kekuasaan dan keserakahan nya,makanya q komentar ,bukan cuma q ajasih yg di jjadikan bahan pancingnya dia seluruh rakyat Indonesia.boleh aja lah , q GK komentar gtu asal ,jangan bawa atas nama rakyat untuke mnghamlncurkan sepakbola Indonesia mending namanya sendiri,q gak mau status q di jadikan alat penghianat.​ @IdhaWinarni",manusia si erick kalo opini dapn publik bawa status warga indonesiajadi tuju ridho bawa status pancing kuasa serakah nyamakanya komentar ajasih jjadikan bahan pancing rakyat indonesiaboleh komentar gtu bawa nama rakyat untuke mnghamlncurkan sepakbola indonesia mending nama sendiriq status jadi alat penghianat
"​ @IdhaWinarni lah,klo bisa jadi ketum gue bisa bawa indonesia lolos..😂",lahklo tum bawa indonesia lolos
Simpanan si tohir,simpan si tohir
​ @FaYol-y2x makin bohirrrr😅,bohirrrr
"Sama"" di pertahankan seumur hidup ET dan PK.. untuk jadi badut menguras kekayaan Negeri Konoha 😅😅",tahan umur hidup et pk badut uras kaya negeri konoha
"Kslo Kagak Tau Ape_,Ape Mending Diem Deh @Mas Yono.",kslo kagak apeape mending diem yono
"​ @muhammadiqbal3441 maaf bro q bukan pendukung Erick Thohir dan. Patrick Kluivert,jadi wajar bersuara,",maaf dukung erick thohir patrick kluivertjadi wajar suara
Kalian itu cuma bisa ny ngujat saja tidak bisa merhargai usaha pak erik tohir,ny ngujat merhargai usaha erik tohir
Lu tau dri mana klo itu akting?😂,dri akting
Yups bener....pasti loncat loncat😂😂😂😂,yups benerpasti loncat loncat
Udah saya bilang ga bakalan lolos pildun 26,udah bilang lolos pildun
​ @EdiAriman kpn km bilang,kpn km bilang
​ @EdiAriman siap si paling cenayang,si cenayang
