komentar,komentar_bersih
"Iyah karna udah masuk round 4 ajh sty sudah prestasi co, pelatih mana yg mampu membawa timnas indo melaju lebih jauh selain sty",iyah udah masuk round ajh sty prestasi co pelatih bawa timnas indo laju sty
Setuju bro.,tuju
#come back STY......PK dan ET harus mundur... STY dg keterbatasan pemain melangkah sejauh ini...dan kalian akhiri dg hasil yg seperti ini gol 2 ke gawang Arab Saudi hanyalah keberuntungan bukan kerja hasil taktik....bahkan saya menunggu gol dari skema permainan pun tak ada....apa lagi pembelaan kalian.... waktunya untuk mengaku dan berhenti mengorbankan mimpi kami dan seluruh pemain yg berjuang keras,come back stypk et mundur sty dg batas pemain lang inidan dg hasil gol gawang arab saudi untung kerja hasil taktikbahkan tunggu gol skema main adaapa bela aku henti korban mimpi pemain juang keras
Yaakk GUA SETUJU!!!,yaakk tuju
Di belakang layar ada yang memaksa dan mengharuskan memainkan pemain liga di saat satu langkah lagi piala dunia.,layar paksa harus main pemain liga langkah piala dunia
STY baru juga dipecat di ulsan,sty pecat ulsan
Padahal iraq tadi pagi mainya tak sebagus dulu,iraq pagi mai bagus
Setuju banget.,tuju
Nah orang yang kemakan sama framing nya youtuber revisi,orang makan framing youtuber revisi
Klo yg nolak pasti buzerRP dan yg fomo bola 😂,nolak buzerrp fomo bola
"Cuma STY gak mungkin mau gagal, PK mah mau aja da dibayar utk itu",sty gagal pk mah da bayar
Setuju karena coach sty membangun sepakbola Indonesia dari nol sampe menuju kepildun,tuju coach sty bangun sepakbola indonesia nol sampe kepildun
sama bos,bos
Karma berlaku....sdh hukum alam...siapa yg berjuang membawa timnas dr keterpurukan sampai ke posisi skr malah di buang di tengah jalan....trima aja karma...skr terbukti...,karma berlakusdh hukum alamsiapa juang bawa timnas puruk posisi skr buang jalantrima karmaskr bukti
Sama. Saya juga akan lebih ikhlas.,ikhlas
STY,sty
"betul, lebih legowo rasanya",legowo
"@platxyz dia pakai asnawi karna sesuai squad yg ada di tim, setelah ada diks , diks ganti asnawi, squad pk itu udah tambah bagus di banding squad sty, Squad skarang udah james, ole, jonathan, pelupessy, mauro Lu bocil gak paham bola mending diem",pakai asnawi sesuai squad tim diks diks ganti asnawi squad pk udah bagus banding squad sty squad skarang udah james ole jonathan pelupessy mauro bocil paham bola mending diem
Ga dua duanya sty baru 2 bulan aja dipecat lagi kwkwkwwk,dua sty pecat kwkwkwwk
tapi yakin kalo kalah bersama sty ga lu hujat?,kalo kalah sty hujat
Dari Awal Indonesia lebih bagus main di asuh pelatih STY cuma kesalahan dia waktu lawan cina di kandang masih pkai strategi coba2,indonesia bagus main asuh pelatih sty salah lawan cina kandang pkai strategi coba
"bener, ganti pelatih di tengah jalan itu gambling banget",bener ganti pelatih jalan gambling
"Setujuu!!! Biar Coach STY menyelesaikan apa yg sudah beliau bangun dari minus sampe bisa seperti sekarang ini. Saya berharap Coach STY diambil lagi lah buat persiapan ke Piala Dunia 2030. Biar lebih bagus lagi ini Tim!! Biar Solid, Kompak!!!",setujuu biar coach sty selesai beliau bangun minus sampe harap coach sty ambil siap piala dunia biar bagus tim biar solid kompak
"Gw secara pribadi... Setelah sty berhasil dipecat lalu diganti PK disitu gw dah mulai gak yakin timnas lolos. Dan setelah lawan arab (yg gw tonton setengah babak aja),disitu gw ikrarkan pd diri sendiri utk berhenti nonton timnas. Sudah capek liatnya. Saat asa membumbung tinggi malah dihancurkan lagi. Percuma ampe 5th sty bangun tim lalu tiba² dipecat krn aff gagal. Dulu 2010 aff final,era evan d yg diperas lalu 2016 final aff ajang kampanye..dsb Udah capek ngikutin timnas...banyak intrik politik nya. Selagi pssi diisi orang politik dan jajaran exco nya masih orang² tua lama itu..niscaya sepakbola indonesia cuma ajang cari duit n pamor aja.",pribadi sty hasil pecat ganti pk situ dah timnas lolos lawan arab tonton babak ajadisitu ikrar henti nonton timnas capek liat asa bumbung hancur ampe th sty bangun tim pecat aff gagal aff finalera evan peras final aff ajang kampanyedsb udah capek ngikutin timnasbanyak intrik politik selagi pssi isi orang politik jajar exco orang tua ituniscaya sepakbola indonesia ajang cari duit pamor
