komentar,komentar_bersih
"Ya gini kalau ganti pelatih di tengah jalan dikira ada perkembangan malah amburadul 😂,ya semoga pssi bisa introspeksi diri apa yang salah dalam proyek pergantian pelatih ini sampai mimpi rakyat Indonesia ke piala dunia gagal seketika sirna dan sesakit ini dihati fans sepakbola indonesia😢",ya gin ganti pelatih jalan kembang amburadul ya moga pssi introspeksi salah proyek ganti pelatih mimpi rakyat indonesia piala dunia gagal sirna sakit hati fans sepakbola indonesia
Wkwkwkwkwkwk GWS,wkwkwkwkwkwk gws
Bang mendingan kalah sama sty bang Erik Tohir harus nya jangan di ganti 😢😢😢😢😢😢,bang mending kalah sty bang erik tohir ganti
Sebenarnya ada apa ya di dunia sepak bola Indonesia,ya dunia sepak bola indonesia
14:24 gw gak setuju ama lu min. Tanpa naturalisasi apakah bisa kita sejauh ini ? Apakah bisa pemain lokal berkembang sebaik ini ?,tuju ama naturalisasi pemain lokal kembang
"kalo mau pecat STY juga beresin dulu lah kualifikasi, baru coba Petrik Kluipert",kalo pecat sty resin kualifikasi coba trik kluipert
Kegoblokan PSSI sudah mendarah daging😅,goblok pssi darah daging
"Misalkan nih ya misalnya sty masih jdi pelatih timnas terus tdk lolos, pasti kalian bilang mending ganti pelatih, salah semua jadi orang Dimata netizen😂",ya sty pelatih timnas lolos bilang mending ganti pelatih salah orang mata netizen
"Menurut gua yg knp di mainin disitu atau knp harus main jadi starter tuh Beckham, Kambuaya, Klok, Yakob. Tapi aneh si yg nyalahin Beckham, jelas2 dia disuruh pelatih main, ga ngasih hasil maksimal rounde 2 langsung di ganti kan, kalau pada nyalahin klok si oke aja karna emg ga maksimal tapi main full. Kambuaya juga knp main di posisi itu, yg cocok diposisi itu kan haye, Kambuaya di posisi nya klok harusnya. Nah ini ni Yakob yg krusial, Beckham sama yakob kan pemain yg kecil ya pasti di hajar terus2an, Beckham udh pas di ganti babak dua, tapi Yakob ngga di ganti2 sampe 2 gol arab dari dia loh, terus itu 1 gol dari klok, jadi menurut gua kalau emg mau main salah2an ya 2 pemain itu yg nyumbang gol, apalagi Yakob, tapi ga pernah di bahas tu sama media2, yg di bahas malah Beckham yg udh di ganti. Tapi gua sendiri gamau nyalahin pemain, lebih ke pelatihnya kenapa masang mereka jadi starter, kenapa juga ada yg ga di posisi terbaik nya, entah lah",mainin situ main starter tuh beckham kambuaya klok yakob aneh si nyalahin beckham suruh pelatih main ngasih hasil maksimal rounde langsung ganti nyalahin klok si oke emg maksimal main full kambuaya main posisi cocok posisi haye kambuaya posisi klok ni yakob krusial beckham yakob pemain ya hajar an beckham udh ganti babak yakob ngga ganti sampe gol arab loh gol klok emg main salah an ya pemain nyumbang gol yakob bahas tu media bahas beckham udh ganti gamau nyalahin pemain latih masang starter posisi baik
TOWEL KOK GA KOAR KOAR YAH..,towel koar koar yah
TOMBOL PETIKKKK OUT -------+,tombol petikkkk out
Filosofi bermain Alex pastoor itu bertahan dan serangan balik. Gak pernah tuh di pake si PK pejudi ulung itu.,filosofi main alex pastoor tahan serang tuh pake si pk judi ulung
Siapa mafia sepak bola nya?😢😢😢,mafia sepak bola
"Udah gua blg dri dulu, selama pemerintahan ga beres, apapun programnya akan brekele pada waktunya.",udah blg dri perintah beres apa program brekele
"Basi, dari gw kecil denger kata kata ini dan hasilnya nothing.",basi denger hasil nothing
"​ @ranswey semua kan gara"" ET yg bawa bawa pildun ke kampanye, emang harus diganti",gara et bawa bawa pildun kampanye emang ganti
dan berikan alasanmu?,alas
"Indonesia pernah di jajah belanda,sekarang PSSI dijajah patrick kluivert😂",indonesia jajah belandasekarang pssi jajah patrick kluivert
Kan gw bilang aff aja udah😂 😂,bilang aff udah
emang federasinya yg problematik mau gimana lgi cuyyy😂,emang federasi problematik gimana lgi cuyyy
Admin channel ini gamalu apa ya kan lu yang besar besarin kalo Indo pasti lolos pildun eh sekarang pas tau ga lolos kok ga minta maaf😂 malah cuci tangan😂😂😂,channel gamalu ya besarin kalo indo lolos pildun lolos maaf cuci tangan
periksa arya kayaknya dia yang terllu optimis,periksa arya kayak terllu optimis
Proyek Naturalisasi Gagal Erick Thohir Harus Tanggungjawab Kluivert Out Piala Dunia hanya mimpi yang tidak akan terwujud bagi Indonesia,proyek naturalisasi gagal erick thohir tanggungjawab kluivert out piala dunia mimpi wujud indonesia
Keputusan yang ceroboh mengakibat kan mala petaka untuk timnas.😏😏,putus ceroboh akibat mala petaka timnas
"Lebih Baik Kami Gagal Terhormat ke Piala Dunia Bersama Bapak Reformis Timnas Garuda,,,""Coach Shin Tae-Yong"".........Ketimbang Hancur dan Tenggelam Bersama Si Bintang Laut (PK) di Bikini Bottom,,,tempatnya Radiasi Nuklir Kehidupan.......!!!!!! Kami Sungguh Tak Rela,,,Tak Ada Ruang Ikhlas lagi.......!!!!! COACH SHIN bisa saja Balik Ke Indonesia untuk Melatih Garuda,,,tapi dengan Catatan ""BUMI HANGUSKAN"" dulu para Pembenci-Pembencinya,,,para Pengamat-Pengamat Bola Taēk seperti Si Towel Cs itu,,,Oknum-Oknum MAFIA BOLA di PSSI,,,dan Stasiun-Stasiun TV Swasta yang menyiarkan Berita-berita Sampah,,,,Supaya Jalan COACH SHIN Mulus dan Tenang Melatih TIMNAS GARUDA,,,,Gimana menurut Kalian SOB........????? ""Semoga Irak Atau Arab salah satunya MENGUNDURKAN DIRI dari Perhelatan Pildun,supaya Garuda Tampil Kembali(hanya mimpi tapallaahhh)......!!!!!!""",gagal hormat piala dunia reformis timnas garudacoach shin taeyongketimbang hancur tenggelam si bintang laut pk bikini bottomtempatnya radiasi nuklir hidup sungguh relatak ruang ikhlas coach shin indonesia latih garudatapi catat bumi hangus pembencipembencinyapara pengamatpengamat bola si towel cs ituoknumoknum mafia bola pssidan stasiunstasiun tv swasta siar beritaberita sampahsupaya jalan coach shin mulus tenang latih timnas garudagimana sob moga irak arab salah satu undur helat pildunsupaya garuda tampil kembalihanya mimpi tapallaahhh
"Erik Thohir lah yang harus bertanggung jwab,, sudah mengecewakan 280jt jiwa penduduk indonesia",erik thohir tanggung jwab kecewa jt jiwa duduk indonesia
Mungkin masyarakat kita masih bisa terima meskipun tersingkir asalkan Coach ny tetep STY.. laah ini tbtb bgt cuma tinggal beberapa match lg dilengserkan. Udah gitu mana penggantinya trackrecord ny yg jelek pula😂,masyarakat terima singkir coach ny tetep sty laah tbtb tinggal match lg lengser udah gitu ganti trackrecord ny jelek
"Min knp pake AI sih, aneh bet nontonnya",pake ai aneh bet nontonnya
Ridho Blunder 😂,ridho blunder
Di curaco klah 6 laga menang satu knpa suruh gantikan tayong😮,curaco klah laga menang knpa suruh ganti tayong
Oh tidak Jangan Timnas Indonesia Kuuuuuu Kalah sama Arab Saudi dan Irak Gak Bisa Pergi Ke Amerika Serikat (Nickelodeon),timnas indonesia kuuuuuu kalah arab saudi irak pergi amerika serikat nickelodeon
suporter hanya untuk beli tiket,suporter beli tiket
"Kocak emang PSSI, dikira dengan naturalisasi aja bisa ngebantu? Padahal pelatih berkualitas juga sangat penting. Dan lucunya Ketum malah angkat tangan terkait Liga domestik dan nyerahin sepenuhnya ke I-League😂",kocak emang pssi naturalisasi ngebantu pelatih kualitas lucu tum angkat tangan kait liga domestik nyerahin sepenuh ileague
Cari pelatih yang berkualitas,cari pelatih kualitas
"Tim kepelatihan terbaik ga mau nemuin suporter, malah kabur ke belanda",tim latih baik nemuin suporter kabur belanda
"konspirasi terbesar adalah memecat king STY dan menggantinya dengan pelatih medioker,,,,,,🥲🥲🥲",konspirasi besar pecat king sty ganti pelatih medioker
Erik Tohir biangnya,erik tohir biang
Timnas jago patah hati,timnas jago patah hati
"lebih baik gagal bersama Coach sty, yg sudah membangun timnas mines",gagal coach sty bangun timnas mes
Kluivert out 😢😢,kluivert out
