komentar,komentar_bersih
Setujuu,setujuu
Tul,tul
Copas bang,copas bang
"ET dan PSSI BLUNDER ganti pelatih di tengah kompetisi karena EGO PRIBADI tanpa dengarkan suporter!! Ayo suporter rame2 protes dengan KOSONGKAN STADION saat timnas main, tinggalkan spanduk besar berisi aspirasi protes!! Biar ET dan PSSI nonton timnas sendirian sepi di stadion hanya ditemani spanduk protes suporter 😂😂😂",et pssi blunder ganti pelatih kompetisi ego pribadi dengar suporter ayo suporter rame protes kosong stadion timnas main tinggal spanduk isi aspirasi protes biar et pssi nonton timnas sepi stadion tani spanduk protes suporter
Mantap Bro....,mantap
"Bruh, mohon diingat opsi pemain sty tdk sebanyak opsi petrik yg skrg",bruh mohon opsi pemain sty opsi trik skrg
Saya lebih memilih gagal bersama pemain asli/lokal,pilih gagal pemain aslilokal
Petrik.iti pelatih terbaik sepanjang sejarah indonesia.. Mw bukti sampai 7 trunan berita ini akan di bahsa selalu....🎉🎉🎉🎉🎉🎉😅,petrikiti pelatih baik sejarah indonesia mw bukti trunan berita bahsa
"Mantap...,...bg.,.setuju",mantapbgsetuju
"Jasa nya membawa sepak bola indonesia jauh lebih Bagus STY,drpda Pk.dari awal masuk hanti STY lihat strategi pemain & hasil kebanyakan kalah.lebih baik PK mundur.",jasa bawa sepak bola indonesia bagus stydrpda pkdari masuk hanti sty lihat strategi pemain hasil banyak kalahlebih pk mundur
Kepelatihana terbaik dengan Sistem kocak kagak berfungsi Yang paling kocak line up pada vs Arab saudi 😂 Kocak pemuja PK Ganti pelatih dari jepang,kepelatihana baik sistem kocak kagak fungsi kocak line up vs arab saudi kocak puja pk ganti pelatih jepang
Ya sama. Permainan sty lebih menghibur dgn kualitas pemain yg belum lengkap kyk skrng,ya main sty hibur kualitas pemain lengkap kyk skrng
Bener,bener
"Yaa bener, karena berjuang dari round 1 juga bersama STY",yaa bener juang round sty
Ajur ganti PK kembalikan sty,ajur ganti pk kembali sty
"Bayangin mereka itu berharap masuk pildun karna masa umur ke emasan umur kalau main bagus di pildun bisa masuk club club besar , kalau targetnya 2030 umur udah pada 30an club mana mau ambil umur 30an , selain itu ramalan prabowo 2030 indonesia kan bubar jadi pupus semua garagara 1 orang 😂",bayangin harap masuk pildun umur emas umur main bagus pildun masuk club club target umur udah an club ambil umur an ramal prabowo indonesia bubar pupus garagara orang
"Sebaiknya PSSI mengevaluasi sndiri segala keputusannya.. Memecat STY, didampingi pengamat2 yg benci STY dgn segala bahasanya.. Ini yg paling saya benci.. Sangat, sangat... Menuju round 4 pengamat2 itu sudah memframing kegagalan timnas dgn isu2 wasit, kekuatan uang arab dll.. Nyatanya?.. Kita lah yg tidak berprogres dgn kepelatihan yg baru.. Bandingkan dgn arab dan Irak.. Ya kan?... Makan tuh pelatih baru.. Pecat STY dgn alasan bermain bertahan?.. smua sudah paham knpa harus bertahan.. Alasan statistik?.. Bandingkan saja statistik permainan yg skrg.. shoot on goal kah?.. penguasaan bola?.. gameplay?.. Tai lah.. Lupakan STY.. Tetapi ganti Kluivert, dgn pelatih yg lebih mumpuni, terkenal mahal juga gapapa.. Ini lebih fair.. Respect untuk STY, tetapi jgn balik lagi ke timnas.. Akan banyak intrik yg membuatnya gagal berprestasi dimoment kedua.. Biarlah cukup dgn sejarah yg ada saat ini untuk STY Hari Minggu yg unmood untuk smua org Indonesia..",pssi evaluasi sndiri putus pecat sty damping amat benci sty bahasa benci round amat memframing gagal timnas isu wasit kuat uang arab dll progres latih banding arab irak ya makan tuh pelatih pecat sty alas main tahan smua paham knpa tahan alas statistik banding statistik main skrg shoot on goal kah kuasa bola gameplay tai lupa sty ganti kluivert pelatih mumpuni kenal mahal gapapa fair respect sty jgn timnas intrik buat gagal prestasi dimoment biar sejarah sty minggu unmood smua orang indonesia
True..,true
