komentar,komentar_bersih
"Gak sampe lolos pildun,itu target sebenarnya.sampe sini juga udah bonus.",sampe lolos pildunitu target sebenarnyasampe udah bonus
Sangat se77777777..... Kualat dg Syntyong.,kualat dg syntyong
Betulll👍👍,betulll
Wahhh mantap ini 😂😂,wahhh mantap
"iya lebih baik dari irak, tapi kalah buat apa? ingat irak negara yg abis hancur lebur oleh amerika, masih sekuat ini, tanpa pemain asingt hahahaha",iya irak kalah irak negara abis hancur lebur amerika kuat pemain asingt hahahaha
"​ @RoyJack-yc4tg yaelah bro itu tahun berapa lagian namanya negara timteng gak ada yg lemah , irak pun pemain mayoritas abroad dan liga mereka gak pernah dibawah indo",yc tg yaelah nama negara timteng lemah irak pemain mayoritas abroad liga bawah indo
4 tahun Lagi para lawan juga tambah jago ... Tolong pecat pelatihnya,lawan jago tolong pecat latih
😂😂😂😂....Irak juga pelatihnya ganti....kalau masih Jesus..udh dirujak,irak latih gantikalau jesusudh rujak
Gitu terus bg sampe rafathar punya cucu😂😂😂,gitu bg sampe rafathar cucu
"2 pertandingan yg line kacau, Leg pertama lawan cina Dan kemarin lawan arab, kalahnya ga terima😂",tanding line kacau leg lawan cina kemarin lawan arab kalah terima
SELAMAT PK ET MENANG....IS,selamat pk et menang
"Akibat politik Belanda ikut campur urusan dalam sepakbola Indonesia terima lah saja , waktu sty menang lawan arab Saudi malah di pecat permintaan Belanda Terima saja , yang bertanggung jawab ketua PSSI dulu",akibat politik belanda campur urus sepakbola indonesia terima sty menang lawan arab saudi pecat minta belanda terima tanggung ketua pssi
sumpah nyesek banget. sedih timnas kita gagal,sumpah nyesek sedih timnas gagal
Negara yg kata nya besar dipertontonkan kebodohan..permainan yg luar biasa..dan buat pra pemain mereka pahlawan2 bangsa,negara tonton kebodohanpermainan biasadan pra pemain pahlawan bangsa
"Erik ,Arya tanggung jawab 💪🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩",erik arya tanggung
"Tetap semangat dan tetap dukung timnas, mudah2an timnas Indonesia bisa masuk piala dunia tahun 2030. Amin",semangat dukung timnas mudah an timnas indonesia masuk piala dunia amin
ERICK TOHIR CS DAN DEDENGKOT SEMUA BELANDA YG TERBAIK SEMOGA SUKSES WAHAI BAPAK ERICK TERHORMAT DAN JAJARAN NYA,erick tohir cs dedengkot belanda baik moga sukses erick hormat jajar
"Pengen silahturahmi sama towel,Akmal dan kawan kawan😂😂",ken silahturahmi towelakmal kawan kawan
trmksh smuanya KPD pemain kalian SDH brjuang smua. luar biasa,trmksh smuanya kpd pemain sdh brjuang smua
Indonesia memang kalah tp dunia tau Indonesia KLH terhormat❤,indonesia kalah dunia indonesia klh hormat
Indonesia main sudah cukup bagus ...mungkin belum rezeki Indonesia belum di beri kesempatan main di Piala Dunia. Pemain sudah bermain baik dan kualitas mereka baik. Mungkin perlu di evaluasi hanya tim pelatih.. untuk meningkatkan strategi kedepan.,indonesia main bagus rezeki indonesia sempat main piala dunia pemain main kualitas evaluasi tim pelatih tingkat strategi depan
"Untuk semua pemain...kami Fans Garuda tetap mendukung kalian,jangan berkecil hati, terima kasih telah Berjuang sampai sejauh ini...❤❤ We love you all",pemainkami fans garuda dukung kalianjangan kecil hati terima kasih juang we love you all
KEMBALIKAN STY.BERSAMA STY.TIMNAS SEMAKIN JAYA,kembali stybersama stytimnas jaya
"Seharusnya Timnas Indonesia sudah dapat tiket piala dunia di round 3, kalo gak ganti pelatih dan gak dicurangi Bahrain😢💔",timnas indonesia tiket piala dunia round kalo ganti pelatih curang bahrain
"Tetap berbesar hati timnas indonesia, ❤",besar hati timnas indonesia
"Kita kalah tapi hati kita menang pemain luar biasa ini pemain pemain terbaik yg pernah Indonesia miliki. Hanya perjalanan yg tidak berpihak kita, saya yakin ini kwalitas awal tim nasional akan lebih bagus ke depan.",kalah hati menang pemain pemain pemain baik indonesia milik jalan pihak kwalitas tim nasional bagus
Yg membingungkan adalah si ET. Knp dan apa yg anda fikirkan. Rakyat Indonesia berharap berharap sama mu karena km pemimpin diawal yg sangat baik tapi kena diakhiri dengan keputusan yg aneh😢😢 we,bingung si et fikirkan rakyat indonesia harap harap mu km pimpin awal kena putus aneh we
Semoga masih ada umur 4 tahun lagi mengiringi langkah timnas dengan doa .. Timnas kalian sudah berjuang sekuat tenaga.. Berkorban jiwa raga.. Terimakasih.. Semoga Allah limpahkan kebagian kesuksesan keberuntungan dunia akhirat di beri sehat... Kami pasti merindukan nonton kalian main..❤❤🎉🎉,moga umur iring langkah timnas doa timnas juang kuat tenaga korban jiwa raga terimakasih moga allah limpah bagi sukses untung dunia akhirat sehat rindu nonton main
"Kluivert bukan pelatih Naturalisasi. Dia warga Negara Belanda asli, bukan WNI. Dia ga akan peduli dengan nasionalisme dan harga diri Bangsa Indonesia. Ga peduli Indonesia masuk piala dunia atau tidak. Bagi dia yg penting siapa yg bisa kasih duit banyak. Beda dgn para pemain naturalisasi yg sdh menjadi Warga Negara Indonesia dan karirnya masih panjang. Mereka ingin sekali bisa berlaga di piala dunia.",kluivert pelatih naturalisasi warga negara belanda asli wni peduli nasionalisme harga bangsa indonesia peduli indonesia masuk piala dunia kasih duit beda pemain naturalisasi sdh warga negara indonesia karirnya laga piala dunia
