komentar,komentar_bersih
Era sty kemenangan slalu dirampas oleh pengadil lapangan sedangkan ini ada unsur konspiracy internal yah memang nasib timnas gak bakalan maju kalau masih banyak mafia bola yang ikut campur saya sebagai warga negara indonesia mulai sekarang akan mendukung kemajuan timnas jepang dan korea yang federasinya benar benar bersih dari praktik mafia bola,era sty menang slalu rampas adil lapang unsur konspiracy internal yah nasib timnas maju mafia bola campur warga negara indonesia dukung maju timnas jepang korea federasi bersih praktik mafia bola
Erick TOHIR ga Terima kalo STY yang di elu2kan bre. Makanya STY dipotong,erick tohir terima kalo sty elu bre sty potong
​ @rahmatgilangpermata8606 betul bre setuju. Takut STY dibuatin patung sama publik 😅,bre tuju takut sty dibuatin patung publik
"era sty datang piala aff gak penting kata fans nya juga piala ciki sebelum ada sty kita selalu semangat nonton piala aff selalu meriah , karena ada sty piala aff gak penting apa gak bisa kalahin thai land viet nam ?",era sty piala aff fans piala cik sty semangat nonton piala aff riah sty piala aff kalahin thai land viet nam
"Lu aja deh keknya yg terlalu terbius sama berita tim kepelatihan indo bg, kalo saya dr awal emang berharap indo lolos, tp juga sadar diri. Sadar diri bagi saya itu penting",kek bius berita tim latih indo bg kalo emang harap indo lolos sadar sadar
"​ @fff3cntik-nc6nl Kalau setiap kekacauan disuruh sadar diri mah gasampe sini kali timnas bro. Lu tipikal orang yg takut berjuang dan bermimpi tinggi kyk e. Jelas² timnas di 2 match penting mainnya amburadul, masa' iya gaada evaluasi malah disuruh sadar diri. Agak lain nih pemikiran lu bro",nc nl kacau suruh sadar mah gasampe kali timnas tipikal orang takut juang mimpi kyk timnas match main amburadul iya gaada evaluasi suruh sadar pikir
"mungkin bukan kena suap, tapi menjual tiket piala dunia, dimulai dengan mengganti sty.. mungkin",kena suap jual tiket piala dunia ganti sty
KLO sty dulu menang lawan Bahrain dan Cina kita lolos Nemani jepang,sty menang lawan bahrain cina lolos nan jepang
"​​ @acengsuhendi3502 pertama waktu lawan Bahrain itu kita bisa menang tapi kan lu tau sendiri kita dicurangin sama wasit dan pas lawan cina ya memang itu kesalahan sty tapi ya namanya juga pelatih dia juga manusia pasti bisa aja buat kesalahan toh setiap pelatih juga pernah kan buat kesalahan, Kluivert pun juga buat kesalahan cuman kesalahnya lebih banyak, jadi buat elu para buzzer buzzer mafia gausah nyari pembelaan semua orang juga bisa ngeliat kok dari segi permainan sty lebih baik dari Kluivert",lawan bahrain menang dicurangin wasit lawan cina ya salah sty ya nama pelatih manusia salah pelatih salah kluivert salah cuman salah elu buzzer buzzer mafia gausah nyari bela orang ngeliat segi main sty kluivert
​ @acengsuhendi3502 banyak pundit yg ikut camour sih w waktu sty melatih terutama pundit katanya di suruh main nyerang jgn bertahan terus giliran dikasih main nyerang malah kalah kita sama china 😊,pundit camour sty latih pundit suruh main nyerang jgn tahan gilir kasih main nyerang kalah china
"​ @acengsuhendi3502 target awalnya memang seperti itu sih, harusnya dikandang Bahrain n China dapat 6 poin, lawan Bahrain kita dicurangi wasit, lawan China line up.nya aneh, tapi pas lawan Arab kita dapat 3 poin, tapi selanjutnya assudahlah.",target kandang bahrain china poin lawan bahrain curang wasit lawan china line upnya aneh lawan arab poin assudahlah
Buzzerp Erik ga s7 STY lebih baik dr Petrik,buzzerp erik sty trik
Saya setuju lbih baik gagal di pildun dngan pelatih sty Dan saya yakin sty pun akan gentleman jika gagal pasti mundur dr pelatih.. Tapi ini gagal dngan pelatih yg ktnya pelatih terbaik Tai asuuuuu,tuju lbih gagal pildun dngan pelatih sty sty gentleman gagal mundur pelatih gagal dngan pelatih ktnya pelatih baik tai asuuuuu
Duh uda lah jngn sty di Ulsan aja di pecat,duh uda jngn sty ulsan pecat
saat ini sty yg paling cocok u timnas Indonesia 💪💪👍👍👍👍💪💪,sty cocok timnas indonesia
Sudah jelas dari minus loh Timnas kita,minus loh timnas
Yakin sty bisa bawa timnas masuk piala dunia,sty bawa timnas masuk piala dunia
"​ @fely7488 engga ada yg yakin tapi setidaknya lebih baik kita gagal bersama STY, karena tujuan dia emang masukin indonesia ke piala dunia engga cuma kerja, melatih, kasih taktik total bingung, kesalahan STY hanya lawan china sesudahnya menang tuh lawan arab 2-0",engga gagal sty tuju emang masukin indonesia piala dunia engga kerja latih kasih taktik total bingung salah sty lawan china menang tuh lawan arab
"​ @fely7488 bukan masalah bisa GK bisa ,kita itu baru ke round 4 vkalini bukan Australia dua pertandingan jelek ganti pelatih,",round vkalini australia tanding jelek ganti pelatih
"Walaupun kita kalah dari jepang dan Australia,,,gara2 sty kita gagal ,,,",kalah jepang australiagara sty gagal
