komentar,komentar_bersih
​ @feri_irawan_corner ​​ Ya lo liat aja nanti kalo pak erik mundur sepak bola kita gimana? Kalo gak ada pak erik pas kejadian kanjuruhan sepak bola kita harusnya di ban tapi karena pak erik dekat sama fifa jadi di bantu sama fifa sampe ada kantor di Indonesia. Harus liat lebih luas lagi jangan karena egois emosi yg bicara.,ya liat kalo erik mundur sepak bola gimana kalo erik jadi kanjuruhan sepak bola ban erik fifa bantu fifa sampe kantor indonesia liat luas egois emosi bicara
Hasilnya sesuai skenario pelatih PK dan bandar judi online 😂😂😂,hasil sesuai skenario pelatih pk bandar judi online
Sekelas erick ngambil keputusan ganti pelatih di waktu krusial aja sudah aneh🤦‍♂️,kelas erick ngambil putus ganti pelatih krusial aneh
Hari berkabung pecinta Sepakbola Indonesia Para pemain sudah sangat maksimal Yang masih punya moral dan nurani silahkan bertanggung jawab,kabung cinta sepakbola indonesia pemain maksimal moral nurani silah tanggung
#ErickPatrickOut !!!!,erickpatrickout
"ganti gak masalah, masalahnya kenapa Patrick, yg prestasi dan kapabilitas kepelatihannya minim",ganti patrick prestasi kapabilitas latih minim
Kalau tak di pecat kita nepalkan😊,pecat nepalkan
"udah penyakit yang sama pas di inter milan, mancini tiba2 diganti sama pelatih yang masih pemula dan hasilnya jeblok.",udah sakit inter mil mancini ganti pelatih mula hasil jeblok
#etout,etout
Ngurus BUMN aja gk bisa 😂😂,ngurus bumn
"​ @tableandrecords pertamax oplosan, untung banyak😂",pertamax oplos untung
Ibarat uda pnya pacar pengertian anda selingkuh..akhirnya bubar dan selingkuhnya akhirnya nda cocok,uda pnya pacar erti selingkuhakhirnya bubar selingkuh nda cocok
#Patrickout,patrickout
betul...mending gagal dgn sty daripada gagal dgn patrik,betulmending gagal sty gagal patrik
"insting bisnis man itu klo ga untung bgt ya rugi bgt, udh biasa itu ga ada itu setengah2, emang namanya gambling seperti itu, pertaruhkan segalanya tapi ya jangan di timnas juga sih, terlalu gila..",insting bisnis man untung ya rugi udh emang nama gambling taruh ya timnas gila
"ET itu pembisnis, liat aja inter milan pas dipegang dia gimana, fans inter pasti tau gimana ancurnya pas sama dia, pemilihan pelatih yg salah, sekarang keulang lagi kan, salah milih pelatih lg",et bisnis liat inter mil pegang gimana fans inter gimana ancurnya pilih pelatih salah ulang salah milih pelatih lg
"Anda salah ❌justru awalnya ekspektasi akan tinggi langsung lolos round 4 eh kayanya kagak, makanya dia dapet jabatan baru menpora 😂posisi ya masih aman walaupun mundur dari pssi kan tetep pemimpin tertinggi menpora😂 Gw aja udah gak percaya sejak lawan Australia main open play tapi taktik gajelas sekali kena serang gampang kebobolan akhirnya dibantai😂 eh lawan saudi round 4 di ulangi lagi Padahal udah dikasih tutor ama sty",salah ekspektasi langsung lolos round kaya kagak dapet jabat menpora posisi ya aman mundur pssi tetep pimpin tinggi menpora udah percaya lawan australia main open play taktik gajelas kena serang gampang bobol bantai lawan saudi round ulang udah kasih tutor ama sty
"​ @röckêt_pūñcher1 bro, elu sepong petrick dibayar berapa ha?",elu sepong petrick bayar ha
Setuju 😂😂😂 padahal saya kan petani,tuju tani
karena bidang nya bisnis jadi dibisnisin juga lah,bidang bisnis dibisnisin
"pak ET gambling bro dia fill dgn ganti pelatih BS lolos pildun,tp knp harus pilih sipatrick track record sbg pelatih msh kurang bagus.",et gambling fill ganti pelatih bs lolos pilduntp pilih sipatrick track record sbg pelatih msh bagus
​ @UwaisArrasy lu masih percaya ET? 😂,percaya et
eT jgn d ganti... Yg ada tambah bobrook spakbola indo,et jgn ganti bobrook spakbola indo
"Seandainya dia tetap mecat STY pelatih kelas dunia yang rela melatih timnas senior sampai mau melatih kelompok umur... carilah pelatih yang sepadan, yang mau bekerja seperti STY...yang punya trek rekord...PK gak pengalaman, minim taktik...PK out, Arya Out dari Exco, Towel out dari Indonesia..Erik out",anda mecat sty pelatih kelas dunia rela latih timnas senior latih kelompok umur cari pelatih padan styyang trek rekordpk alam minim taktikpk out arya out exco towel out indonesiaerik out
"kalo bisnisnya beneran lihai itung probabilitas, si erick ga bakal jadi politikus di sisi terpenting karirnya",kalo bisnis beneran lihai itung probabilitas si erick politikus sisi penting karirnya
"Dia kalah bersinar sama sty makanya dia pejat sty, sepak bola hanya dijadikan alat politik ET",kalah sinar sty pejat sty sepak bola jadi alat politik et
"Ntar jg ada statement ""gapapa kalah tapi mainnya bagus menyerang, daripada menang tp mainnya bertahan dan jelek"" namanya jg strategi broo lawan msih diatas kita ngapain jg gengsi, blokkkk",ntar jg statement gapapa kalah main bagus serang menang main tahan jelek nama jg strategi broo lawan msih atas ngapain jg gengsi blokkkk
Spakat bang ❤,spakat bang
"Lah, malah mending berjuang dengan yg bantu daripada ama yg lama, apalagi udah tau yg lama probabilitas nya lebih besar kalah😂. Sty udah ngga dipercaya ruang ganti. Emang nya kalian akan berbesar hati ketika kalah dengan skor yg lebih buruk lg 😂 Fans toxic 😂",mending juang bantu ama udah probabilitas kalah sty udah ngga percaya ruang ganti emang besar hati kalah skor buruk lg fans toxic
"20:05 sekalipun memang mau cari pengganti, at least cari pelatih yang emang punya pengalaman di kompetisi asia, mengenal dengan baik kultur sepakbola asia, jangan cuma karena punya nama besar tapi portfolio nya ga seberapa",cari ganti at least cari pelatih emang alam kompetisi asia kenal kultur sepakbola asia nama portfolio
"Setuju, pengambilan keputusan yang katanya urgent itu untuk apa kalau pada akhirnya kita semua dituntut harus ikhlas. Justru kita akan lebih ikhlas kalau perjalanan kualifikasi ini gugur di tangan sty",tuju ambil putus urgent tuntut ikhlas ikhlas jalan kualifikasi gugur tangan sty
"Gw sedih dan marah bukan karna gagal ke pildun nya. tapi dirusaknya bahkan dihancurkannya Perjuangan, pengorbanan, harapan, kebanggaan dan Kebahagiaan rakyat Indonesia, setelah sekian puluh tahun tdk ada yg bisa dibanggakan di sepakbola Indonesia. KOndisi Pada saat hidup di Indonesia penuh dengan keburukan , timnas memberikan angin segar bahwa masih ada kebaikan di negara ini. Kalau seandainya gagal ke pildun dg pelatihnya STY, pasti tetap penuh kebanggaan, karena kita berjuang bersama, senang sedih sama2 merasakan, rakyat indonesia harus bayar jika ingin menonton lewat streaming, kemudian supporter harus membeli tiket yang tidak murah melihat kondisi ekonomi masyarakat belum lagi ongkos akomodasinya, sampe rela keluar negeri, para pemain naturalasasi yg mengorbankan kesempatan untuk bisa membela negara yg lebih jelas, belum lagi karirnya yg tidak sedikit malah menjadi lebih sulit setelah di naturalisasi. Harusnya kalau masih manusia ya punya malu lah minimal mundur dg segera, terutama head coach nya, dan Ketum PSSI-nya. cuman mundur lho, ga harus ganti rugi semua pengorbanan supporter dan pemain, dan kalau Gentel, ya mengaku salah dan minta maaf kepada rakyat Indonesia, syukur2 ke STY juga karena sudah mengkhianati. Udah lah berkhianat, gagal pula.",sedih marah gagal pildun rusak hancur juang korban harap bangga bahagia rakyat indonesia sekian puluh bangga sepakbola indonesia kondisi hidup indonesia penuh keburu timnas angin segar baik negara anda gagal pildun dg latih sty penuh bangga juang senang sedih rasa rakyat indonesia bayar tonton streaming supporter beli tiket murah kondisi ekonomi masyarakat ongkos akomodasi sampe rela negeri pemain naturalasasi korban sempat bela negara karirnya sulit naturalisasi manusia ya malu minimal mundur dg head coach tum pssinya cuman mundur lho ganti rugi korban supporter pemain gentel ya aku salah maaf rakyat indonesia syukur sty khianat udah khianat gagal
"Kita masi bisa liat piala asia bang, atau aff nanti 🎉🎉 smngt buat kita yg mau liat timnas kita maju❤",mas liat piala asia bang aff smngt liat timnas maju
