komentar,komentar_bersih
"Permainan uda di bilang di kuasai oleh Indonesia hanya itulah sepak bolah faktor itu aja belum menenntukan tpi siapa yg bisa mencetak gol lebih banyak., Trimakasih buat semua yg telah berjuang memang takdir berbicara lain., tetap suport Timnas Indonesia dan Oficial kalian Terbaik ❤️🙏",main uda bilang kuasa indonesia sepak bolah faktor menenntukan cetak gol trimakasih juang takdir bicara suport timnas indonesia oficial baik
"Ayo tetap semangat... Mudah""an piala dunia yg akan datang lebih bagus lagi",ayo semangat mudah piala dunia bagus
10:21 Thenk yu para pemain sdh bermain all out demi harga diri dan jiwa nasionalisme meski hasil blm beruntung fortune blm berpihak ke Timnas 😢😢😢. Proud for Timnas. Tetap berdiri dengan kepala tegak..usap airmata tatap kedepan lbh baik dan bersinar GOD Bless u all ❤❤❤🇲🇨🇲🇨🇲🇨,thenk yu pemain sdh main all out harga jiwa nasionalisme hasil blm untung fortune blm pihak timnas proud for timnas diri kepala tegakusap airmata tatap depan lbh sinar god bless all
"Tak mengapa garudaku,,kalian sdh melakukan yg terbaik utk bangsa Indonesia,,lagi lagi kita kalah oleh kinerja wasit...",garudakukalian sdh baik bangsa indonesialagi kalah kerja wasit
Lupakan piala Dunia Masih byk turnamen besar salah satu nya piala asia Kini saatnya berbenah Kami para suporter yakin Indonesia akan di segani di asia dalam beberapa tahun ke depan... Semangat garudaku❤❤,lupa piala dunia byk turnamen salah piala asia benah suporter indonesia segani asia semangat garuda
Mantap baget tim indonesia.... 😅,mantap baget tim indonesia
Kembalikan sty pak erick Thohir,kembali sty erick thohir
"Menang atau kalah kalian ttp di hati gw, brafo garuda❤❤❤❤❤",menang kalah ttp hati brafo garuda
"Pokoknya timnas indonesia sudah dijadikan ladang uang baik oleh pengurus dan pelatih. Negara2 yang takut kalah sama indonesia pasti melakukan bernagai cara untuk mengalahkannya, tapi ada nilai tawar menawar untuk mengalahkannya dari pihak indonesia bilang wani piro",pokok timnas indonesia jadi ladang uang urus pelatih negara takut kalah indonesia naga kalah nilai tawar tawar kalah indonesia bilang wani piro
"SUDAH JANGAN SIBUK MENCARI KAMBING HITAM!!! ""AYO SAMA² KITA EVALUASI BERSAMA DAN TERUS TATAP KEDEPAN JANGAN SIBUK BERGELUT DENGAN YANG SUDAH TERJADI, KEGAGALAN BUKAN BERATI SELESAI NAMUN AMBILAH SEBAGAI PELAJARAN UNTUK MAJU KEDEPAN! KECEWA CUKUP, OPTIMIS DAN SEMANGAT HARUS TETAP ADA SAMPAI KITA MENIKMATI HASILNYA BERSAMA. To. Timnas 🇮🇩 thks atas kerja keras kalian di atas lapangan yg sudah membawa lambang garuda di dada kalian 🙏 😊👍❤️🤍",sibuk cari kambing hitam ayo evaluasi tatap depan sibuk gelut gagal berat selesai ambi ajar maju depan kecewa optimis semangat nikmat hasil to timnas thks kerja keras lapang bawa lambang garuda dada
"Kami merasa kasihan PD pemain ketika gagal ke pildun, kami terharu tetap semangat kita tertunda",kasihan pemain gagal pildun haru semangat tunda
"Pemain garuda vs irak sdh bgus & berjuang mati""an,wl kalah tp puas dg pnmpilan pemain garuda",pemain garuda vs irak sdh bgus juang matianwl kalah puas dg pnmpilan pemain garuda
Pemain indo anda luar biasa semua pemain telah bekerja keras ini bukan salah pemain dari Irak ringking tidak bisa di pandang rendah ini fakta ringking tapi indo para pemain sudah kerja keras,pemain indo pemain keras salah pemain irak ringking pandang rendah fakta ringking indo pemain kerja keras
"Tim Sudah berjuang.... lawan pun begitu.... kalah menang memang harus ,,, walaupun menyakitkan kita harus nerima",tim juang lawan kalah menang sakit nerima
Selamat kluvers,selamat kluvers
Alhamdulillah.. segini juga waktunya istirahat kawan,alhamdulillah gin istirahat kawan
Keattt PATRICK...,keattt patrick
"Penghujat STY sekarg puas to , inilah bukti bahwa sesuatu yg kita anggap tidak baik blm tentu akan buruk hasilnya selamanya ,begitu pula sebaliknya , orang yang kita anggap baik atau bisa belum tentu bisa seperti apa yg kita bayangkan . Ini bukti kepada seluruh pemain kami dampika trimaksi , dan penghormatan yg setinggi tingginya , atas perjuangan kalaian semua ❤❤❤❤",hujat sty sekarg puas to bukti anggap blm buruk hasil orang anggap bayang bukti pemain dampika trimaksi hormat tinggi juang kalai
Slmt buat BPK Erik Tohir .petrik kuliver.dkk.atas ke kalahan team nas dini hari tadi,slmt bpk erik tohir trik kuliverdkkatas kalah team nas
Smangat terus.... Boleh sedih....intropeksi diri sendiri .... Tp tetap smangat....,smangat sedihintropeksi smangat
"Rombak total kepengurusan PSSI dan Exco, ..",rombak total urus pssi exco
Spekulasi tukar pelatih adalah penyebab utama,spekulasi tukar pelatih sebab utama
Good job irak,good job irak
Doa 200juta warga Indonesia kalah ama mafia,doa juta warga indonesia kalah ama mafia
"Kualitas indonesia sudah baik,,banyak kontroversi untuk menggagalkan indonesia lolos pildun,yang sabar tanah airku di coba lagi untuk kedepannya",kualitas indonesia baikbanyak kontroversi gagal indonesia lolos pildunyang sabar tanah air coba depan
"jangan pernah tundukan kepala kalian, garuda tanpa menyerah, kita mulai lagi di tahun 2027 ❤❤❤❤❤❤",tunduk kepala garuda serah
Kembali kelokal lagi ini pelatih nya kalau begitu,lokal pelatih
"saya tetap mendukung timnas ap punh hasil ny❤❤❤ kita memang gagal tpi masa depan masi panjang,ayo tegak kan kepala garuda q❤❤❤",dukung timnas ap punh hasil ny gagal mas panjangayo tegak kepala garuda
Selamat untuk Roki dan kawan ini yg kamu mau tho sekali lagi selamat ke i nginan mu tercapai,selamat roki kawan tho selamat nginan mu capai
"Satu kata kita kalah terhormat,,,sepakbola dinodai oleh kekuasaan dan ambisi kotor yg menghilangkan fairplay,,,,Ami tetap bangga dgn perjuangan kalian ,,,ingat wasit dungu akan kena azab sesuai dgn dosa yg dia perbuat buat bangsa ini",kalah terhormatsepakbola noda kuasa ambisi kotor hilang fairplayami bangga juang wasit dungu kena azab sesuai dosa buat bangsa
menangislah bila harus menangis karena kita semua manusia manusia bisa terluka manusia pasti menangis dan manusia pun bisa mengambil hikmah,menang menang manusia manusia luka manusia menang manusia ambil hikmah
Tetap semangatttt,semangatttt
"patrik menangis terharu bukan karena timnas kalah, tp menang taruhan, timnas buat tumbal patrik ketum PSSI",patrik menang haru timnas kalah menang taruh timnas tumbal patrik tum pssi
Let's go juara piala Asia masuk piala dunia di 2030 di arab saudi,lets go juara piala asia masuk piala dunia arab saudi
