komentar,komentar_bersih
​ @nataliebudiman2182 betul kalo gagal ya out. bukan masalah mendewakan ini tentang seseorang dan team yg udah merintis dari nol lalu ditengah jalan di cut secara gak jelas dgn kualitas pengganti yg lebih buruk wajarlah kita kecewa,kalo gagal ya out dewa team udah rintis nol tengah jalan cut kualitas ganti buruk wajar kecewa
Komennya template banget,komennya template
olemana mau dateng kalo sty yg meggang,olemana dateng kalo sty meggang
Sty baru di pecat ulsan hd itu..mau pake dia lagi?,sty pecat ulsan hd itumau pake
Kata kata ini udah banyak banget orang copy paste,udah orang copy paste
Paansih statement kocak,paansih statement kocak
"Ada yang rusak dan gak bermanfaat sama sekali masih dipelihara negara sampai sekarang, sedih dan muak saya melihatnya.",rusak manfaat pelihara negara sedih muak
​ @linpakede8607 Nepal kan? 🤔,nepal
"Bukan sepakbola semua cabor .. badminton itu udah bagus di rusak , volly udah bagus dirusak , dan skg pssi 😂 tinggal nunggu futsal besok pasti di hancurkan 😂",sepakbola cabor badminton udah bagus rusak volly udah bagus rusak skg pssi tinggal nunggu futsal besok hancur
@rubendias6498 kalu olahraga tradisional itu masuk di bawah naungan kemenpora gak ya? (bertanya dengan nada lembut),kalu olahraga tradisional masuk naung kemenpora ya nada lembut
@rubendias6498 Ping pong dulu juga bagus sekarang hancur,ping pong bagus hancur
iyaya.... sedih,iyaya sedih
komen mahal ini,komen mahal
sedihnya ini fakta🙁,sedih fakta
"ERICK Tohir itu pebisnis ,, semua pasti dibisniskan sama dia ,, termasuklah para pemain2 naturalisasi itu kan bisnis dia ... Betul lah kata guru ekonomi saya disekolah dulu : ""JANGAN PERNAH PILIH PEMIMPIN DARI SEORANG PEBISNIS, KARENA HIDUP NYA TIDAK AKAN JAUH2 DARI BISNIS"" Jadi kita jgn terlalu polos ,, faktanya ada perputaran judi besar yg dibisniskan melalui sepak bola.. Emangnya kita yakin para pemain naturalisasi itu seutuhnya tidak bisa dibisniskan sehingga bisa diatur untuk menang atau kalah ?? Ini Indonesia bro ,, dimana mafia dan bisnis selalu bergandengan tangan 😂😂😂",erick tohir bisnis bisnis masuk pemain naturalisasi bisnis guru ekonomi seko pilih pimpin bisnis hidup bisnis jgn polos fakta putar judi bisnis sepak bola emang pemain naturalisasi utuh bisnis atur menang kalah indonesia mana mafia bisnis gandeng tangan
"Benar, salah satunya ""Alam"". The real HUMAN",salah satu alam the real human
Fakta yg sungguh terang benderang,fakta sungguh terang benderang
Fakta lagi😢,fakta
Duh... Fakta lagi,duh fakta
top markotop,top markotop
Real,real
yang baik dibuang yang rusak dipertahankan.,buang rusak tahan
"Yg salah jelas tohir, si petrik mh ya mau aja karna butuh job 😂",salah tohir si trik mh ya butuh job
"dibangun oleh sty, dihancurkan oleh et😢",bangun sty hancur et
"​ @AisyahIlmiYtm di bangun STY....?, Kalau memang sesembahan loe bisa bangun tim ngapain harus naturalisasi terus menerus... ?. Terus kader pemain muda selama dia ngelatih 5 tahun mana yg bagus...?",bangun sty sembah loe bangun tim ngapain naturalisasi terus kader pemain muda ngelatih bagus
"⁠​⁠​⁠​⁠ @AisyahIlmiYtm tolool sty tanpa usaha ET meyakinkan pemain diaspora kelas 2&3 buat main di timnas, nggk ada apa apanya itu sty kalo isinya pemain lokal sama diaspora kelas 5&6 wkwkwk",tolool sty usaha et pemain diaspora kelas main timnas nggk apa sty kalo isi pemain lokal diaspora kelas
"sbetulnya bukan kluivert yg salah tp yg Minta kluivert jd pelatih dan bilang ""indonesia butuh perubahan ,pgn main total footbal"" lalu dipilihlah kluivert, solah2 yg bilang itu ga mau liat kerja keras STY sudah melaju sejauh mana dan parahnya diputus kontrak ditengah jalan.",sbetulnya kluivert salah kluivert pelatih bilang indonesia butuh ubah pgn main total footbal pilih kluivert solah bilang liat kerja keras sty laju parah putus kontrak tengah jalan
"​ @ilnfzds-iD320xs ya kan memang benar Kluivert membawa perubahan, dari yang sebelumnya bagus menjadi bobrok, bukankah itu juga sebuah perubahan?😂",id xs ya kluivert bawa ubah bagus bobrok ubah
​ @ilnfzds-iD320xs karna PSSI ngedengerin saran pundit terutama si botak Falcon 😂 hasilnya total kalah,id xs pssi ngedengerin saran pundit si botak falcon hasil total kalah
"@ilnfzds-iD320xs gaa doi salah juga, kalo gabisa ya jgn terima. dia nerima ya harus siap bikin indo masuk pildun.",id xs gaa doi salah kalo gabisa ya jgn terima nerima ya bikin indo masuk pildun
Faktanya: PK emang mediocre tapi ini murni dosanya ET dan Exco yg ganti STY. Federasi ini emang biang keroknya. Minimal kalau bertaruh pake pelatih yg punya filosofi dan prinsip macam STY atau Luis Milla..,fakta pk emang mediocre murni dosa et exco ganti sty federasi emang biang kerok minimal taruh pake pelatih filosofi prinsip sty luis milla
