komentar,komentar_bersih
tidak apa pa gak lolos saudara ku...mungkin belum rejeki kita...masih banyak waktu....berbenah lah...kegagalan hanyalah kesuksesan yang tertunda.,pa lolos saudara mungkin rejeki kitamasih waktuberbenah lahkegagalan sukses tunda
Coba lagi hayo.... Ale-Ale😅,coba hayo aleale
"Peluang banyak di babak pertama tapi gak dijadiin gol, 1 serangan Iraq gak ditahan jadi gol membuyarkan segalanya !",peluang babak dijadiin gol serang iraq tahan gol buyar
"The referee was very unfair, as if he had been paid with money.",the referee was very unfair as if he had been paid with money
Kecewa sama Patrick. Alangkah puas ya saya jikalau gagal bersama sty... Rindu center bek ridho idzes hubner yg clensheet tanpa bobol di kualifikasi,kecewa patrick alangkah puas ya gagal sty rindu center bek ridho idzes hubner clensheet bobol kualifikasi
Sangat di sayangkan kita tidak lolos......tapi kira kita juga perlu intropeksi diri mungkin kita belum layak tuk berlaga di piala dunia...kita bangun di saat terpuruk ....tapi kita juga jatuh di saat harapan itu sudah di depan mata....,sayang lolostapi intropeksi layak tuk laga piala duniakita bangun puruk jatuh harap mata
Erik tohirrr harusss tanggung jawab,erik tohirrr harusss tanggung
Kami rindu sty,rindu sty
"Bagaimana dangan STY dan pemain2 yg dari awal kualifikasi berjuang? marselino,asnawi,arhan dll,pasti mereka lebih hancur hatinya. Terimakasih pak erik tohir sudah mewujudkan cita cita si towel cs,kami semua tdk akan pernah lupa atas semua ini.😢",dang sty pemain kualifikasi juang marselinoasnawiarhan dllpasti hancur hati terimakasih erik tohir wujud cita cita si towel cskami lupa
Kluepet tangisan bawang m,kluepet tangis bawang
Daripada menyalahkan lebih baik introspeksi diri aja semuanya apa sebenarnya kesalahan di sepakbola Indonesia,salah introspeksi salah sepakbola indonesia
dari jaman dulu evaluasi terus.😂😂😂😂😂,jaman evaluasi
Pangil boas salosa belio masih aktif main di liga 2. Timnas hari butuh senior,pangil boas salosa belio aktif main liga timnas butuh senior
"Team yg mahal di isi para pemain Naturalisasi, ternyata masih juga mengecewakan..",team mahal isi pemain naturalisasi kecewa
Patrick kevet nangis karena senang udah Jack pot,patrick vet nang senang udah jack pot
Dengan squad timnas seperti sekarang jika STY arsitek lapangannya yakin saya timnas masuk pildun..,squad timnas sty arsitek lapang timnas masuk pildun
timnas ttep terbaik masih ada 2030 2034 dst masih punya waktu agar bisa lebih baik,timnas ttep baik dst
tenang yg penting kita masih juara bertahan Liga korupsi dunia..,tenang juara tahan liga korupsi dunia
"Biar cptain jay,haye,ole,verdonk menangis krna emang benr terasa perjuangan mereka di timnas.. Tpii sananta,kambuaya,yakub,yance,jangan menangis kelen gua jitak kepala kelen..krna kelen gak sepenuh hati perjuangan kelen di timnas",biar cptain jayhayeoleverdonk menang krna emang benr juang timnas tpii sanantakambuayayakubyancejangan menang kelen jitak kepala kelenkrna kelen sepenuh hati juang kelen timnas
