komentar,komentar_bersih
Para pemain sdh berjuang maximal..jangan saling menghujat Kambing hitam di buang aja kelaut Yg salah pasti pelatih yg harus bertanggung jawab.. Apapun itu pelatih yg bertanggung jawab Sdh jangan saling menyalahkan...blm waktunya indonesia masuk piala dunia,pemain sdh juang maximaljangan hujat kambing hitam buang laut salah pelatih tanggung apa pelatih tanggung sdh menyalahkanblm indonesia masuk piala dunia
Sumpah serappah,sumpah serappah
masih ga ikhlas yaallah kita ga lolos,ikhlas yaallah lolos
Punya dosa apa sih Indonesia sampai punya pelatih sekelas Patrick Kluivert😢💔,dosa indonesia pelatih kelas patrick kluivert
Sudah ku duga sebelumnya 🙏🙏🙏,ku duga
Indonesia lg bersedih 😭😭 sang Garuda gagal terbang di kanca dunia 😭😭,indonesia lg sedih sang garuda gagal terbang kanca dunia
Patrik pelatih tim tarkam,patrik pelatih tim tarkam
"Sebutkan Min, Bahwa Blunder Rizky Ridho Berbuah Gol Buat Irak",sebut blunder rizky ridho buah gol irak
Iya kalau sty masih ada beda cerita walaupun masalah komunitas gk masalah yg penting bagus jadi pelatih,iya sty beda cerita komunitas bagus pelatih
Apalagi dengan pelatih non pengalaman macam PK 😅,pelatih non alam pk
Terlalu kaku,kaku
Kan udh dicontohin sma saudi klo ganti ditengah jalan itu bahaya ....,udh dicontohin saudi ganti tengah jalan bahaya
"Gak kok, saya gak menyalahkan pemainnya, sudah semaksimal mungkin bermain.",salah main maksimal main
Terima wasit gak lihat bar,terima wasit lihat bar
"Mati Suri 2 Tahun ,Kembali Lagi Ber kualifikasi 2030",mati suri ber kualifikasi
👍TiMNaS👍INDONESIA👏❤TiMNaS❤kami rakyat❤INDONESIA❤Sangat-sangat❤Mengagumi PERJUANGAN❤Kalian 👏👍Merdeka❤selalu❤INDONESIA❤kami,timnasindonesiatimnaskami rakyatindonesiasangatsangatmengagumi perjuangankalian merdekaselaluindonesiakami
Sudahlah. Sabar aja kita targetkan pildun 2030 harus lolos. Jgn cari kambing hitam trus. Toh kalo trus ganti pelatih juga gk bagus. Kecuali klo ganti pelatih yg top sekalian. Klo cari yg masih sekelas sty tanpa merendahkan kualitas beliau tapi ini faktanya klo ganti sama yg masih sekelas beliau kek nya lebih baik biarin coach PK dkk lanjut aja deh ngembangin strategi yg bner2 cocok buat timnas kita.,sabar target pildun lolos jgn cari kambing hitam kalo ganti pelatih bagus kecuali ganti pelatih top cari kelas sty rendah kualitas beliau fakta ganti kelas beliau biarin coach pk dkk ngembangin strategi bner cocok timnas
mantan pelatih usbek harus di panggil buat pelatih timnas Indonesia,mantan pelatih usbek panggil pelatih timnas indonesia
"1 kesalahan bisa menutup dan mengaburkan pandangan fans² karbit terhadap ketum et. mungkin benar kesalahan ketum et mengganti pelatih timnas sebelumnya. Tp jangan lupakan jg atas jasa²nya untuk timnas dan kompetisi lokal. memang negara asia tenggara mana sih yg bisa melaju sejauh ini ? Seandainya ketumnya bukan et, yakin timnas bisa melaju sampai sini ? Dan apa mungkin materi pemain timnas bisa seperti saat ini ?",salah tutup abur pandang fans karbit tum et salah tum et ganti pelatih timnas lupa jg jasa timnas kompetisi lokal negara asia tenggara laju anda tum et timnas laju materi pemain timnas
"Contoh gampang nya gini deh, kalo proyek di bangun sama kaptennya, tiba² di pertengahan jalan proyeknya batal, berarti yang salah bukan kapten tapi loyer nya sebagai pendanaan",contoh gampang gin kalo proyek bangun kapten tengah jalan proyek batal salah kapten loyer dana
"Udah lah, off dl dr ngikutin akun2 dan channel youtube bola, sedih bgt😢😢",udah off dl ngikutin akun channel youtube bola sedih
HIDUP STY HIDUUUUUUUP HIDUP STY HIDUUUUUUUP,hidup sty hiduuuuuuup hidup sty hiduuuuuuup
