komentar,komentar_bersih
"Terimakasih sudah berjuang sejauh ini garuda,, ingat kita bukan siapa-siapa awalnya,, Italia juga masih berjuang dan belum tentu lolos langsung ke Piala Dunia, karena masih kalah sm Norwegia, jangan berkecil hati",terimakasih juang garuda siapasiapa italia juang lolos langsung piala dunia kalah norwegia kecil hati
Benar.....timnas blm beruntung saja msuk pildun mngkin blm wktunya! Hargai kerja keras semua pemain timnas,benartimnas blm untung msuk pildun mngkin blm wktunya harga kerja keras pemain timnas
Sudah bagus mainnya belum hoky,bagus main hoky
Kunci di Arab berhubung dana sudah cair terjadilah lin up kacau😅,kunci arab hubung dana cair lin up kacau
"​​ @KikiPutra-r8x seperti leg pertama lawan China, itu pertandingan penting malah line up kacau,terulang lagi saat lawan arab kemarin ,kedua kekalahan yg emang seperti si seting",leg lawan china tanding line up kacauterulang lawan arab kemarin kalah emang si ting
​ @KikiPutra-r8x cair dong jadi suplaier minyak mentah dr arab 😅😅,cair suplaier minyak mentah arab
Lebay blm pantas lolos pildun mental blm ada main msih kek tarkam gitu kalau pun lolos pildun paling di obok2 di fase grub sama tim2 negara eropa dan amerika latin,lebay blm lolos pildun mental blm main msih tarkam gitu lolos pildun obok fase grub tim negara eropa amerika latin
"​ @ApriYadi-zd2sv Yoii, mental internasional dan mental juara blm ada didalam timnas Indonesia. Klo misalnya lolos pun di fase grub bakal dibantai habis oleh negara luar 😂",zd sv yoii mental internasional mental juara blm dalam timnas indonesia lolos fase grub bantai habis negara
"​ @ApriYadi-zd2sv makanya udah melangkah sejauh ini udah sebuah prestasi, karena memang belum layak kita mentas di Piala Dunia",zd sv udah lang udah prestasi layak mentas piala dunia
​ @ApriYadi-zd2sv betul bro❤,zd sv
"Pemain ga salah, yg salah pelatih dan kepengurusan PSSI",pemain salah salah pelatih urus pssi
"​ @kingartuv26 Ya udah lah, waktu selalu maju bro. Waktu ga akan bisa mundur, lagian klo berhasil pun, di fase grup timnas Indonesia bakal di bantai oleh negara luar. Kualitas mental Indonesia untuk pildun masih blm siap.",ya udah maju mundur hasil fase grup timnas indonesia bantai negara kualitas mental indonesia pildun blm
Para pemain sudah bermain all out...!❤,pemain main all out
​ @agungsugiharto9409 yang penting masih ada kesempatan untuk 4 tahun kedepan!! Walaupun kalah dan gugur dari Piala dunia😢,sempat depan kalah gugur piala dunia
"​ @agungsugiharto9409 pemain all out , erik wajib out",pemain all out erik wajib out
Referee 💩,referee
Tetap semangat semoga makin solid lagi bravo garuda❤,semangat moga solid bravo garuda
10 tahun kedepan Insya Alloh bisa masuk pildun,depan insya alloh masuk pildun
​ @massohirin4595 PREETTTT ..... BYK BERKHAYAL BISA GILA LU😂😂😂😂,preetttt byk khayal gila
