komentar,komentar_bersih
Jangan terllau bijak kawan...ingat timnas dr bagus dibuat jadi rusak oleh oknum,terllau bijak kawaningat timnas bagus rusak oknum
"Pelejaran dan pengalaman tak semudah membalikkan telapak tangan untuk Indonesia, karna masih lemahnya SDM apalagi ekonominya seperti ini, susah 🙏🙏🙏",lejar alam mudah balik telapak tangan indonesia lemah sdm ekonomi susah
"iya, suporter sejati ya kaya ente bro... hargai perjuangan pemain... ayooo semangat timnas masih ada waktu untuk berbenah..",iya suporter sejati ya kaya ente harga juang pemain ayooo semangat timnas benah
Sabar Insyaallah 20 tahun kedepan sepakbola Indonesia mendunia,sabar insyaallah depan sepakbola indonesia dunia
"Mereka nangis bkan karna kalah atau gagal, tp momentum nya yg bikin mereka nyesel, soal nya sebagian pemain blom tentu bisa maen d pildun berikut nya",nang bkan kalah gagal momentum bikin nyesel pemain blom maen pildun
"Sedih bro, harapan main dipiala dunia anak anak naturalisaai puous sudah, persaungan di tanah kelahirannya berat,",sedih harap main piala dunia anak anak naturalisaai puous saung tanah lahir berat
"Jelas Indonesia di zolimi,1.tempat maen GK netral,2.waktu istirahat mepet,3.wasit gk netral,AFC mafia,tp Alhamdulillah udh masuk round 4 maju garudaku",indonesia zolimi maen netral istirahat mepet wasit netralafc mafiatp alhamdulillah udh masuk round maju garuda
"Aq prom kalsel penggemar berat timnas semenjak sty d pecat dari pelatih d ganti kn dengan klovert jd Malas mlihat x, karena sdh q Tebak timnas bakaal hancur kalo tanpa sty ternyata terbukti",aq prom kalsel gemar berat timnas semenjak sty pecat pelatih ganti kn klovert malas mlihat sdh tebak timnas bakaal hancur kalo sty bukti
Iya tp cape juga dukung tim GJ😂,iya cape dukung tim gj
"Salut atas perjuangan timnas ,bravo",salut juang timnas bravo
Harus berterimakasih om mereka sudah berjuang,berterimakasih om juang
​ @harrypratama3912 lebih baik berterima kasih sewaktu sudah lolos dipildun walaupun kalah,terima kasih lolos dipildun kalah
Ya udalah kawan memang belum jodoh indonesia belum masuk world cup walaupun uda orang hindia belanda semua yang main menunggu indonesia emas aja 2040 😅 HIDUP JOKOWI !!! HIDUP JOKOWI !!! HIDUP JOKOWI !!!,ya uda kawan jodoh indonesia masuk world cup uda orang hindia belanda main tunggu indonesia emas hidup jokowi hidup jokowi hidup jokowi
Gue malah ketawa😂😂😂,ketawa
Korban ganti pelatih gini...,korban ganti pelatih gin
"Sudah ga usah nangis, balik kan Rolex",nang rolex
Enak aja Lu Ngomong.... Lu Kira Bisa segampang itu,enak ngomong gampang
"Indonesia bisa ke pildun 2030 tp umur mereka tidak muda lagi dan mereka bisa di gantikan sama pemain diaspora yang lebih muda. Itulah kenapa mereka pada nangis. Pemain sih yg paling kecewa, jalan yang di tempuh tidak mudah..",indonesia pildun umur muda ganti pemain diaspora muda nang pemain kecewa jalan tempuh mudah
"Mahal2 pake APBN sewa org2 bule/darah penjajah, ketumnya Termul yg dipuja2,ga berkah, ke dpn sekalian sewa Alien",mahal pake apbn sewa orang buledarah jajah tum termul puja berkah dpn sewa alien
Ya harus nangis lah bro ini salah mereka Indonesia gak lolos,ya nang salah indonesia lolos
PK OUT,pk out
"Tuntutan kami sebagai warga negara indonesia adalah lolos ke piala dunia , dan setelah lolos di ajang piala dunia kami masih punya tuntutan lagi lolos 16 besar , dan setelah lolos ,kami juga masih punya tuntutan lagi yaitu lolos 8 besar , dan setelah lolos kami juga masih punya tuntutan lagi yaitu lolos semi final , dan setelah lolos kami masih punya tuntutan lagi yaitu lolos di final , dan setelah lolos ,kami masih ada satu tuntutan lagi , yaitu juara piala dunia.",tuntut warga negara indonesia lolos piala dunia lolos ajang piala dunia tuntut lolos lolos tuntut lolos lolos tuntut lolos semi final lolos tuntut lolos final lolos tuntut juara piala dunia
Nangis😂. Rugi dong londonya😅😅,nang rugi londonya
