komentar,komentar_bersih
"Secara permainan sudah bagus drpd saat melawn arab tapi hasil berkata lain, trima kasih sudh berjuang",main bagus drpd melawn arab hasil trima kasih sudh juang
Tetap semangat tuk timnas,semangat tuk timnas
"Kalah gpp,,timnas sdh berusaha maksimal..keren Trims timnas",kalah gpptimnas sdh usaha maksimalkeren trims timnas
Dalam hal ini nga ada yg perlu disalahkan. Lagi...timnas SDH bekerja keras untuk lolos ke piala dunia..tapi mungkin indonesia blm saatnya ke pentas dunia...mari kita berbenah...dan siap untuk berikutnya...mari kita beri semangat buat timnas untuk berbenah...tetap semangat indonesia raya..kami slalu mendukungmu untuk tanah air...jayalah Indonesiaku..perjuangan. Blm berahir...masih ada waktu untuk berbenah....insya Allah dilain waktu yg memimpin timnas akan lolos ke piala dunia....Amiiiin...,nga salah lagitimnas sdh keras lolos piala duniatapi indonesia blm pentas duniamari berbenahdan berikutnyamari semangat timnas berbenahtetap semangat indonesia rayakami slalu dukung tanah airjayalah indonesiakuperjuangan blm berahirmasih berbenahinsya allah lain pimpin timnas lolos piala duniaamiiiin
Udah jgn bersedih. Terus d jaga tim ini k depanya..,udah jgn sedih jaga tim depa
Yg sangat terasa itu haye verdonk mereka dari awal berjuang,haye verdonk juang
"Bravo timnasku.. Bukan pemain yg bruk.. Nmaun jajaran pltih dan pssi nya yg bobrok.. Opa STY memulai dri minus,dproses mnjdi plus,dihncurkan kmbali dg org yg ngakunya tau bola tapi mlah mnghncurkan.. Ngbangkang sdkit out,yg nurut dprthankan,,smpai masuk lobang yg dlam ttp ngikut.. Inilah negaraku..negra yg LUCU.. UNTUK KETUM.. TLONG PAK E.T.. Tlong disdari slahmu.. KMI LBIH RESPECT GAGAL DTNGAH OPA STY DRPDA PELATIH PNJUDI SPRTI INI🙏🙏",bravo timnasku pemain bruk nmaun jajar pltih pssi bobrok opa sty dri minusdproses mnjdi plusdihncurkan kmbali dg orang ngakunya bola mlah mnghncurkan ngbangkang sdkit outyg nurut dprthankansmpai masuk lobang dlam ttp ngikut negarakunegra lucu tum tlong et tlong disdari slah kmi lbih respect gagal dtngah opa sty drpda pelatih pnjudi sprti
Air mata petrik air mata busuk !!!! Rispek buat para pemain we love you ❤,air mata trik air mata busuk rispek pemain we love you
Thanks Timnas Garuda perjuanganmu luar biasa full like -->> ❤,thanks timnas garuda juang full like
Selamat dn sukses buat towel,selamat dn sukses towel
"SELURUH RAKYAT INDONESIA,SAKIT HATI DGN GAGALNYA,KE PILDUN",rakyat indonesiasakit hati gagalnyake pildun
Terima kasih bung TOWEL....hepi lo sekarang !!!,terima kasih towelhepi
12 besar Asia,asia
Tangis kebahagiaan Erik Tohir dan kawan kawan selamat Erik tohir,tangis bahagia erik tohir kawan kawan selamat erik tohir
Mantap Bang Jay Idzes. 💪,mantap bang jay idzes
Thanks jay n cs,thanks jay cs
Indonesia luar biasa tetep semangat gagal bisa di ulang taun depan,indonesia tetep semangat gagal ulang taun
"Alhamdulillah segini juga udah naik level permainan sama pemain udah bagus..negara manapun sekuat mungkin pasti ingin berjuang sekuat mungkin untuk masuk pildun, jangan menyerah dan putus asa tuk berjuang ..semoga tahun berikut nya bisa masuk pildun",alhamdulillah gin udah level main pemain udah bagusnegara mana kuat juang kuat masuk pildun serah putus asa tuk juang moga masuk pildun
Thanks guys kalian is the best pokoknya i lope u TIMNAS belum Rejeki,thanks is the best pokok lope timnas rejeki
"Kalah atau menang kami tetap bangga sama kalian sudah berada sejauh ini, dan utk Federasi kita tunggu perbaikannya",kalah menang bangga federasi tunggu baik
Terimakasih sudah berjuang Garuda,terimakasih juang garuda
"Sedih, kecewa, bercampur aduk semua, apapun yang terjadi kita harus tetap mendukung timnas,",sedih kecewa campur aduk apa dukung timnas
"Keberhasilan pa Erik Tohir,,,",hasil pa erik tohir
"Terima kasih Timnas Garuda, kalian sudah berusaha maksimal, tapi hasil masih tertunda, takdir berkehenda lain, insya Allah suatu nanti akan hasil terwujud, sekali lagi terima kasih Timnas",terima kasih timnas garuda usaha maksimal hasil tunda takdir berkehenda insya allah hasil wujud terima kasih timnas
"Assalamualaikum Wr Wb Congratulations to IRAK 👍🏻❤ Terimakasih BUAT PARA PENGGAWA GARUDA KUUUUUUU, kami tetap BANGGA kpd kalian yg sudah berjuang keras dilapangan.. tetap SEMANGAT ❤❤🔥🔥💪🏻💪🏻",assalamualaikum wr wb congratulations to irak terimakasih penggawa garuda kuuuuuuu bangga kpd juang keras lapang semangat
"Tetap semangat , dan selalu konsisten. 👍😁",semangat konsisten
Kesalahn terbesar mengganti pelatih di saat2 STY benar2 di butuhkan,kesalahn besar ganti pelatih sty butuh
"Marcelino itu daya tariknya bedah,jadi dialah pemain kunci untuk tim Garuda era sekarang",marcelino daya tarik bedahjadi pemain kunci tim garuda era
Tetap bravo timnas indonesia❤❤❤❤,bravo timnas indonesia
Meskipun sdh berusaha dgn segala dan upaya ...tapi nasib berkata lain. 💪💪🇮🇩🇮🇩,sdh usaha upaya nasib
"Timnas mantap,ttp semangat....",timnas mantapttp semangat
Indonesia ❤ dari awal sebelum ronde 4 kita sudah di curangi,indonesia ronde curang
Tetap semangat timnasku...,semangat timnasku
"Kesalahan fatal sejak awal lawan saudi, tidak menurunkan squod terbaik☝️☝️☝️",salah fatal lawan saudi turun squod baik
"It's not your faul tom, never give up i'ts not end world",its not your faul tom never give up its not end world
Selamat bung towel,selamat towel
