komentar,komentar_bersih
Min dapat 150 y? Ga sah dipoles lah apa adanya,sah poles
"knp cma klok dan beckham aja, gimana sma yakob, trus lwan iraq yg ridho yg bkin blunder jd goll.....",cma klok beckham gimana yakob lwan iraq ridho bkin blunder goll
FOKUS AFF AJA,fokus aff
"Kalo alex pastore dkk tim kepelatihan terbaik, minimal sudah berada di timnas Belanda Itu logika dasar saja",kalo alex pastore dkk tim latih baik minimal timnas belanda logika dasar
Negara negara yg korup di larang masuk pildun 😂😂,negara negara korup larang masuk pildun
Beckam putra sama yakob dan mark klock beban timnas banget,beckam putra yakob mark klock beban timnas
Nih yang komen “makasih P͟U͟L͟A͟U͟W͟I͟N” maksudnya apaan dah 😭,komen makasih pulauwin maksud dah
Ternyata doa Madampang tdk d kabulkan Tuhan,doa madampang kabul tuhan
"bukan mencari kambing hitam, tapi emang gitu ada nya pertengahan kompetisi tiba tiba di pecat, padahal hasil sty ga buruk buruk bgt dan lawan arab menang, pas di ganti kan apa dari pihak pssi menggagung agungkn bgt patrick pelatih terhebat lah blablabla, berarti pssi yakin bgt sama kualitsas nya patrick nyta nya apa?, o shot on target lawan lebanaon lawan arab cuman bisa p kalo wasit nya berat sebelah udah kelar itu di bantai bantai arab",cari kambing hitam emang gitu tengah kompetisi pecat hasil sty buruk buruk lawan arab menang ganti pssi menggagung agungkn patrick pelatih hebat blablabla pssi kualitsas patrick nyta shot on target lawan lebanaon lawan arab cuman kalo wasit berat belah udah kelar bantai bantai arab
Ini ＰＵ𝙇𝘼𝙐𝙒𝙄𝙉 kok kayak jadi simbol ‘gue udah tau sesuatu tapi lo belum’.,simbol udah
Penghianatan & provokasi yang merusak semuanya,penghianatan provokasi rusak
Yg lebih gk masuk akal knp AFC menggelar round 4 di saudi.,masuk akal afc gelar round saudi
"kesalahan tohir,kalo nggk mecat shin tae yong dan gagal lolos itu menjadi kejelasan kalo coach shin gagal,lalu wajar kalo kita nyari pelatih lain dan berproses dengan benar,tapi ini?yang berproses sudah di putus prosesnya lalu di ganti di tengah jalan,yang ada ekspektasi harus lolos bukan lagi proses....erick tohir gak cocok ada di dunia olahraga,bahkan di asosiasi olahraga apapun",salah tohirkalo nggk mecat shin tae yong gagal lolos jelas kalo coach shin gagallalu wajar kalo nyari pelatih proses benartapi iniyang proses putus proses ganti jalanyang ekspektasi lolos proseserick tohir cocok dunia olahragabahkan asosiasi olahraga apa
Jgn terlalu berharap dg timnas sendiri selama PSSI masih sembarangan.😂,jgn harap dg timnas pssi sembarang
Kluivert out!!!,kluivert out
"Org yg gak tahu terimakasih,GK akan sukses,yg membangun skuat dari 0 ,kau pecat,demi kepentingan mu sendiri,rasain sekarang,mundur kau erikkk...",orang terimakasihgk suksesyg bangun skuat kau pecatdemi penting mu sendirirasain sekarangmundur kau erikkk
"Patrick Kluivert, P nya apa? Ya PENALTI lah",patrick kluivert ya penalti
"Janji erick tohir manak ? Katanya kalau timnas gagal masuk pildun, mahu undur diri😅",janji erick tohir manak timnas gagal masuk pildun mahu undur
Wkwkw MUKJIZAT Kalo indo masuk pildun,wkwkw mukjizat kalo indo masuk pildun
yg paling kasihan pemain naturalisasi... mereka rela pindah negara demi mengantarkan indonesia lolos pildun...,kasihan pemain naturalisasi rela pindah negara antar indonesia lolos pildun
Yang salah jelas Erik tohir dan Patrik kluiwet. Mereka harus Out mengurus timnas.,salah erik tohir patrik kluiwet out urus timnas
Knp ujung2 nya sty lagi🤦‍♂️,ujung sty
Pecat patrickk,pecat patrickk
"Jelas awal kehancuran ini terlihat ketika STY di ganti di tengah performa yang tertata,,,pssi mencopot ganti dengan Patrick.inilah hasilnya...",hancur sty ganti performa tertatapssi copot ganti patrickinilah hasil
"Bukan cari kambing hitam...tapi kambing hitamnya harus menyingkir dulu...GANTI PATRICK KLUIVERT DENGAN ERIC TEN HAG....naturalisasi Onana,Maguire Anthony",cari kambing hitamtapi kambing hitam singkir duluganti patrick kluivert eric ten hagnaturalisasi onanamaguire anthony
Timnas belum siap..negara yg langganan lolos ke pildun sudah terbentuk jauh jauh hari.. contoh kecil Italia yang baru regenerasi aj terancam ga lolos..kita harusnya tau diri..,timnas siapnegara langgan lolos pildun bentuk contoh italia regenerasi aj ancam loloskita
"Kesalaan terbesar adalah mengganti pelatih yg lagi bagus ditengah jalan dengan alasan ngaco, ET....ET 😂😂😂",sala besar ganti pelatih bagus tengah jalan alas ngaco etet
Dulu banyak yang hujat STY karena kalah di AFF eh sekarang malah kalah dari kualifikasi PD 😂😂😂 makan tuh penyepng PK,hujat sty kalah aff kalah kualifikasi makan tuh penyepng pk
ERIK TOHIR OUT,erik tohir out
Gara 2 ganti pelatih pemain nasional jadi noob siapa ganti kulivert,gara ganti pelatih pemain nasional noob ganti kulivert
"STY yg bikin lahan, yg nanamin, si pietrik yg tinggal ngasih pupuk...masalah y, yg seharus y di kasih urea ini mah di kasih tai ayam 😂😂😂",sty bikin lahan nanamin si pietrik tinggal ngasih pupukmasalah harus kasih urea mah kasih tai ayam
