komentar,komentar_bersih
"Jelas yang harus bertanggung jawab itu pengambil keputusan, jadi PSSI harus bertanggung jawab",tanggung ambil putus pssi tanggung
Salah satu hiburan yang bisa dinikmati masyarakat masih aja masih digunain buat kepentingan politik. Perjalanan 2 tahun lebih sia2 😢,salah hibur nikmat masyarakat digunain penting politik jalan sia
Bukan hanya seseorang hrs mundur tpi banyak orang hrus mundur,hrs mundur orang hrus mundur
"Seseorang harus dipenjara seperti kasus Tom Lembong, udah merugikan negara dan buang uang sia2.",penjara tom lembong udah rugi negara buang uang sia
"Memang semua ada resiko pak Erick, perubahan juga ada resiko. Tapi harusnya sebagai profesional lebih bisa ngitung probabilitas apalagi bapak di bidang Bisnis yang banyak menggunakan probabliitas sudah sangat ahli. Mending gagal sama yang berjuang dari awal pak daripada udah ganti pasangan tetep aja gagal",resiko erick ubah resiko profesional ngitung probabilitas bidang bisnis probabliitas ahli mending gagal juang udah ganti pasang tetep gagal
"Pada intinya pergantian pelatih bukannya menjadi nilai plus malah minus dari segi taktik ataupun permainan yg tidak stabil entah dari formasi serta starting line up pemain yg sering konyol, padahal kualitas pemain kita lebih baik dari sebelumnya' sangat mampu bersaing untuk kelas asia tuk lolos piala dunia. Permasalahan non teknis sepertinya sangat fatal ada aktor/kelompok yg tdk ingin sepak bola Indonesia maju terutama tim nasional nya.",inti ganti pelatih nilai plus minus segi taktik main stabil formasi starting line up pemain konyol kualitas pemain saing kelas asia tuk lolos piala dunia masalah non teknis fatal aktorkelompok sepak bola indonesia maju tim nasional
"Mimpi kita menjadi negara maju sudah gagal, mimpi menuju piala dunia juga gagal 😢",mimpi negara maju gagal mimpi piala dunia gagal
setuju.. gua juga gitu,tuju gitu
Hidup mati bersama junjungan. Warga konoha sejati lo Bro 😂,hidup mati junjung warga konoha sejati
"@JimiyArifin jnjungan apanya,, gak jelas lu bro",jnjungan apa
ROMBAK TOTAL DR EXCO DKK,rombak total exco dkk
"Bukan badannya, tapi orang2 di dalamnya bro.",badan orang dalam
Trus mau siapa? Menurut gue ada peningkatan sejak ada ET daripada sebelumnya. Yg sebelumnya cuma sarang korupsi doang. Tapi gue agak bimbang si saat STY out.,tingkat et sarang korupsi doang bimbang si sty out
​ @Saya-q3v haters itu cuma maunya instan bang gak mau liat prosesnya,haters mau instan bang liat proses
"​ @Saya-q3v ERICK Tohir itu pebisnis ,, semua pasti dibisniskan sama dia ,, termasuklah para pemain2 naturalisasi itu kan bisnis dia ... Betul lah kata guru ekonomi saya disekolah dulu : ""JANGAN PERNAH PILIH PEMIMPIN DARI SEORANG PEBISNIS, KARENA HIDUP NYA TIDAK AKAN JAUH2 DARI BISNIS"" Jadi kita jgn terlalu polos ,, faktanya ada perputaran judi besar yg dibisniskan melalui sepak bola.. Emangnya kita yakin para pemain naturalisasi itu seutuhnya tidak bisa dibisniskan sehingga bisa diatur untuk menang atau kalah ?? Ini Indonesia bro ,, dimana mafia dan bisnis selalu bergandengan tangan 😂😂😂",erick tohir bisnis bisnis masuk pemain naturalisasi bisnis guru ekonomi seko pilih pimpin bisnis hidup bisnis jgn polos fakta putar judi bisnis sepak bola emang pemain naturalisasi utuh bisnis atur menang kalah indonesia mana mafia bisnis gandeng tangan
Salah bung musuh utamanya ya ekspektasi terlalu tinggi hahaha,salah musuh utama ya ekspektasi
​ @lalisamanoban837 dy pikir tanpa pssi kita bisa juara dunia 😂,dy pikir pssi juara dunia
"Sudah di rombak bro , banyak yg di pecat , STY itu orangnya PSSI dan ada 2 kubu di PSSI karena banyaknya orang2 si E",rombak pecat sty orang pssi kubu pssi banyak orang si
​@cumaiseng7879 di rombak kata siapa??? Nyatanya jajaran Exco itu masih orang-orang lama semua,rombak jajar exco orangorang
Dirombak balik ke dulu lagi ya makin ancur dong cb sebutin orang atau sosok yg srkaliber ET yg punya relasi kuat disepakbola luar negeri khususnya eropa sebutin siapa? KAGA ADA,rombak ya ancur cb sebutin orang sosok srkaliber et relasi kuat disepakbola negeri eropa sebutin kaga
​ @Afrians10_ gantinya srimul? Pak purbaya gantinya ET? Ratu Tisha Iwan bule kenapa harus menuhankan seseorang seakan akan hanya dia yang bisa?😂 Herman gua😅,ganti srimul purbaya ganti et ratu tisha iwan bule tuhan akan herman
"dua match ngk nonton sampe full, lawan arab nonton sampe 65 menit dan gw ngk melihat adanya perubahan langsung matiin tv. lawan iraq habis gol 1, udah ngk harapan, indo itu susah kalo ketinggalan pas lawan tim tim timur tengah dengan segala dramanya",match ngk nonton sampe full lawan arab nonton sampe menit ngk ubah langsung matiin tv lawan iraq habis gol udah ngk harap indo susah kalo tinggal lawan tim tim timur drama
"Benar kata anaknya STY,, Timnas Indonesia tanpa STY akan spt apa,, dan bisa apa,, ya KEGAGALAN itulah yg di dapat,",anak sty timnas indonesia sty spt ya gagal
"Wkwkw dulu pas era STY dari u16 sampe senior, aing semangat nontonya, cuman setelah kepicikan pas pergatian pelatih tiba2 udh malas, udh bau2 kepentinhan pribadi, mafia, towel, akmal anj",wkwkw era sty sampe senior aing semangat nontonya cuman picik pergatian pelatih udh malas udh bau kepentinhan pribadi mafia towel akmal anj
sama bang😂,bang
"aku ndk nonton kwkwkw dulu aku sampe install emulator beli paketan beli premium, dan pake proyektor nobar sekarang mah ngapain... ndk enak di tonton",ndk nonton kwkwkw sampe install emulator beli paket beli premium pake proyektor nobar mah ngapain ndk enak tonton
​ @ilungmusic bapak aing aja smpe ngasih tv nya bro ke gw gegara abis sty di ganti PK lgsg kebantai. Tdnya sering ngadain nobar depan rumah. Eh skrg udah gk lagi. Akhirnya tvnya di kamar gw skrg 🥲,aing smpe ngasih tv gegara abis sty ganti pk lgsg bantai tdnya ngadain nobar rumah skrg udah tvnya kamar skrg
Ga sampe gitu juga kalii yang kita dukung Indonesianya bukan pelatih nya tapi cocok sii di pecat🤣😫,sampe gitu kali dukung indonesia pelatih cocok sii pecat
"ET yg pertama harus bertanggung jawab,kembalikan STY...entah ini hanya perasaan gw aja atau banyak orang lain yg merasakan,inget gak dulu waktu di round 1,2,3 ketika masih di latih STY,bagaimana cara ET memberikan semangat dan motivasi untuk para pemain di ruang ganti pemain,,,tapi ketika di latih PK kenapa tidak ada lagi penyemangat itu,dalam keadaan kalah pun seperti menjadi hal lumrah...aneh,apa yg sebenarnya terjadi di dalam persepakbolaan negeri ini,kenapa masa masa kegelapan semakin mendekat lagi...",et tanggung jawabkembalikan styentah asa orang merasakaninget round latih stybagaimana et semangat motivasi pemain ruang ganti pemaintapi latih pk semangat itudalam kalah lumrahanehapa persepakbolaan negeri inikenapa gelap dekat
