komentar,komentar_bersih
Jujur sebagai orang Indonesia saya sedih Indonesia tidak masuk piala dunia tapi orang yang penghianat bangsa Indonesia malah cenderung ketawa atas kegagalan timnas Indonesia 😢,jujur orang indonesia sedih indonesia masuk piala dunia orang penghianat bangsa indonesia cenderung ketawa gagal timnas indonesia
"Tim kepelatihan terbaik malah gagal total, secara permainan sangat jelek banget.",tim latih baik gagal total main jelek
"Ah meloloskan? Udh jelas laga menuju piala dunia bertanding dengan negara kita Indonesia, dan negara Irak.... udah jelas lagi Arab memang langganan piala dunia. Jadi jangan lebay deh . Njir. Ini sepak bola!!!!",ah lolos udh laga piala dunia tanding negara indonesia negara irak udah arab langgan piala dunia lebay njir sepak bola
Konsistensi ketum beserta jajaran pssi yang kurang strong..... Jajaran pssi lah yang menjual peluang timnas ke piala dunia pada arab dan iraq,konsistensi tum serta jajar pssi strong jajar pssi jual peluang timnas piala dunia arab iraq
"klok sama beckam memang ampas,era STY aja ga pernah di panggil. beckam hanya cadangan...mana ada pemain ampas di panggil pelatih kocak",klok beckam ampasera sty panggil beckam cadanganmana pemain ampas panggil pelatih kocak
"ERICK TOHIIR GW Bilang JUGA APE..........🤪🤪🤪 Dia JAdi President INTER MILAN Bukan Karna dia AHLI STRATEGI tapi peluang CUANnya yang nuntut ERICK ada disana🤣🤣🤣 zaman ERICK BUMN Bagi"" kursi dirut, BBM Oplosan prestasinya NOL,......🤣🤣🤣",erick tohiir bilang ape president inter mil ahli strategi peluang cuannya nuntut erick sana zaman erick bumn kursi dirut bbm oplos prestasi nol
"Bukan nyari kambing hitam, apa ente gk melek min. Secara akal sehat masa lo gk bisa bedain mana main buat bangsa indo mana main buat kpentingan pribadi.",nyari kambing hitam ente melek akal sehat bedain main bangsa indo main kpentingan pribadi
Lawan arab apa kabar Yakob..gak jelas lu min,lawan arab kabar yakobgak
ET out PK dan kru out😡😡🤬🤬🤬🤬,et out pk kru out
Erick OUT,erick out
Kalah sama negara cape verde 😂😂😂😂😂😂 Negara antah berantah seperti cape verde aja lolos piala dunia,kalah negara cape verde negara antah antah cape verde lolos piala dunia
memalukan,malu
Memang blum layak Indonesia main di pildun.. Makanya jgn lagi dilebel King king dong min.. King kong x 😂,blum layak indonesia main pildun jgn dilebel king king king kong
Buktinya tidak tepat pakai pemain Diaspora maupun naturalisasi tetap aja kalah kalah jugo dan menunjukkan kegagalan timnas Indonesia melaju ke piala dunia hmmm,bukti pakai pemain diaspora naturalisasi kalah kalah jugo gagal timnas indonesia laju piala dunia hmmm
Lebay amat min video nya,lebay video
Kesalahan sty di pecat😢😢,salah sty pecat
Mainnya pinter kalau wasitnya MAFIA ya payaaaah termasuk pelatihnya nooooooooL prestasi,main pinter wasit mafia ya payaaaah latih nooooooool prestasi
Lapangan kerja aja x mampu si sediakan ini kan pula mau ke pil dun negara halu,lapang kerja si sedia pil dun negara halu
Dosa besar erik thohir,dosa erik thohir
"lagian ngapain jg berharap timnas masuk pildun,kan dri dl emng bapuk timnas mah🤣",ngapain jg harap timnas masuk pildunkan dri dl emng bapuk timnas mah
"( Patrick gak bisa melatih timnas... Pelatih amatiran... Ancur"" An farah😇😇😇😇😇🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️ )",patrick latih timnas pelatih amatir ancur an farah
"Karma ego tinggi erik thohir, sok paling berjasa si erik buat pssi..",karma ego erik thohir sok jasa si erik pssi
Ini semua kesalahan murni Erick Thohir yg egois sok pintar,salah murni erick thohir egois sok pintar
Marselino yg banyak berperan bahkan goal asist bisa d coret. Pelatih pekok,marselino peran goal asist coret pelatih kok
ga! patrick sama erik yang salah. erik ambil pelatih yang kocak pdhl udah banyak yang bilangin. patrick goblog naruh pemain ga di tempatnya. taktik juga ga jesal,patrick erik salah erik ambil pelatih kocak pdhl udah bilangin patrick goblog naruh pemain tempat taktik jesal
"Timnas indonesia??? Timnas naturalisasi kali, gw cinta timnas indonesia, gw muak sm timnas naturalisasi, cara instan buat ke pildun, menjijikan",timnas indonesia timnas naturalisasi kali cinta timnas indonesia muak timnas naturalisasi instan pildun jijik
