komentar,komentar_bersih
Enggak.juga sihh,enggakjuga sihh
Patrick botakk,patrick botakk
"bullshit lu bro, kalau pun sty stay dengan kondisi seperti ini, gua yakin lu gabakal bilang begitu, itulah kenapa gua bilang lu bullshit.",bullshit sty stay kondisi gabakal bilang bilang bullshit
"​​ @rzkymrm Lu yang bullshit, lu gak ngehargain kedewasaan supporter dan fans timnas sejak era STY. Betapa bangganya berjuang bersama pemain dan tetap legowo menerima kekalahan. Karena tau pemain, pelatih, semua official sudah berjuang dengan selayaknya.",bullshit ngehargain dewasa supporter fans timnas era sty betapa bangga juang pemain legowo terima kalah pemain pelatih official juang layak
"Kalo masih sama pelatih dulu, paling sdh out di round 3",kalo pelatih sdh out round
"​ @LeliekAgung Sama2 kemungkinan, tapi saya yakin fans dan supporter timnas lebih ikhlas menerimanya. Tapi bisa juga kan kalau tetap bersama STY bisa lolos pildun. Karena lagi2 semuanya kemungkinan. Dan karena STY diganti, logis kalau tuntutan ke PK lebih tinggi.",fans supporter timnas ikhlas terima sty lolos pildun sty ganti logis tuntut pk
Sedih bang tp yaudahlahya,sedih bang yaudahlahya
Blundernya STY cuman di piala AFF maksa pake tim U23 padahal itu kesempatan emas pemain liga 1 unjuk gigi,blundernya sty cuman piala aff maksa pake tim sempat emas pemain liga unjuk gigi
"@kevinmbabu9175 Karna target PSSI itu emas sea games, makanya make U23 di aff biar sekalian dpet jam terbang tinggi dan lawan timnas senior dari negara laen.",target pssi emas sea games make aff biar dpet jam terbang lawan timnas senior negara laen
Halah sama aja mau sty mau pk 😂,halah sty pk
STY jaman iwan bule juga ga danta wkwkw,sty jaman iwan bule danta wkwkw
gw mnding gagal sama timnas drpda sma sty,mnding gagal timnas drpda sty
Kesalahan fatal adalah memberi kesempatan STY sampai 5 tahun dan tidak ada bekasnya....,salah fatal sempat sty bekas
​ @MaulanaRubai BEKASNYA SAMPAI ROUND 3 TRUS DIGANTI AMA YG GABENER🤣🤣 LANGSUNG JEPRET🤣,bekas round ganti ama gabener langsung jepret
"​ @Putrarajawali-f1j Bro era STY shot on goal dan defense msih lbih baik Padahal minus striker, shg goal byk dr gelandang Era PK udah komplit gitu dari kiper sampai striker, gk cuma shot on goal yg minim, bahkan defense amburadul,,, Goal pun kbykn cuma penalti Gk bisa diharapkan shot on goal era PK Dialah miskin taktik sebenarnya Klo squad terakhir ini under STY, udah sangar bgt timnas kita mulai dr Kiper sampai striker pasti menakutkan Semua buyar karena Erick Thohir Mengganti di saat yg tdk tepat Bahkan mengganti dgn seorang mantan pejudi",era sty shot on goal defense msih lbih minus striker shg goal byk gelandang era pk udah komplit gitu kiper striker shot on goal minim defense amburadul goal kbykn penalti harap shot on goal era pk miskin taktik squad under sty udah sangar timnas kiper striker takut buyar erick thohir ganti ganti mantan judi
Emang kapan STY ga gagal bro? Udh brp tahun jadi pelatin indo.. Udh dapet trophy apa dia selama itu?,emang sty gagal udh brp pelatin indo udh dapet trophy
Yailah,yailah
"iyaak, lebih ikhlas guaa kalo sama sty",iyaak ikhlas guaa kalo sty
"Sama bang saya juga begitu,Karena STY sudah dari mulai membangun tidak masalah dengan hasilnya karena sudah berjuang bersama",bang begitukarena sty bangun hasil juang
