komentar,komentar_bersih
"apapun itu alasannya,dedengkot belanda harus out.",apa alasannyadedengkot belanda out
"salah pelatih tapi sty jangan balik lagi, banyak pelatih brkualitas",salah pelatih sty pelatih brkualitas
"lagi² Silahkan coba lagi bila perlu bawa semua pemain asing dan pelatih asing jgn cuma 3 😂😂 ayo kpn sadarnya tumpah darah Leluhur kita sejak dulu negri ini cuma jadi ladang bisnis ASING. Bagiku menang kalah para official org² Lokal yg terbaik cuma butuh disiplin, dukungan dan perbaikan. Tak ada yg instan",silah coba bawa pemain asing pelatih asing jgn ayo kpn sadar tumpah darah leluhur negri ladang bisnis asing bagi menang kalah official orang lokal baik butuh disiplin dukung baik instan
"Pederasi merasa bisa merubah segalanya dlm jurun waktu 2 BLN seiring dipecatnya STY,..dan hari ini kita rasakan hasilnya yg sangat menyakitkan,😭😭",pederasi rubah jurun bln iring pecat stydan rasa hasil sakit
Bahas pildun 2030 min katanya peserta 64 tim,bahas pildun serta tim
"Kesalahannya hanya 1, yaitu digantinya sty",salah ganti sty
"Tambah sakit ,team pelatih bungkam,pssi masih bungkam,hanya pak sumarji yang buka suara,lebih sakit lagi team pelatih langsung kebelanda ,seakan tidak ada apa2",sakit team pelatih bungkampssi bungkamhanya sumarji buka suaralebih sakit team pelatih langsung belanda akan
setelah ini berita tentang timnas tdk akan ada penontonnya,berita timnas tonton
Sayang sekali😤😤,sayang
Tak perlu saling menyalahkan..timnas kita kan baru bentuk kamarin sore ko mau nya yg muluk muluk,menyalahkantimnas bentuk kamarin sore ko muluk muluk
PUPUS SUDAH.... HARAPAN KITA MELIHAT NEGARA KITA BERKIBAR DI PIALA DUNIA..... SANGAT SEDIH TERPUKUL... MENGIKUTI TIMNAS DARI KUALIFIKASI.... SAMPAI KEMARIN TERAKHIR LAWAN IRAK...,pupus harap negara kibar piala dunia sedih pukul ikut timnas kualifikasi kemarin lawan irak
Sakit hati paling pedas gagal juara piala AFF 2010 karena penghianatan pemain timnas,sakit hati pedas gagal juara piala aff penghianatan pemain timnas
13:01 😂😂😂 emng fans persib ini selalu merasa tersakiti Setiap yg kritik pemain nya pasti dikira fans persija yg anti persib Saya fans persipura saja mengakui marc klok jelek,emng fans persib sakit kritik pemain fans persija anti persib fans persipura aku marc klok jelek
9:54 si pling hebat mmbuang berlian demi mendapatkan sampah,si pling hebat mmbuang berlian sampah
min bahas juga seandainya petrik di pecat siapa pengganti yang cocok,bahas anda trik pecat ganti cocok
"Belum waktunya, lebih baik Bangun fondasi dulu.",bangun fondasi
Go Chelsea💙 Go Jepang 🩵,go chelsea go jepang
"Suruh Arya Sinulingga, Tommy Welly dan kawan-kawannya untuk melatih Indonesia supaya mereka puas..... menghancurkan harapan kita.",suruh arya sinulingga tommy welly kawankawannya latih indonesia puas hancur harap
Misi Patrick Kluivert selesai menggagalkan timnas masuk piala Dunia,misi patrick kluivert selesai gagal timnas masuk piala dunia
Curacao yg mecat PK malah sukses 😂,curacao mecat pk sukses
