komentar,komentar_bersih
"Erick Thohir boleh-boleh saja sukses sebagai seorang pengusaha, ekonom dan politisi. Juga pernah menjadi pemegang saham terbesar klub terkenal Italia Internazionale Milan . Namun belum tentu sukses memimpin federasi olahraga suatu negara seperti PSSI apalagi jabatannya sebagai MENPORA sekarang. Kalau bahasa agama bilang, ""Jika suatu urusan diserahkan kepada yang bukan ahlinya, maka tunggulah kehancurannya!"" kira-kira demikian. Lihatlah Samuell Eto'o, mantan penyerang legendaris Barcelona dan Inter Milan, yang pernah menjadi kepala federasi sepakbola Kamerun, atau Grorge Weah mantan bintang AC Milan yang pernah terpilih sebagai pemain terbaik dunia ini pernah menjabat sebagai ketua federasi sepakbola Liberia, adapula Andriy Shevchenko mantan striker tajam yang pernah memperkuat AC Milan dan Chelsea ini pernah memimpin federasi sepakbola Ukraina. Lalu striker legendaris Brazil, Pele yang pernah menjabat sebagai Menteri Olahraga di negaranya atau Michele Platini pesepakbola legendaris yang menjadi Presiden FIFA. Mereka semua adalah legenda yang lahir, besar dan menggantungkan hidupnya pada sepakbola. Jadilah mereka benar-benar seorang yang mengerti, paham dan menguasai sepakbola dan olahraga di dalam dan di luar lapangan. Mereka bukan hanya berpengalaman dalam sepakbola namun juga memiliki kemampuan untuk pengelolaan dan manajemen yang sangat profesional sebagai penimpin induk federasi yang menaungi sepakbola di negara mereka masing-masing. Jadi kalau di negara ini saja masih memilih dan mengangkat Ketua Umum federasi sepakbola apalagi MENPORA dari unsur politisi atau latar belakang lain seperti militer yang sama sekali jauh berhubungan dengan sepakbola atau olahraga seperti yang sudah-sudah mungkin tidak ada keseriusan pemerintah untuk memajukan olahraga ini. Dan mungkin juga bermain di Piala Dunia hanya akan jadi impian dan angan-angan masyarakatnya semata.",erick thohir bolehboleh sukses usaha ekonom politis pegang saham besar klub kenal italia internazionale mil sukses pimpin federasi olahraga negara pssi jabat menpora bahasa agama bilang urus serah ahli tunggu hancur kirakira lihat samuell etoo mantan serang legendaris barcelona inter mil kepala federasi sepakbola kamerun grorge weah mantan bintang ac mil pilih pemain baik dunia jabat ketua federasi sepakbola liberia adapula andriy shevchenko mantan striker tajam kuat ac mil chelsea pimpin federasi sepakbola ukraina striker legendaris brazil pele jabat menteri olahraga negara michele platini pesepakbola legendaris presiden fifa legenda lahir gantung hidup sepakbola benarbenar erti paham kuasa sepakbola olahraga lapang alam sepakbola milik mampu kelola manajemen profesional penimpin induk federasi taung sepakbola negara masingmasing negara pilih angkat ketua federasi sepakbola menpora unsur politis latar militer hubung sepakbola olahraga sudahsudah serius perintah maju olahraga main piala dunia impi anganangan masyarakat
"Sejak awal juga si Kupret udah diragukan. Cuma ET tunduk sama Towel, Justine, Akmal dan para pembenci STY. klo emang mo mau gagal ngapain pelatihnya di ganti",si kupret udah ragu et tunduk towel justine akmal benci sty emang mo gagal ngapain latih ganti
"Menurut gw mending jarah aja rumah nya kek sahroni, klo di biarin akan ttp bgtu",mending jarah rumah sahroni biarin ttp bgtu
"Era sty ga main cantik, tapi lebih menjanjikan daripada temen spongebob",era sty main cantik janji temen spongebob
"​ @ranton10 betul era sty emang cenderung bermain pragmatis. tapi ya itu di format kompetisi kek gini lebih cocok bermain pragmatis yang mengutamakan hasil, buat apa main cantik tapi hasil nol. Faktanya pergantian pelatih malah lebih ga jelas taktik permainannya",era sty emang cenderung main pragmatis ya format kompetisi gin cocok main pragmatis utama hasil main cantik hasil nol fakta ganti pelatih taktik main
respect,respect
"prestasi STY yang dibtinggalkan masih 1 yang belum bergulir,yaitu piala asia senior",prestasi sty dibtinggalkan berguliryaitu piala asia senior
Pelatih asli indonesia juga bisa kalau pemainnya pemain yg sudah jadi kaya pemain naturalisasi,pelatih asli indonesia main pemain kaya pemain naturalisasi
"Seluruh pecinta sepak bola Indonesia bersedih dan kecewa timnas harus terhenti di round 4, semoga ke depan lebih baik lagi bang jay dan kawan2, tetap semangat buat timnasku, terimakasih sty",cinta sepak bola indonesia sedih kecewa timnas henti round moga bang jay kawan semangat timnasku terimakasih sty
"🇮🇩🦅 2021 - 2025 🇮🇩🦅 TERIMAKASIH SKUAD GARUDA YG SUDAH BERJUANG & BERUSAHA 🙏. SEMOGA SEGERA PERBAIKI KUALITAS KEPELATIHAN. SAATNYA KEMBALI FOKUS, DUKUNG KARIR PUNGGAWA2 GARUDA-ABROAD K DEPANNYA. 🇮🇩🦅",terimakasih skuad garuda juang usaha moga baik kualitas latih fokus dukung karir punggawa garudaabroad depan
