komentar,komentar_bersih,label_final,alasan_label
"Nanti kalau gak ada yang nonton di tribun ngemis"" sama fans.sekarang jadi Menpora rangkap ketum PSSI.y",nonton tribun ngemis fanssekarang menpora rangkap tum pssiy,negatif,Mengkritik PSSI/ET karena dianggap akan meminta dukungan fans dan merangkap jabatan.
Yg lebih anehnya lagi pelanggaran di kotak pinalti dik di sikut yg nyikut kena kartu merah tapi kok gak pelanggaran/pinalti cuma di kasih kartu doang 🤣🤣🤣,aneh langgar kotak pinalti dik sikut nyikut kena kartu merah pelanggaranpinalti kasih kartu doang,negatif,Mengkritik keputusan/insiden wasit terkait penalti.
Ada betulnya jga mereka hanya berusaha untuk bisa masuk piala Dunia tpi fans kita terlalu berexpetasi tinggi padahal lolos round 4 aja suda prestasi,betul jga usaha masuk piala dunia fans berexpetasi lolos round suda prestasi,positif,Menilai lolos round 4 sudah prestasi dan membela usaha Timnas.
Masih jauh klo lihat dari segi permainan dan kualitas klo untuk masuk pildun,lihat segi main kualitas masuk pildun,negatif,Menilai permainan dan kualitas Timnas masih jauh untuk masuk Piala Dunia.
Wajib pecat pelatih dan ganti ketua umum PSSI,wajib pecat pelatih ganti ketua pssi,negatif,Menuntut pemecatan pelatih dan pergantian ketua PSSI.
"Hadeuh yg bgini yg bikin gaduh,,, ET ngomong ny gk bgitu bre",hadeuh bgini bikin gaduh et ngomong ny bgitu bre,netral,Lebih berupa klarifikasi bahwa ucapan ET dianggap tidak seperti itu.
Toha toha😂,toha toha,netral,Komentar bercanda singkat tanpa konteks sentimen jelas.
Kalau.benar.pernyataanya.begitu.pertanyaanya.masihkah.kita.mempercayainya.sbg.ketum.PSSI?,kalaubenarpernyataanyabegitupertanyaanyamasihkahkitamempercayainyasbgketumpssi,negatif,Meragukan kepercayaan terhadap ketua PSSI.
Itu jawaban Ter dungu dr pejabat PSSI..,ter dungu jabat pssi,negatif,Menghina pejabat PSSI sebagai dungu.
"Sepak bola Indonesia dikenal dunia,dibawah pimpinan ETO,,Boleh pelatih diganti tapi ketua PSSI ada ga yg bisa bersinergi dengan dunia luar, orang orang yang berpengaruh di sepak bola dunia.jadi menurut ku anggap ini suatu dasar atau pondasi untuk menopang tim kedepan nya,,Ingat ya ini Indonesia,negara eropa pun ga semuanya timnas y lolos PILDUN,inikan jangka panjang,Para Pemain sudah mati Matian berjuang Ingin lolos,kita sebagai penonton jangan egois,susah tidak gampang, perjuangan butuh waktu,terimalah dan bijak dalam menilai dan memutuskan.. kritik boleh tapi jangan berlebihan.",sepak bola indonesia kenal duniadibawah pimpin etoboleh pelatih ganti ketua pssi sinergi dunia orang orang pengaruh sepak bola duniajadi ku anggap dasar pondasi topang tim depan nyaingat ya indonesianegara eropa timnas lolos pilduninikan jangka panjangpara pemain mati mati juang loloskita tonton egoissusah gampang juang butuh waktuterimalah bijak nilai putus kritik,positif,Membela ET/PSSI dan mengajak bijak menilai perjuangan Timnas.
Hanya di era patrick timnas Indonesia mencetak gol salalu melalui titik putih di kualifikasi pildun,era patrick timnas indonesia cetak gol salalu titik putih kualifikasi pildun,negatif,Sindiran bahwa gol era Patrick hanya melalui titik putih.
Namanya juga politisi Kak,nama politis kak,negatif,Sindiran terhadap politisi/pejabat.
Saya setuju sekali sama bung binder...TDK ada yg saya bantah...1000% setuju,tuju bindertdk bantah tuju,positif,Menyatakan sangat setuju dengan analisis Bung Binder.
Ya kalau gak boleh bermimpi lolos ke piala Dunia. Lebih baik gak ush ikut kualifikasi piala dunia sampai2 habis habisan naturalisasi pemain.,ya mimpi lolos piala dunia ush kualifikasi piala dunia habis habis naturalisasi pemain,negatif,Mengkritik target dan proyek naturalisasi jika tidak berani bermimpi lolos.
"Jgn diartikan mentah² pernyataan erick tohir itu, jgn dinilai dg memperbesar prasangka buruk, artinya mimpi apapun dlm hal apapun itu hrs siap menerima resiko apapun & salah satunya kegagalan. Utk mndapatkan hasil terbaik dlm hal apapun bukan hanya dlm sepak bola pasti akan bertemu dg kegagalan, krn sesuatu yg besar & terbaik pasti tdk mudah dicapai secara instan.",jgn arti mentah nyata erick tohir jgn nilai dg besar prasangka buruk mimpi apa apa hrs terima resiko apa salah satu gagal mndapatkan hasil baik apa sepak bola temu dg gagal baik mudah capai instan,positif,Membela pernyataan Erick Tohir dan menilai kegagalan bagian dari proses.
Emank gila jabatan,emank gila jabat,negatif,Mengkritik seseorang karena dianggap gila jabatan.
out ET dan semua staffnya secepatnya,out et staffnya cepat,negatif,Menuntut ET dan stafnya segera keluar.
"Baru itu...gue juga liat! Gue kira ET istimewa, ternyata gak ada beda nya dgn pejabat2 indonesia, ngeluarin statement yg nyakitin hati fans Indonesia...kalau gak bermimpi ke pildun, buat apa proyek ke pildun njirrr? Ngapain capek2 cari pemain naturalisasi? Mending fokus benerin liga lokal, meningkatkan mutu dan stamina pemain2 lokal...",itugue liat et istimewa beda jabat indonesia ngeluarin statement nyakitin hati fans indonesiakalau mimpi pildun proyek pildun njirrr ngapain capek cari pemain naturalisasi mending fokus benerin liga lokal tingkat mutu stamina pemain lokal,negatif,"Mengkritik ET, proyek Piala Dunia, dan naturalisasi karena dianggap menyakiti fans."
Patrik out ganti sama beny dollo😅😅,patrik out ganti beny dollo,negatif,Sarkas meminta Patrick keluar dan diganti pelatih lain.
"Politisi mulutnya gak bisa di percaya, udah blacklist di 2029",politis mulut percaya udah blacklist,negatif,Mengkritik politisi sebagai tidak bisa dipercaya.
Kpan diyoutub apa,kpan diyoutub,netral,Pertanyaan tidak jelas terkait YouTube.
Siapa suruh ganti sty keluatan mainnya kucar kacir,suruh ganti sty luat main kucar kacir,negatif,Mengkritik keputusan mengganti STY dan permainan yang kacau.
"Kalian disini harus paham,sejauh ini hanyalah pak Erick Thohir yang paham sepakbola dibanding Ketum PSSI yang sudah pernah ada. Lihatlah sekarang liga Indonesia perlahan mulai enak ditonton. Sebelum pak Erick datang liga Indonesia itu macam tarkam. Itu sedikit contoh/indikasi bahwasanya pak Erick Thohir benar adanya membawa perubahan untuk sepakbola Indonesia terutama timnas.",pahamsejauh erick thohir paham sepakbola banding tum pssi lihat liga indonesia perlahan enak tonton erick liga indonesia tarkam contohindikasi erick thohir bawa ubah sepakbola indonesia timnas,positif,Memuji Erick Thohir karena dianggap membawa perubahan sepak bola Indonesia.
"​ @mesacchanel5431 lah justru pondasi permainan dibentuk sebelum era erik menjabat, kebetulan permainan mulai terlihat bagus saat erik mulai menjabat, malah dirusak dengan memecat STY,. Anda lucu.",pondasi main bentuk era erik jabat main bagus erik jabat rusak pecat sty lucu,negatif,Mengkritik Erick karena dianggap merusak pondasi dengan memecat STY.
ET harus mundur dari Ketum PSSI. PK juga out.,et mundur tum pssi pk out,negatif,Menuntut ET mundur dan PK keluar.
Ngabisin anggaran negara 😂😂,ngabisin anggar negara,negatif,Mengkritik penggunaan anggaran negara.
Kalau gagal barengan giliran sukses merasa paling berjasa sendiri,gagal bareng gilir sukses jasa,negatif,"Sindiran bahwa saat gagal bersama, saat sukses merasa paling berjasa."
infokan nonton dimana gan?,info nonton mana gan,netral,Bertanya tempat menonton.
​ @lutupxx .Oh ya brow ada beredar di yutube teekait pernyataan itu,ya brow edar yutube teekait nyata,netral,Memberi informasi bahwa ada pernyataan beredar di YouTube.
Setahu saya. Target Timnas kita Lolos di Round 4 Tapi kita ada peluang untuk ke Piala Dunia. Fans mungkin salah mengartikan.,tahu target timnas lolos round peluang piala dunia fans salah arti,netral,Klarifikasi target Timnas dan kemungkinan fans salah mengartikan.
"JIKAPUN PERNYATAAN ITU BENAR,...PUBLIK HARUS PERTANYAKAN , KENAPA. ERIC GAK DENGAR ASPIRASI PIBLIK TANAH AIR.",jika nyata benarpublik eric dengar aspirasi piblik tanah air,negatif,Mempertanyakan keputusan Erick yang dianggap tidak mendengar aspirasi publik.
"Saya masih ingat pernyataan ET ketika banyak yg mempertanyakan keputusannya mengangkat PK sebagai pelatih timnas ""ya kita kasih dia target untuk lolos piala dunia. Kalau gaga kita akan EVALUASI kinerjanya...""",nyata et putus angkat pk pelatih timnas ya kasih target lolos piala dunia gaga evaluasi kerja,netral,Pernyataan/ingatan tentang target dan evaluasi tanpa emosi yang sangat jelas.
"Milih pelatih yg lebih murah kualitas nihil biar ada sisa anggaran, dah biasa di Indo masa kaget 😁",milih pelatih murah kualitas nihil biar sisa anggar dah indo kaget,negatif,Kritik terhadap kualitas pelatih yang dianggap murah dan nihil.
"Udah lahhhh...negara indonesia itu memang negara koruptorrrr ....susahhhh....sejak STY lagi bagus2 nya masa malah dipecat dengan berbagai alasanya .,itu kan udh dagelan sbnrnya kliatan bgt...memang pengurus2 nya itu ga ada yg berkenan timnas majuuuu.....ya gatau juga kenapaaa..,ya mngkin sama negara2 lawan nya bs di suap mungkin ...secara timur tengah juga AFC nya aja curang nya kaya gitu kannnn.....secara piala dunia kan juga timur tengah yg biayain kannnnnn.....come on berfikir logic yg masuk akal.. Ngapaaaaainnn STY digaaanti cobaaaaa ..edhannn bener ... Karna timur tengah takuuutttt indonesia lolossss ...bicara skuad , bicara taktik bner2 udh hampir meyakinkan lho timnas tuuuu permainanya ....busyet dah dah gatau dah hrs berkata apalagi..keburu umur gua kaga panjang ini bisa menyaksikan indonesia piala dunia ..entah kapan dan berapa tahun lagi .....😢😢😢",udah lahhhhnegara indonesia negara koruptorrrr susahhhhsejak sty bagus pecat alasanya udh dagel sbnrnya kliatan bgtmemang urus kenan timnas majuuuuya gatau kenapaaaya mngkin negara lawan bs suap timur afc curang kaya gitu kannnnsecara piala dunia timur biayain kannnnnncome on berfikir logic masuk akal ngapaaaaainnn sty digaaanti cobaaaaa edhannn bener timur takuuutttt indonesia lolossss bicara skuad bicara taktik bner udh lho timnas tuuuu permainanya busyet dah dah gatau dah hrs apalagikeburu umur kaga saksi indonesia piala dunia,negatif,"Kritik keras terhadap negara/pengurus, korupsi, dan pemecatan STY."
Fix gabakal dia jadi presiden!,fix gabakal presiden,negatif,Kritik/sindiran terhadap peluang tokoh menjadi presiden.
Kosong kan stadion,kosong stadion,negatif,Ajakan mengosongkan stadion sebagai bentuk protes.
"karena Erick sebenarnya tdk ingin lolos pildun, seperti baik tp busuk",erick lolos pildun busuk,negatif,Kritik terhadap Erick yang dianggap tidak ingin lolos dan busuk.
​ @VaslaBangbeng kamu punya bukti apa cuman asumsi saja. .brperangsa buruk tu gk boleh kecuali kamu punya bukti kuwat silhkn😅,bukti cuman asumsi brperangsa buruk tu kecuali bukti kuwat silhkn,netral,Meminta bukti dan menegur asumsi tanpa sentimen langsung ke Timnas.
Nepal kan si Tohir,nepal si tohir,negatif,Sindiran/ejekan kepada Tohir.
Salah bang kita ganti pelatih biar ga masuk piala duni maka iya sty disingkirkan..soal arab pasti ga bakal menang,salah bang ganti pelatih biar masuk piala duni iya sty disingkirkansoal arab menang,negatif,Kritik/sindiran bahwa pergantian pelatih membuat gagal ke Piala Dunia.
"Menurut gw kehancuran timnas tsetelah mrk lawan jepang lapis 2, strategi mrk SDH kelihatan kelemahannya dimana",hancur timnas tsetelah mrk lawan jepang lapis strategi mrk sdh lemah mana,negatif,Kritik terhadap kondisi dan strategi Timnas yang dianggap hancur.
"Mau cuci tangan dia, kl dg pernyataan tsb dilontarkan, terus kenapa pelatihnya diganti di tengah jalan, apa gak tambah blunder pak ET.",cuci tangan dg nyata tsb lontar latih ganti jalan blunder et,negatif,Kritik terhadap ET yang dianggap cuci tangan dan membuat blunder.
Klw bukan target piala dunia ngapain pecat STY...,klw target piala dunia ngapain pecat sty,negatif,Mempertanyakan alasan pemecatan STY secara kritis.
Kegagalan ini akibat kesalahan fatal pssi ganti pelatih sty ke patrick,gagal akibat salah fatal pssi ganti pelatih sty patrick,negatif,Menyatakan kegagalan akibat kesalahan fatal PSSI mengganti STY.
Contoh fans yg suka salah menyalahkan orng lain 😂,contoh fans suka salah salah orng,negatif,Kritik terhadap fans yang dianggap suka menyalahkan pihak lain.
Klo gitu suruh dia mengundurkan diri aj. Karena dia jadi ketum pssi gk mau bawa timnas ke piala dunia. 😊,gitu suruh undur aj tum pssi bawa timnas piala dunia,negatif,Menuntut ketum PSSI mundur karena dianggap tidak membawa Timnas ke Piala Dunia.
AI bukan sih?,ai,netral,Pertanyaan singkat tanpa opini sentimen yang jelas.
Erik Tohir emang mafia nya,erik tohir emang mafia,negatif,Tuduhan negatif kepada Erick Tohir sebagai mafia.
​ @saefulhuda1232 buktinya apa?,bukti,netral,Pertanyaan meminta bukti tanpa sentimen jelas.
Timnas Indonesia belum di ridhoi oleh sang sutradara dunia akherat.,timnas indonesia ridhoi sang sutradara dunia akherat,netral,"Pernyataan fatalistik bahwa Timnas belum diridhoi, tanpa kritik/dukungan jelas."
"Erik tohir kalau diresapi dalam berbicara lembut tapi hatinya bener"" busuk makanya STY yang tak punya salah sampai dipecat padahal STY pelatih yang jujur tidak merasa bersalah dasar ketum mafia",erik tohir resap bicara lembut hati bener busuk sty salah pecat sty pelatih jujur salah dasar tum mafia,negatif,Kritik keras terhadap Erick/ketum yang dianggap busuk dan mafia.
#Eriktohirout,eriktohirout,negatif,Tagar tuntutan Erick Tohir keluar.
"Gw gak berekspektasi timnas bisa main di pildun, kalo mainnya kek gitu, bisa jadi lumbung gol bagi tim2 eropa, amerika latin, dan afrika😂 Bagi gw kalo bisa juara piala Asia dulu. Rata2 tim asia yg main di pildun adalah tim yg sering atau pernah juara asia kayak jepang, korsel, iran, australia, saudi, irak, qatar, pengecualian buat uzbekistan yg pencapaian tertingginya di piala asia cuma semifinalis tapi sekarang bisa ke pildun 2026.",berekspektasi timnas main pildun kalo main gitu lumbung gol tim eropa amerika latin afrika kalo juara piala asia tim asia main pildun tim juara asia jepang korsel iran australia saudi irak qatar kecuali uzbekistan capai tinggi piala asia semifinalis pildun,negatif,Kritik terhadap performa Timnas yang dianggap belum layak ke Piala Dunia.
sebelum dibahas bung binder heran juga kok bisa-bisanya pemain timnas tampil di podcast disaat kita masih berjuang...ini menurut saya sangat konyol apapun alasannya 😢😢,bahas binder heran bisabisanya pemain timnas tampil podcast saat berjuangini konyol apa alas,negatif,Kritik terhadap pemain yang tampil di podcast saat masih berjuang.
Kalau pelatihnya masih sty pasti bisa curi poin di round 4😢,latih sty curi poin round,negatif,Penyesalan/kritik karena merasa STY masih bisa mencuri poin.
"Orang yang bijak mengakui kesalahannya, maaf kali ini pak erik tohir gak bijak mengambil keputusan. Beliar wajib bertanggung jawab atas kegagalan di putaran ke 4 ini.",orang bijak aku salah maaf kali erik tohir bijak ambil putus biar wajib tanggung gagal putar,negatif,Kritik terhadap keputusan Erick dan tuntutan tanggung jawab atas kegagalan.
​ @RealMadrid-15525 pasti dia tanggung jawab untuk membenahi nya,tanggung benah,positif,Optimis bahwa pihak terkait akan bertanggung jawab dan membenahi.
Gw emang gak suka sama ET. Tapi dia gak pernah ngomong gitu njiir 😂😂. Fitnah aja lu,emang suka et ngomong gitu njiir fitnah,negatif,Kritik/ketidaksukaan kepada ET dan menuduh komentar lain fitnah.
"siapa suruh fans timnas mimpi ingin ke piala dunia , buset fitnah gini amat mana bukti statement nya kalau ada udah pasti ramai bukan hanya anda sendiri yang tau",suruh fans timnas mimpi piala dunia buset fitnah gin bukti statement udah ramai,negatif,Kritik terhadap fans dan tuduhan fitnah soal pernyataan.
buset drama korea fans suka fitnah patrik gak bagus sty juga gak bagus,buset drama korea fans suka fitnah patrik bagus sty bagus,negatif,Kritik terhadap fans serta menyebut Patrick dan STY sama-sama tidak bagus.
"kenapa jadi fitnah komen anda di screen shot suruh cybercrime melacak alamat anda , nanti anda nangis",fitnah komen screen shot suruh cybercrime lacak alamat nang,negatif,Kritik/ancaman terhadap komentar yang dianggap fitnah.
"10:39 Sikap Federasi membingungkan.. Punya peluang lolos Pildun 2026, tapi nunggu 2030. Ada apa ? Jangan sampai Timnas hanya dimanfaatkan untuk kepentingan pribadi oknum-oknum di Federasi. Dan target lolos Pildun tidak akan pernah tercapai.",sikap federasi bingung peluang lolos pildun nunggu timnas manfaat penting pribadi oknumoknum federasi target lolos pildun capai,negatif,Kritik terhadap federasi yang dinilai membingungkan dan punya kepentingan pribadi.
"​ @adie3174 mungkin erik kecewa sudah keluar banyak minta pesawat carteran pesawat pula ( eh iya pesawat carteran itu hanya pelatih sty) tapi kagak menang juga lawan bahrain cina. dulu sebelum ada sty piala aff itu selalu ramai , meriah pernah ada keributan antar suporter , eh sty datang katanya piala aff gak penting kata fans nya hanya piala ciki gak penting apa gak mampu kalahkan viet nam thai land",erik kecewa pesawat carter pesawat iya pesawat carter pelatih sty kagak menang lawan bahrain cina sty piala aff ramai riah ribut suporter sty piala aff fans piala cik kalah viet nam thai land,negatif,Kritik terhadap STY/fans dan performa yang dianggap tidak menang.
Ketum nya sombong..masuk piala itu suatu kebanggaan bt rakyat,tum sombongmasuk piala bangga bt rakyat,negatif,Kritik kepada ketum yang dianggap sombong.
orang ET mafianya,orang et mafia,negatif,Tuduhan negatif bahwa ET mafia.
Turun kejalan jangan hanya berisik d somsed kita hancurkan setan setan yg menghancurkan mimpi kita.,turun jalan berisik somsed hancur setan setan hancur mimpi,negatif,Ajakan protes keras terhadap pihak yang dianggap menghancurkan mimpi.
Pembelajaran yg sangat berharga...bagi pemain pelatih dan staf dan tentunya.federasi sepak bola indonesia...peluang lolos tampil di piala dunia.harus sirna..semoga kedepannya lebih lagi aamiin yra,ajar berhargabagi pemain pelatih staf tentunyafederasi sepak bola indonesiapeluang lolos tampil piala duniaharus sirnasemoga depan aamiin yra,positif,Melihat kegagalan sebagai pembelajaran dan memberi harapan ke depan.
Pecat Erick Thohir sama kepret sekalian.....,pecat erick thohir kepret,negatif,Tuntutan pemecatan Erick Thohir.
Pecat Erik Thohir titik...,pecat erik thohir titik,negatif,Tuntutan pemecatan Erick Thohir.
Edan si erik,edan si erik,negatif,Ejekan/kritik kepada Erick.
link nya bro mana coba share biar gak jadi fitnah,link coba share biar fitnah,netral,Meminta link/bukti agar tidak menjadi fitnah.
Dimana tu ngomongnya? Hati-hati fitnah,mana tu ngomongnya hatihati fitnah,netral,Bertanya sumber pernyataan dan mengingatkan agar tidak fitnah.
Jahattt bgttt si Erik Tohirrr,jahattt bgttt si erik tohirrr,negatif,Kritik keras kepada Erick Tohir.
Antemi bareng2 yok,antem bareng yok,negatif,Ajakan menyerang/protes bernada negatif.
"Takut iri legacy STY bukan bawahan si Tohir,",takut iri legacy sty bawah si tohir,negatif,Kritik bahwa Tohir takut/iri terhadap legacy STY.
"BRAVO Timnas Indonesia. Timnas kita sudah menyelesaikan ronde 4 qualifikasi asia - Pildun 2026, dengan sangat baik dengan hasil akhir,… mimpi ikut Pildun masih tertunda. Anyway, mencapai ronde 4 dengan 2 kekalahan TIPIS dari arab saudi dan iraq, adalah capaian yang terbaik. Catat, kekalahan tipis itupun adalah kekalahan yang boleh diperdebatkan, yang, kendati bermodalkan rangking fifa 119, mampu menggetarkan dua lawan yang punya rangking sangat jauh diatas kita : Iraq rangking 58 dan Arab-saudi rangking 59. Tahan dulu amarah dan tangis kita karena kecewa gagal ikut pildun 2026. Ambil cermin besar, mari kita ngaca diri dulu. 4 tahun 8 bulan yang lalu atau pada Februari 2021 kita masih berada di rangking 175 fifa. Sehebat apakah kita yang kurang dari dari 5 tahun, dari rangking fifa 175 langsung jadi peserta pildun ? Sangatlah bijak jika kita merenung sebentar. Timnas kita ini, haruslah dilihat secara utuh dari sebuah niatan / project grand-design besar dalam jangka panjang. Mustahil, ujuk2 semudah membalikkan tangan langsung berada dan mencapai puncaknya. Jangan takabur !! Realistiklah. Kita sudah berada pada jalur yang benar membangun suatu timnas yang disegani. Apresiasi bagi semua pihak yang sudah menjadi bagian dari proyek besar ini. Bagi Pemerintah, Pemain, Official, Federasi dan tentu saja Fans. Jadi peserta pildun, pastilah menjadi mimpi dan tujuan kita. Namun, ada tahapannya. Mari kita introspeksi mulai dari tahapan regional. Sebrapa hebat sih kita untuk scope asean ? Pakailah rangking fifa sebagai acuannya, kita baru di peringkat ke-3 rangking fifa asean. Jujur, malu kita sama vietnam dan thailand Bagaimana lagi di scope continental asia ? Boleh jawab sendiri. Dengan perimeter2 itu, kita mulai maklum, kira2 jika kita masih tertunda jadi peserta pildun, agak masuk di akal sehat lah. Pula, timnas yang kita liat hari ini, adalah sebuah tim dalam proses pembentukan… baru setenga jadi. Walau, sambil mengelus dada melihat ada semacam peluang yang cukup terbuka sampai pada ronde 4 QAFC WC26 kemaren. So, next WC 2030. Nanti dulu. Mari selesaikan dulu 2 PR besar di scope regional dan continental. Ada Perbara - piala AFF 2026. Ada piala AFC 2027. Ayo mari kita buktikan dulu di 2 ajang ini. Catat, di piala AFC 2027 nanti, timnas kita sudah melakukan lompatan besar, langsung ke putaran final pada awal 2027. Menhadapi WC 2030 nanti, yakinlah timnas kita bakal makin solid. Berikrarlah, pildun… we are otw. Rangkaian QAFC WC26 yang sudah kita selesaikan dengan baik, adalah sebuah pengalaman emas. Ada apresiasi disana, namun harus ada juga introspeksi dan koreksi. Lanjut, mari kita terus, dan konsisten dukung timnas kita !!!",bravo timnas indonesia timnas selesai ronde qualifikasi asia pildun hasil mimpi pildun tunda anyway capai ronde kalah tipis arab saudi iraq capai baik catat kalah tipis itu kalah debat kendati modal rangking fifa getar lawan rangking atas iraq rangking arabsaudi rangking tahan amarah tangis kecewa gagal pildun ambil cermin mari ngaca februari rangking fifa hebat rangking fifa langsung serta pildun bijak renung sebentar timnas utuh niat project granddesign jangka mustahil ujuk mudah balik tangan langsung capai puncak takabur realistiklah jalur bangun timnas segani apresiasi proyek perintah pemain official federasi fans serta pildun mimpi tuju tahap mari introspeksi tahap regional sebrapa hebat scope asean pakai rangking fifa acu peringkat rangking fifa asean jujur malu vietnam thailand scope continental asia perimeter maklum tunda serta pildun masuk akal sehat timnas liat tim proses bentuk setenga elus dada peluang buka ronde qafc wc kemaren so next wc mari selesai pr scope regional continental bara piala aff piala afc ayo mari bukti ajang catat piala afc timnas lompat langsung putar final menhadapi wc yakin timnas solid ikrar pildun we are otw rangkai qafc wc selesai alam emas apresiasi sana introspeksi koreksi mari konsisten dukung timnas,positif,Apresiasi terhadap perjuangan Timnas dan capaian ronde 4 meski gagal.
​ @revindoskussoy1897 bukan kalahnya yg bikin kecewa tapi ganti pelatih di tengah jalan ternyata bukan jaminan kemenangan,kalah bikin kecewa ganti pelatih jalan jamin menang,negatif,Kekecewaan terhadap pergantian pelatih yang tidak menjamin kemenangan.
PSSI kan cmn gerbong politiknya emg dia peduli sma timnas..,pssi cmn gerbong politik emg peduli timnas,negatif,Kritik terhadap PSSI yang dianggap hanya gerbong politik dan tidak peduli Timnas.
