komentar,komentar_bersih,label_final,alasan_label
"Yang salah ya ET udah pecat STY, gantinya sama PK pula. Itu udah pasti, gak ada yang cari kambing hitam. PK salah karena ngaco lawan Arab. Kok bisa orang yang ngaku pelatih tetep mainin pemain yang gagal jalanin peran yang dia mau? Bahkan dari pemanggilan pemain aja PK udah keliatan gak bagus walau setiap pelatih punya polanya sendiri tapi ayolah, Klok tuh gak cukup buat level Timnas, serius. Buat Liga 1 dia pemain top, tapi buat level Timnas ya maaf aja, jauh. Kalo Kambuaya dan Sayuri bersaudara masih oke, cuma emang sayangnya mereka kurang bagus kemaren dan disitu pula letak PK, masih mainin pemain yang gak bisa nerapin strategi dia.",salah ya et udah pecat sty ganti pk udah cari kambing hitam pk salah ngaco lawan arab orang ngaku pelatih tetep mainin pemain gagal jalanin peran panggil pemain pk udah liat bagus pelatih pola ayo klok tuh level timnas serius liga pemain top level timnas ya maaf kalo kambuaya sayur saudara oke emang sayang bagus kemaren situ letak pk mainin pemain nerapin strategi,negatif,"Kritik kepada ET, PK, pemilihan pemain, dan strategi."
"Lebih ikhlas gagal sm coach STY dibandingin sm sama temennya spongebob, mau gimana lagi gara"" pengamat bola abal"", Tv One serta buzzer online yg bikin kisruh",ikhlas gagal coach sty dibandingin temennya spongebob gimana gara amat bola abal tv one buzzer online bikin kisruh,negatif,Kecewa karena gagal bersama pelatih pengganti STY.
Eweh bakat,eweh bakat,negatif,Menilai tidak ada bakat.
"liat italy kurangnya apa pemain berkualitas semua di semua sektor, piala dunia sudah ada tapi 2018 dan 2022 kemaren gak lolos juga",liat italy kurang pemain kualitas sektor piala dunia kemaren lolos,netral,Membahas Italia sebagai perbandingan tanpa emosi jelas ke Timnas.
"Dibayar berapa kamu min sama PSSI?. Knp bahas seakan akan kita harus ikhlas menerima takdir ini?. Asal kalian tw ini bukan takdir, tp memang ada pengkhianat bangsa yg mengkhianati bangsanya sendiri. Kalian masih ingat pas timnas U-23 juga gagal lolos olimpiade kemarin padahal tinggal selangkah lg? Padahal itu juga pelatihnya STY, apa jawaban Erick Thohir ketika ditanya wartawan mengenai kegagalan STY membawa timnas U-23 ke olimpiade, dia berkata bahwasanya dia puas dengan kinerja STY walaupun STY gagal membawa timnas ke olimpiade. Tp knp tiba2 hanya 1 kesalahan ketika melawan China (padahal kita masih mempunyai peluang lolos langsung ke piala dunia walaupun kalah dr China) STY dipecat. Dan pemecatan STY dilakukan ketika kita sudah beranjak naik Lg performa setelah menang lawan arab Saudi. mereka para m*fia yg tidak suka melihat Indonesia melaju ke putaran final piala dunia, melakukan segala hal agar timnas tidak lolos yaitu dengan membayar si pengkhianat bangsa itu agar dia mengkhianati bangsa nya sendiri. Karna memang Timnas kita ini punya potensi untuk lolos langsung ke piala dunia sejak diputaran ketiga. Bahkan seorang Hajime moriyasu pelatihnya jepang aja mengakui bahwasanya timnas dibawah asuhan STY sangat mempunyai peluang untuk lolos langsung mendampingi mereka timnas jepang. Tp yaaa itulahh dinegara ini, ketika ada suatu bidang yg mengarah untuk maju (dalam hal ini sepakbola), ada aja penghianat bangsa yg mengkhianati bangsa ini demi kepentingan perut pribadi. Tragiss memang🥀🥀🥀",bayar pssi bahas akan ikhlas terima takdir tw takdir khianat bangsa khianat bangsa timnas gagal lolos olimpiade kemarin tinggal selang lg latih sty erick thohir wartawan gagal sty bawa timnas olimpiade puas kerja sty sty gagal bawa timnas olimpiade salah lawan china peluang lolos langsung piala dunia kalah china sty pecat pecat sty anjak lg performa menang lawan arab saudi mfia suka indonesia laju putar final piala dunia timnas lolos bayar si khianat bangsa khianat bangsa timnas potensi lolos langsung piala dunia putar tiga hajime moriyasu latih jepang aku timnas bawah asuh sty peluang lolos langsung damping timnas jepang yaaa itulahh negara bidang arah maju sepakbola penghianat bangsa khianat bangsa penting perut pribadi tragiss,negatif,"Kritik keras soal PSSI, pengkhianatan, pemecatan STY, dan dugaan mafia."
PSSI yang harus tanggung jawab melih pelatih yang stasitik jelek parah,pssi tanggung melih pelatih stasitik jelek parah,negatif,Menuntut PSSI bertanggung jawab karena memilih pelatih buruk.
"Tetep salah pelatih, yg kedua salah pssi knpa nunjuk itu si patrick jdi pelatih kyk gk ada org lain aja",tetep salah pelatih salah pssi knpa nunjuk si patrick pelatih kyk orang,negatif,Menyalahkan pelatih dan PSSI.
"mending pemain naturalisasi jadi kaya elkan baggot aja dulu ""fokus klub* karena sekarang PSSI lagi bobrok bobroknya ditangan ET, bagusan iwan bule yang bawa perubahan diera kegelapan, ET hanya melanjutkan tapi gagal dan malah memperburuk",mending pemain naturalisasi kaya elkan baggot fokus klub pssi bobrok bobrok tang et bagus iwan bule bawa ubah era gelap et lanjut gagal buruk,negatif,Mengkritik PSSI/ET yang dianggap bobrok dan memperburuk keadaan.
Pecat kluivert,pecat kluivert,negatif,Menuntut Kluivert dipecat.
"Yg mendalam 1. Final aff 2010 2. Round 4 kualifikasi piala dunia 2026. Sejak era sty ku Jadi suka nonton timnas rela bangun tengah MLM . Inget dulu pas FIFA world cup 2002 ada iklan extra jos yg di bintangi dik doang dan delpiero. Di iklan itu dik doang bilang ""kapan yah Indonesia masuk piala dunia?"" Ku percaya saat ini waktunya... Ternyata sedihhhhh😢😢",dalam final aff round kualifikasi piala dunia era sty ku suka nonton timnas rela bangun mlm inget fifa world cup iklan extra jos bintang dik doang delpiero iklan dik doang bilang yah indonesia masuk piala dunia ku percaya sedihhhhh,negatif,Mengungkap kesedihan setelah berharap Timnas lolos.
"Haram menghujat para pemain 🥺 kalo Ketum PSSI , PSSI, towel ,Pundit2 kardus silahkan waktu dan tempat dipersilahkan 😡",haram hujat pemain kalo tum pssi pssi towel pundit kardus silah silah,negatif,Mengkritik PSSI/pundit sambil membela pemain.
pecat Patrick pecat Erick Thohir,pecat patrick pecat erick thohir,negatif,Menuntut Patrick dan Erick Thohir dipecat.
Udahan ya Starting Eleven network sekarang kalian hina aja tetangga kena skandal sebagai bahan konten pelampiasan 🤑😋😉,udahan ya starting eleven network hina tetangga kena skandal bahan konten lampias,negatif,Mengkritik konten sebagai pelampiasan.
Gk lolos krna blm layak gtu aj kq ribet. Itali yg juara dunia juga prnah gk lolos thn inipun blm tentu lolos apalagi indo. Akal sma logika digabungin biar bsa mikir waras,lolos krna blm layak gtu aj kq ribet itali juara dunia prnah lolos thn ini blm lolos indo akal logika digabungin biar bsa mikir waras,negatif,Menilai Indonesia belum layak lolos dan mengkritik pola pikir publik.
Yey gagal,yey gagal,negatif,Sarkasme terhadap kegagalan.
Faktanya PSSI lah yg blunder 😂😂😂😂 chanel kocak,fakta pssi blunder chanel kocak,negatif,Menyebut PSSI blunder.
Chanel buzzer Pssi,chanel buzzer pssi,negatif,Menuduh channel sebagai buzzer PSSI.
Karena pemain muda kurang di beri kesempatan oleh klub mereka lebih cenderung beli pemain asing pemain Italia terakhir yang jadi topskor liga aja Ciro Immobile 2021-2022 setelah itu tidak ada lagi kalo Retegui keturunan Italia tapi dia lahir di argentina,pemain muda sempat klub cenderung beli pemain asing pemain italia topskor liga ciro immobile kalo retegui turun italia lahir argentina,netral,"Membahas faktor pemain muda/klub Italia, tidak langsung ke sentimen Timnas."
Bahan bakar neraka😂,bahan bakar neraka,negatif,Ungkapan hinaan/negatif.
