komentar,komentar_bersih,label_final,alasan_label
"Selama FEDERASI masih dilingkungan politik atau mafia, jangan berharap banyak deh.bagaimanapun juga kita wajib dukung timnas tapi jangan berharap prestasi,anggap aja hiburan semata.",federasi lingkung politik mafia harap dehbagaimanapun wajib dukung timnas harap prestasianggap hibur,negatif,Mengkritik federasi yang dianggap dekat politik/mafia dan menurunkan harapan prestasi.
Fery anda ini cerdas sekali Bisa semua tahu' politik bola pun anda paham sekali,fery cerdas politik bola paham,positif,Memuji kecerdasan/pemahaman Bung Ferry.
"240juta laki2 di indonesia menangis, murung, HAMPA, Akibat kekalahan tim kebanggan kita bersama, karena ketika timnas bertanding di qualifikasi piala dunia itu lah pertandingan yg di nanti2, tapi kita di buat kecewa oleh 1 orank.. yaituuuuu..",juta laki indonesia menang murung hampa akibat kalah tim banggan timnas tanding qualifikasi piala dunia tanding kecewa orank yaituuuuu,negatif,Mengungkap kekecewaan mendalam akibat kekalahan Timnas.
Saya salut pemain pemain diaspora serius main dan merasakan kesedihan yg mendalm,salut pemain pemain diaspora serius main rasa sedih mendalm,positif,Memberi apresiasi kepada pemain diaspora.
"Gue sangat setuju dengan bung ferry, di tengah ketidakpastian ekonomi, di tengah banyaknya isu negatif yang terjadi di negara ini, sepakbola(TIMNAS)bisa menyatukan atau setidaknya menjadi sedikit pengobat kegelisahan sebagian besar rakyat Indonesia,tapi entah bagaimana para pemangku jabatan/para tokoh utama baik di dalam maupun di luar federasi seolah-olah masih ingin merebut satu2nya hiburan/kebahagian kami sebagian besar pecinta sepak bola khususnya pecinta timnas. Tidak kah kalian sadar,berapa banyak rakyat yang telah kalian dzalimi !! #savetimnas #timnasmilikkitabersama",tuju ferry ketidakpastian ekonomi banyak isu negatif negara sepakbolatimnasbisa satu obat gelisah rakyat indonesiatapi mang jabatanpara tokoh utama federasi seolaholah rebut hiburankebahagian cinta sepak bola cinta timnas kah sadarberapa rakyat dzalimi savetimnas timnasmilikkitabersama,negatif,Mengkritik pemangku jabatan/federasi yang dianggap merebut kebahagiaan fans.
Bersuaralah terus bg Ferry karena seperti anda punya kapasitas untuk mewakili hati kami yg hanya ojol👃,suara bg ferry kapasitas wakil hati ojol,positif,Mendukung Bung Ferry untuk terus bersuara mewakili publik.
"Urgen kalo indo masuk pildun bisa gawat darurat 🤭🤣 Gak boleh ada mimpi di negara ini, negara ini hanya bole bermimpi aja Mungkin seperti itu🤣mission success",urgen kalo indo masuk pildun gawat darurat mimpi negara negara bole mimpi itumission success,negatif,Sarkasme bahwa mimpi publik tidak boleh terwujud.
"​ @röckêt_pūñcher1 harapan rakyat Indonesia dijatuhkan, gabole senang rakyat wkwkw dikasi senang sesaat doang sama seperti bansos😂",harap rakyat indonesia jatuh gabole senang rakyat wkwkw kasi senang doang bansos,negatif,Mengkritik harapan rakyat yang dijatuhkan.
"Kalo para supporter ini sadar, selama jabatan Ketum PSSI masih dikotori oleh politik, dijadikan kendaraan politik, bagi2 jabatan politik, ga akan maju sepakbola Indonesia. Karena kebijakan yang akan dibuat oleh siapapun Ketumnya akan hanya bersifat jangka pendek untuk dijadikan portfolio maju/naik ke jabatan selanjutnya.",kalo supporter sadar jabat tum pssi kotor politik jadi kendara politik jabat politik maju sepakbola indonesia bijak tum sifat jangka pendek jadi portfolio majunaik jabat,negatif,Mengkritik jabatan PSSI yang dikotori politik dan kepentingan jangka pendek.
​ @looniaz iya makanya ET menganti targetnya kek tahun 2030 yg mana lu tau itu tahun apaankan?,iya et anti target apaankan,negatif,Menyindir ET mengganti target ke 2030.
"mewakilkan bgt bang komentarnya, salut😢",wakil bang komentar salut,positif,Memberi apresiasi/salut terhadap komentar yang mewakili perasaan publik.
erik dituntut mafia bola,erik tuntut mafia bola,negatif,Mengaitkan Erick dengan mafia bola.
​ @anggasuryaningrat7459 ternyata Dia-lah mafia nya😂,mafia,negatif,Menuduh adanya mafia secara sarkastik.
"​ @anggasuryaningrat7459 Nyalahin mafia terus malah keenakan eriknya ga pernah bertanggung jawab. Salahin aja entitas yg ga keliatan sama kyk pemerintah yg selalu nuduh ""pihak asing""",nyalahin mafia enak erik tanggung salahin entitas liat kyk perintah nuduh asing,negatif,Mengkritik Erick karena dinilai tidak bertanggung jawab.
"intinya ET mau cari muka, karna kalah tenar sama STY",inti et cari muka kalah tenar sty,negatif,Menuduh ET mencari muka dan kalah tenar dari STY.
Itu kebaca bgt emang😊😢,baca emang,negatif,"Menyatakan masalah sudah terbaca, merujuk pada kritik sebelumnya."
Semua itu karena kepentingan...ET itu pengusaha bukan patriot..😅,kepentinganet usaha patriot,negatif,Mengkritik kepentingan dan menyebut ET pengusaha bukan patriot.
"bukn hnya itu sjh,fitnah ny sty juga d brita kn ad kisruh dgn pmain tp d sisi lain tdk ad satu pun pmain yg mmbnr kn brita itu. tp syg skali fans sdm rndh bnyk yg percaya brita hoak itu smpai skrg😢",bukn hnya sjhfitnah ny sty brita kn ad kisruh pmain sisi ad pmain mmbnr kn brita syg skali fans sdm rndh bnyk percaya brita hoak smpai skrg,negatif,Mengkritik fitnah/kisruh terhadap STY dan berita hoaks.
Benar sty padahal minta yg di belakang di perkuat tapi pak erik gak mau.. Krena cmn untuk memberi kesempatan yg muda teryata anak anak ingin menang lawan senior itu yg gak masuk akal,sty kuat erik krena cmn sempat muda teryata anak anak menang lawan senior masuk akal,negatif,Mengkritik Erick dan membela keputusan STY.
Liat aja pas ET pas megang inter 😅,liat et megang inter,negatif,Sarkasme terhadap rekam jejak ET di Inter.
"Kalaw saya lebih ke STY kak, dilihat dr beberapa pertandingan timnas, skema dr STY luar biasa, seharusnya kita menilai kebahagian bukan hanya mau menang mulu, tapi lihatlah bagaimana perjalann STY dan bagaimna dia merintis timnas kita.",kalaw sty kak tanding timnas skema sty nilai kebahagian menang mulu lihat perjalann sty bagaimna rintis timnas,positif,Memuji skema STY dan perjalanan membangun Timnas.
Kecium bgt berarti sebuah konsep “sepakbola Indonesia maju gara-gara gw” nya😂,cium konsep sepakbola indonesia maju garagara,negatif,Menyindir konsep klaim kemajuan sepak bola karena pihak tertentu.
Kan udah ada postingan gambarnya ET AND TOWEL di tribun vvip stadion manahan waktu itu 😂😂 selepas foto beredar di publik nunggu hasil lawan arab di gbk barulah STY dipecat masih belum percaya adanya mafia di pssi 😂😂😂 bisikan setan nyata adanya 😈😈,udah postingan gambar et and towel tribun vvip stadion manah lepas foto edar publik nunggu hasil lawan arab gbk baru sty pecat percaya mafia pssi bisik setan nyata,negatif,Menuduh adanya mafia/bisikan buruk di PSSI dan pemecatan STY.
Lhah emang siapa si yg percaya erik tohir😂,lhah emang si percaya erik tohir,negatif,Meragukan kepercayaan terhadap Erick Thohir.
​ @fotris4708 Erick Thohir politikus ketum Pansos,erick thohir politikus tum pansos,negatif,Mengkritik Erick sebagai politikus/pansos.
yes masuk jebakan Batman,yes masuk jebak batman,negatif,Sarkasme bahwa publik masuk jebakan.
"Betul , saking bnyaknya mafia yg ga suka sama dya",saking bnyaknya mafia suka dya,negatif,Menyebut banyak mafia yang tidak suka STY.
"Dari awal jadi ketum ,et memang sudah berniat singkirkan sty .",tum et niat singkir sty,negatif,Menuduh ET sejak awal ingin menyingkirkan STY.
"Feeling malah pas Piala Asia u23 dgn target 8 besar, tau² malah bablas semifinal (4 besar)...Ga jadi di-cut di situ 😂",feeling piala asia target bablas semifinal besarga cut situ,negatif,Sarkasme mengenai target dan rencana pemecatan STY.
"Bos besar harus lebih terkenal dan berpengaruh daripada pelatih, 😂😂 Itu hukum wajib leadership, 😂😂",bos kenal pengaruh pelatih hukum wajib leadership,negatif,Sarkasme bahwa bos besar harus lebih terkenal dari pelatih.
Pamornya ET kalah ama STY...,pamor et kalah ama sty,negatif,Menyatakan pamor ET kalah dari STY.
"yaelah ga usah bikin cerita rumor & drama kyk gitu,,, come on, move on laah... masih jg ngomongin STY, klo lu tetep mau STY jadi pelatih jga percuma klo ET pengen nyari pelatih lain.. manajemen leadership di federasi sepak bola tuh beda ama di pemerintahan,,,",yaelah bikin cerita rumor drama kyk gitu come on move on laah jg ngomongin sty tetep sty pelatih jga et ken nyari pelatih manajemen leadership federasi sepak bola tuh beda ama perintah,netral,Menyarankan berhenti membuat rumor/drama dan move on tanpa sentimen langsung ke Timnas.
Saranku pemilihan pemain tim harus di adakan voting pemilihan masyarakatlah yg menilai memilih pemain yg tepat karna masyarakat indonesia lebih paham dan cermat memilih pemain yg absolut,saran pilih pemain tim adakan voting pilih masyarakat nilai pilih pemain masyarakat indonesia paham cermat pilih pemain absolut,netral,Memberi saran sistem voting pemilihan pemain.
"​ @alfinnia274 klo aku pemilihan pemain full dipegang kendali tim pelatih, pssi boleh menyarankan, tapi tidak boleh mengharuskan pemain lokal jumlahnya segini masuk ke timnas, biar pelatih yang dengan kendali penuh untuk pemilihan pemain yng dibawa mau full naturalisasi pun juga gk masalah, dari pada dipaksa bawa lokal tapi angin""an",pilih pemain full pegang kendali tim pelatih pssi saran harus pemain lokal gin masuk timnas biar pelatih kendali penuh pilih pemain yng bawa full naturalisasi paksa bawa lokal angin,netral,Memberi usulan teknis pemilihan pemain oleh tim pelatih.
"​ @alfinnia274 ngawur ini malahan, gak ada sistem itu. Dimana2, inggris, Perancis,Italia negara2 sepak bola gak ada sistem model GT. Yg harus diperbaiki sistem PSSI nya",ngawur sistem mana inggris perancisitalia negara sepak bola sistem model gt baik sistem pssi,negatif,Mengkritik usulan sistem dan menyebut PSSI perlu diperbaiki.
​ @alfinnia274 kayak jaman Simon memilih pemain berdasarkan netizen😂😂😂,jaman simon pilih pemain dasar netizen,netral,Bercanda tentang pemilihan pemain berdasarkan netizen.
"Minta maaf udah ga laku kayanya bang, kita cuma maafin pemain tapi tidak maafin pssi dan tim kepelatihan",maaf udah laku kaya bang maafin pemain maafin pssi tim latih,negatif,Menolak memaafkan PSSI dan tim kepelatihan.
wajib mengundurkan diri demi kehormatan,wajib undur hormat,negatif,Menuntut pengunduran diri demi kehormatan.
"Suruh mundur Aj ET, g profesional 😮😡😤",suruh mundur aj et profesional,negatif,Meminta ET mundur dan menyebut tidak profesional.
"mungkin cara ngobatinnya cuma 1 yng bisa bikin kita fans timnas indonesia tenang, yaitu sty back, pegang kendali penuh timnas dan gk ada intervensi dari pssi soal pemilihan pemain",ngobatinnya yng bikin fans timnas indonesia tenang sty back pegang kendali penuh timnas intervensi pssi pilih pemain,positif,Mengusulkan STY kembali sebagai solusi dan harapan bagi fans Timnas.
