komentar,komentar_bersih,label_final,alasan_label
Hanya towel yg senang timnas ngak lolos pildun,towel senang timnas ngak lolos pildun,negatif,Menyindir Towel senang Timnas tidak lolos.
Gak pa2 kalah. Terhormat dan gak konyol. Main sfh bagus. Bola mengalir. Tapi irak lebih jeli. Wasit kuwair fair. Wasit cina membawa luka timnya disingkirkan di Senayan.,pa kalah hormat konyol main sfh bagus bola alir irak jeli wasit kuwair fair wasit cina bawa luka tim singkir senayan,positif,Menerima kekalahan dan memuji permainan Timnas.
Patrick kluivert akting nangis,patrick kluivert akting nang,negatif,Menyindir Patrick Kluivert sedang berakting.
Perbaikin mental dah skill untuk Piala Asia dan 2030 Nanti keep stroong Garuda😎,perbaikin mental dah skill piala asia keep stroong garuda,positif,Dukungan untuk perbaikan dan tetap kuat.
Harapan kami satu satunya sebagai rakyat jelata sepak bola tp itu pun kami harus menelan kekecewaan juga.. Apa yg bisa di banggakan dr Negri ini cari kerja susah byk pengangguran ekonomi lesu tambah timnas gak lolos Pildun makin tambah lesu..,harap satu rakyat jelata sepak bola tel kecewa bangga negri cari kerja susah byk anggur ekonomi lesu timnas lolos pildun lesu,negatif,Mengungkap kekecewaan besar karena Timnas gagal lolos.
4 tahun baru berharap lg 😢😢😢😢😢,harap lg,negatif,Sedih karena harus berharap lagi empat tahun kemudian.
Seandainya sty tidak tunjukan jalan menuju piala dunia mungkin kita tidak se sedih ini. Terima kasih PSSI telah membangunkan kami dari mimpi terbang tinggi.,anda sty tunjuk jalan piala dunia sedih terima kasih pssi bangun mimpi terbang,negatif,Sindiran kepada PSSI karena membangunkan dari mimpi Piala Dunia.
Gagal Maning Son,gagal maning son,negatif,Ungkapan kecewa karena gagal lagi.
"Kita bukan Kalah banyak tapi kalah tipis itu artinya kita tidak buruk buruk amat, kecuali kita kalau jadi bulan bulan di kualifikasi piala dunia ini Lawan arab juga 2-3 kita punya perlawanan, sabar yang penting kita udh masuk piala asia , sekarang fokus naikan rangking dan lebih tingkatkan Prestasi, kita tidak terlalu buruk dalam kekalahan ini 🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩 semangat Garuda ku",kalah kalah tipis buruk buruk kecuali kualifikasi piala dunia lawan arab lawan sabar udh masuk piala asia fokus naik rangking tingkat prestasi buruk kalah semangat garuda ku,positif,Menilai kekalahan tidak buruk dan tetap memberi semangat.
Kalau di perhatikan laga timnas di afc selalu kalau lagi dominasi permainan wasitnya cenderung tidak netral giliran mainnya awut awutan wasitnya bagus,perhati laga timnas afc dominasi main wasit cenderung netral gilir main awut awut wasit bagus,negatif,Mengkritik wasit yang dianggap tidak netral.
Coba ja klo sistem home away,coba ja sistem home away,netral,Komentar tentang sistem home-away tanpa sentimen kuat.
Dari ridho kita belajar sabar dan ridho 🤣,ridho ajar sabar ridho,netral,Candaan permainan kata Ridho tanpa opini jelas.
Udah di seting sesuai keinginan mapia,udah ting sesuai mapia,negatif,Menuduh hasil sudah diatur mafia.
indonesia macan asia,indonesia macan asia,positif,Menyebut Indonesia sebagai macan Asia.
Yach....bgitulah,yachbgitulah,netral,Komentar singkat tanpa sentimen jelas.
"Gue sih kecewa tapi tetap bangga team ini team terbaik yang pernah kita punya, mungkin hanya faktor luck tidak sedang berada di kita saja. Semangat masih ada peluang lain jangan ada kata menyerah!!!!",kecewa bangga team team baik faktor luck semangat peluang serah,positif,Kecewa tetapi tetap bangga dan menyemangati Timnas.
Mmaen udah bagus ..,mmaen udah bagus,positif,Menilai permainan sudah bagus.
Saran sy jngan mengganti pelatih itu udh pertandimgan penting nanti saja nunggu pertandingan penting baru,saran sy jngan ganti pelatih udh pertandimgan nunggu tanding,negatif,Mengkritik keputusan mengganti pelatih di momen penting.
Mudah2n gk kapok squad yg abroad untuk membela Indonesia,mudah kapok squad abroad bela indonesia,positif,Harapan agar pemain abroad tetap membela Indonesia.
"Permainan sudah memuaskan, kita hanya KURANG BERUNTUNG...ITULAH SEPAK BOLA , KADANG2 SATU PELUANG YG DIMANFAATKAN DGN BAIK MENENTUKAN KEMENAGAN...KITA SEBETULX BYK PELUANG , SAYANG TDK BISA MENGHASILKAN GOL....ITULAH NASIB...!!!???",main muas beruntungitulah sepak bola kadang peluang manfaat tentu kemenagankita sebetulx byk peluang sayang hasil golitulah nasib,positif,Menilai permainan memuaskan dan hanya kurang beruntung.
"Ingat,, Italy , Belanda, tim raksasa yg jg pernah tidak lolos pildun di thn kemaren² ,, apalagi kita,, masuk kualifikasi aja Uda hebat🇮🇩",italy belanda tim raksasa jg lolos pildun thn kemaren masuk kualifikasi uda hebat,positif,Menganggap masuk kualifikasi saja sudah hebat.
"Bravo Timnas Indonesia walaupun kalah km tetap yg terhebat buat Timnas. Perjuangan mu hebat palstihnya yg tdk hebat. Pelatih sipit lah yg hebat mengubah sepak bola menjadi bagus. Semangat terus Timnas besuk pasti bisa, Bravo",bravo timnas indonesia kalah km hebat timnas juang mu hebat palstihnya hebat pelatih sipit hebat ubah sepak bola bagus semangat timnas besuk bravo,positif,Memuji perjuangan Timnas dan tetap memberi semangat.
Petrik tangisan cair,trik tangis cair,negatif,Menyindir tangisan Patrick.
Back to back AFF cup,back to back aff cup,netral,Komentar singkat tentang AFF tanpa konteks emosi jelas.
Tompel panen nih🤣🤣🤣🤣,tompel panen,negatif,Sindiran bahwa Tompel mendapat keuntungan.
