komentar,komentar_bersih,label_final,alasan_label
Hhh sama saja Krn mereka bertiga 3 satu tim masa si ga ada komunikasi ke 3 org ini kan lawak 🤭,hhh tiga tim si komunikasi orang lawak,negatif,"Sindiran bahwa tiga orang satu tim tidak berkomunikasi, disebut lawak."
"PK aja yang ganti, bisa sama prank rikaj, Van Bronckhorst atau Edgar Davids semua keturunan Indonesia 😂😂😂",pk ganti prank rikaj van bronckhorst edgar davids turun indonesia,negatif,"Mengusulkan PK diganti, menunjukkan ketidakpuasan terhadap pelatih."
"Dengan squad mewah yang sekarang,, kaya nya yang paling cocok latih timnas itu ,, luis milla aspas,karna cuma dia yang bisa buat timnas main bagus dan hebat meski dengan pemain alakadar nya,, petsefsi gua yah..",squad mewah kaya cocok latih timnas luis milla aspaskarna timnas main bagus hebat pemain alakadar petsefsi yah,positif,Memberi pandangan optimis tentang pelatih yang cocok dan Timnas bisa bermain bagus.
Towel aja suruh gabung timnas,towel suruh gabung timnas,netral,Komentar bercanda/usulan tanpa sentimen jelas.
"Gak bakal jadi bagus gaesss, maupun Kluivertnya dibuang. Lihat aja organisasi pertahanan indo lawan Arab Saudi era sty dan era pelatih2 belanda ini. Dibahas jeje sama bung harpa, cari aja. Ada gambar2nya juga. Bisa dilihat emang pelatih sekarang itu kurang pinter ketimbang sty.",bagus gaesss kluivertnya buang lihat organisasi tahan indo lawan arab saudi era sty era pelatih belanda bahas jeje harpa cari gambar emang pelatih pinter ketimbang sty,negatif,Kritik pelatih sekarang yang dianggap kurang pintar dibanding STY.
Mna mungkin Erik pecat kepala pelatih...mereka ngak cuan dong...#mafia😂,mna erik pecat kepala pelatihmereka ngak cuan mafia,negatif,"Sindiran tentang Erick, cuan, dan mafia."
Uda ganti pk.. Gk pake neko2 lagi uda jelas gus dur bilang pelatih bermata sipit yg bisa meloloskan Indonesia ke pildun,uda ganti pk pake neko uda gus dur bilang pelatih mata sipit lolos indonesia pildun,negatif,Seruan mengganti PK karena dianggap tidak cocok.
"Yang hampir 5 tahun berdarah2 bangun pondasi timnas aja ""mereka"" berani ganti,apa susah nya yang baru 8 bulan diganti juga,mumpung belum keliatan hasil nya,mumpung ngga di tengah2 kompetisi kaya yg sebelum nya,justru sekarang saat yg tepat untuk merombak total staff kepelatihan,agar kebodohan mengganti semua staff kepelatihan dipertengahan kompetisi,tidak terulang",darah bangun pondasi timnas berani gantiapa susah ganti jugamumpung liat hasil nyamumpung ngga kompetisi kaya nyajustru rombak total staff kepelatihanagar bodoh ganti staff latih tengah kompetisitidak ulang,negatif,Kritik keras terhadap keputusan mengganti STY dan staff kepelatihan di tengah kompetisi.
"​ @AtutJusuf betul, percuma jika setengah setengah,KLO emang jagoan Pastore ketimbang PK, kenapa musti rekrut tuh orang?, Setuju banget sih, lagian Pastore belum punya pengalaman banyak di level senior.",setengahklo emang jago pastore ketimbang pk musti rekrut tuh orang tuju pastore alam level senior,negatif,Kritik terhadap perekrutan PK/Pastore dan pengalaman Pastore.
Pasti ini buzzernya arya,buzzernya arya,negatif,"Tuduhan buzzer terhadap Arya, bernada negatif."
Yg harus dirombak total pertama adalah PSSI nya,rombak total pssi,negatif,Kritik bahwa PSSI harus dirombak total.
Mantap setuju,mantap tuju,positif,Persetujuan dan dukungan singkat.
