komentar,komentar_bersih,label_final,alasan_label
"​​ @FansTrioNa Betul gan ET itu Termul ET zholim sma STY dia keluar ke Belanda cari pelatih pengganti tanpa bicara baik2 terlebih dahulu Bahkan STY baru diinfo pagi hari di hari pemecatan Dan siangnya diumumkan pelatih baru Kejam Kau Erick Skrg kau bilang ""Siapa suruh kita mimpi ketinggian lolos Pildun""",gan et termul et zholim sty belanda cari pelatih ganti bicara sty info pagi pecat siang umum pelatih kejam kau erick skrg kau bilang suruh mimpi tinggi lolos pildun,negatif,Kritik terhadap ET dan proses pemecatan STY.
"Tv one salah satu investasi mafia, makanya sgja yg undang omongn timnas indo pundit² alias sales nya fdrsi untuk sgja menghancurkan timnas indo",tv one salah investasi mafia sgja undang omongn timnas indo pundit alias sales fdrsi sgja hancur timnas indo,negatif,Kritik terhadap media/pundit/federasi.
Penggagal nyatanya itu Erick Tohir.❤❤❤,gagal erick tohir,negatif,Menyalahkan Erick sebagai penyebab kegagalan.
"Sebenarnya yang salah itu bukan Kluivert, tapi erick thohir dia juga yang mecat shin tae yong. Andai erick thohir mau sabar dulu dan gak buru² pecat shin tae yong kalo gak lolos pildun, pasti hasilnya juga gak kaya gini",salah kluivert erick thohir mecat shin tae yong andai erick thohir sabar buru pecat shin tae yong kalo lolos pildun hasil kaya gin,negatif,Menyalahkan Erick atas pemecatan STY yang terburu-buru.
pengangguran di tawarin jd pelatih gaji gede pasti mau lah urusan target tercapai atau tidak yaa urusan ntar 🤣 tohir aja suruh jd pelatih 🤣,anggur tawarin pelatih gaji gede urus target capai yaa urus ntar tohir suruh pelatih,negatif,Sindiran terhadap pelatih yang menerima gaji besar.
PK mengubah harapan jadi parlay,pk ubah harap parlay,negatif,Sarkasme Patrick mengubah harapan jadi parlay.
"Trad record pk dari awal SDH mencurigakan, sepakat klw PK out & kembalikan STY. Sty adalah warga Korsel tp berjiwa Nasionalis Indonesia.",trad record pk sdh curiga sepakat klw pk out kembali sty sty warga korsel jiwa nasionalis indonesia,negatif,Kritik terhadap rekam jejak PK dan dukungan mengembalikan STY.
🤣🤣🤣 sy setuju bgt sm ente bang @beritasepakbilaDS,sy tuju ente bang,positif,Menunjukkan persetujuan positif.
"Bener bang, padahal STY pelatih terbaik dunia malah dipecat.. Lihat aja STY setelah dipecat king indo dia sgt sukses ditim yg dia latih sekarang😢",bener bang sty pelatih baik dunia pecat lihat sty pecat king indo sgt sukses tim latih,positif,"Memuji STY sebagai pelatih terbaik, meskipun ada nada sedih."
​ @KakekSudahTobat udah di pecat di tim sekarang kk,udah pecat tim kk,netral,Memberi informasi bahwa STY dipecat di tim sekarang.
"​ @KakekSudahTobat wkwkw terbaik dunia😂, di Ulsan HD aja di pecat itu pelatih😂, udah terbukti emng pelatih bapuk😂",wkwkw baik dunia ulsan hd pecat pelatih udah bukti emng pelatih bapuk,negatif,Mengejek STY dan menyebut pelatih buruk.
"Ga sepenuhnya sih. Kenapa si patrick ga coba nerusin apa yg udah dijalanin sty dulu gitu? Nah misal hasilnya kurang bagus, ya barusan deh diganti dengan konsep strategi dan pelatihan patrick. Kalau hasilnya masih bagus2 aja, ya terus lanjutkan dengan apa yg udah sty jalankan, walaupun sty udah melatih timnas, minimal sampe lolos kualifikasi aja.",sepenuh si patrick coba nerusin udah dijalanin sty gitu hasil bagus ya barusan ganti konsep strategi latih patrick hasil bagus ya lanjut udah sty jalan sty udah latih timnas minimal sampe lolos kualifikasi,negatif,Kritik terhadap Patrick karena tidak melanjutkan pola STY.
Keren...betul skali,kerenbetul skali,positif,Pujian/persetujuan.
Yin and kampreto,yin and kampreto,negatif,Sindiran/ejekan.
Ke aff,aff,netral,Pernyataan sangat singkat tanpa emosi jelas.
Teruslah bermimpi.. jangan terlalu banyak berharap.. anggap saja ini kegagalan timnas hindia belanda..,terus mimpi harap anggap gagal timnas hindia belanda,negatif,Komentar pesimis terhadap kegagalan Timnas.
"Ya aku lagi suka STY, Dari kluivert. Pemain nya banyak belanda hasil nya..ya iyalah sama😂😂😂 mimpi bisa",ya suka sty kluivert pemain belanda hasil nyaya iya mimpi,negatif,Membandingkan STY dan Kluivert dengan nada kritik.
Ada yang tau kalau mau nyewa ferry irwandi 2 jam buat seminar butuh berapa biayanya 😅?,nyewa ferry irwandi jam seminar butuh biaya,netral,Pertanyaan di luar topik utama.
Ganti aja sama pastor headcoach nya,ganti pastor headcoach,netral,Usulan bercanda tanpa sentimen jelas.
"betul kluivert out, erik thohir mundur dan pemainnya juga out. mending balik ke stelan awal aja seperti tahun 2020 pakai pemain lokal. 😂",kluivert out erik thohir mundur main out mending stelan pakai pemain lokal,negatif,"Kritik agar Kluivert, Erick, dan pemain keluar."
"Kelas kata""mu bung",kelas kata,positif,Pujian terhadap kata-kata/analisis.
Hmm.... Umami. Pak Tohir.. memasak 😂. Rayasanya renyah di awal manis di awal dan pahit di akhir Gosong-gosong nggak tuh.,hmm umami tohir masak rayasanya renyah manis pahit gosonggosong tuh,negatif,Sindiran terhadap Tohir dengan nada negatif.
Out bintang laut👏,out bintang laut,negatif,Dukungan negatif untuk 'out' pihak tertentu.
"masih aja STY, di Ulsan HD Fc aja dipecat😂, yg sebahasa aja dipecat gitu apa lagi yg beda bahasa😂",sty ulsan hd fc pecat bahasa pecat gitu beda bahasa,negatif,Mengejek STY karena dipecat Ulsan.
"​ @LieslMorningstar Pola manajemen di klub dan timnas itu beda, gak bisa disamaratakan, gak apple to apple dibandingkan.",pola manajemen klub timnas beda disamaratakan apple to apple banding,netral,Penjelasan netral bahwa pola manajemen klub dan timnas berbeda.
​ @LieslMorningstar nahhhh ini... Sty gak bs bawa Ulsan naik performe aja di pecat.. Apalagi bintang laut yg udah gagal total.. Harus pecat.. Skalian pak RT juga mundur,nahhhh sty bs bawa ulsan performe pecat bintang laut udah gagal total pecat skalian rt mundur,negatif,Mengkritik STY dan Patrick/RT yang gagal.
STY juga ngubah mimpi Ulsan back2back juara cmn jadi harapan karena faktanya terjun bebas ke degradasi 😂😂😂 udah paling bener pelatih timnas tuh Luiz mila,sty ngubah mimpi ulsan back back juara cmn harap fakta terjun bebas degradasi udah bener pelatih timnas tuh luiz mila,negatif,Kritik/sindiran terhadap STY dan usulan pelatih lain.
Loe aja mimpi ketinggian sadar diri bro didepan kita masih kurang striker ngk ada kalau mau lolos paling tidak ada 3 striker murni,loe mimpi tinggi sadar depan striker ngk lolos striker murni,negatif,Kritik terhadap harapan terlalu tinggi dan kekurangan striker.
"​ @DikChan-v9m9c jdi apa guna ny ganti pelatih tujuan ny kan mau lolos kalau gagal juga ngpaen capek"" ganti pelatih betul kata bung fery bnyak ngeluarkan biaya konpen sasi.masalah ny ini pegantian pelatih ny di tengah jln konpetisi blm selesai udh di gnti jncok",ny ganti pelatih tuju ny lolos gagal ngpaen capek ganti pelatih fery bnyak ngeluarkan biaya konpen sasimasalah ny ganti pelatih ny jln konpetisi blm selesai udh gnti jncok,negatif,Kritik terhadap pergantian pelatih di tengah kompetisi.
​ @DikChan-v9m9c ya elah otak..masa kalimat gtu aja gk ngerti...padahal yg semua orang komentari itu perkembangan timnas itu sendiri ..progress ..dan semua orang setuju ada salah fatal soal keputusan pelatih pas lawan arab...apa pula stricker murni banyak hal..meski ada 17 stricker murni kalo pelatihnya gak mau ganti2 buat apa😂..simak saja pas lawan arab..,ya elah otakmasa kalimat gtu ngertipadahal orang komentar kembang timnas progress orang tuju salah fatal putus pelatih lawan arabapa stricker murni halmeski stricker murni kalo latih ganti apasimak lawan arab,negatif,Kritik keras terhadap argumen lawan dan keputusan pelatih.
Kalau dipengang STY malah indo bisa jadi sudah gagal duluan sebelum playoff.,pengang sty indo gagal duluan playoff,negatif,Berpendapat STY pun bisa membuat Indonesia gagal.
"​ @juliusvembry5322 lu sok tau bre stidak ny tunggu konpetisi selesai dulu baru ganti jgn di tengah"" ganti pelatih.",sok bre stidak ny tunggu konpetisi selesai ganti jgn ganti pelatih,negatif,Kritik terhadap pergantian pelatih di tengah kompetisi.
"Lah kocak yg bikin timnas bagus itu bukan sty, liat aja permainan timnas sebelum naturalisasi sama setelah naturalisasi. Sty datang 2020 janjiin juara AFF, faktanya gimana??? Nothing. Ga usah bias, kalo ngomong pakai data, liat statistik kocak, sty itu statistik kemenangan dibawah 50%. Apa dasarnya bilang sty itu pelatih bagus??? Di Ulsan aja dipecat baru brapa bulan melatih. Apa dasarnya sty itu pelatih bagus???",kocak bikin timnas bagus sty liat main timnas naturalisasi naturalisasi sty janjiin juara aff fakta gimana nothing bias kalo ngomong pakai data liat statistik kocak sty statistik menang bawah dasar bilang sty pelatih bagus ulsan pecat brapa latih dasar sty pelatih bagus,negatif,Kritik keras terhadap klaim STY sebagai pelatih bagus.
"​ @YoasPergianto lu kira pemain timnas indonesia pemain kelas a, ngoper aja ga beres bisanya lari doang, itu di rubah sama sty dr minus bukan 0 lagi, ketahuan lu buzzer 😂😂😂",pemain timnas indonesia pemain kelas ngoper beres bisa lari doang rubah sty minus tahu buzzer,positif,Membela kontribusi STY mengubah Timnas dari kondisi sangat rendah.
