komentar,komentar_bersih,label_final,alasan_label
"Ya gini kalau ganti pelatih di tengah jalan dikira ada perkembangan malah amburadul 😂,ya semoga pssi bisa introspeksi diri apa yang salah dalam proyek pergantian pelatih ini sampai mimpi rakyat Indonesia ke piala dunia gagal seketika sirna dan sesakit ini dihati fans sepakbola indonesia😢",ya gin ganti pelatih jalan kembang amburadul ya moga pssi introspeksi salah proyek ganti pelatih mimpi rakyat indonesia piala dunia gagal sirna sakit hati fans sepakbola indonesia,negatif,Kritik pergantian pelatih yang membuat mimpi gagal.
Wkwkwkwkwkwk GWS,wkwkwkwkwkwk gws,negatif,Cemoohan/sindiran terhadap situasi.
Bang mendingan kalah sama sty bang Erik Tohir harus nya jangan di ganti 😢😢😢😢😢😢,bang mending kalah sty bang erik tohir ganti,negatif,Menyesalkan pergantian STY dan lebih memilih kalah bersama STY.
Sebenarnya ada apa ya di dunia sepak bola Indonesia,ya dunia sepak bola indonesia,netral,Pertanyaan umum tentang kondisi sepak bola Indonesia.
14:24 gw gak setuju ama lu min. Tanpa naturalisasi apakah bisa kita sejauh ini ? Apakah bisa pemain lokal berkembang sebaik ini ?,tuju ama naturalisasi pemain lokal kembang,positif,Membela naturalisasi dan perkembangan pemain lokal.
"kalo mau pecat STY juga beresin dulu lah kualifikasi, baru coba Petrik Kluipert",kalo pecat sty resin kualifikasi coba trik kluipert,negatif,Mengkritik pemecatan STY sebelum kualifikasi selesai.
Kegoblokan PSSI sudah mendarah daging😅,goblok pssi darah daging,negatif,Kritik keras kepada PSSI.
"Misalkan nih ya misalnya sty masih jdi pelatih timnas terus tdk lolos, pasti kalian bilang mending ganti pelatih, salah semua jadi orang Dimata netizen😂",ya sty pelatih timnas lolos bilang mending ganti pelatih salah orang mata netizen,netral,Komentar meta tentang netizen yang selalu menyalahkan pelatih.
"Menurut gua yg knp di mainin disitu atau knp harus main jadi starter tuh Beckham, Kambuaya, Klok, Yakob. Tapi aneh si yg nyalahin Beckham, jelas2 dia disuruh pelatih main, ga ngasih hasil maksimal rounde 2 langsung di ganti kan, kalau pada nyalahin klok si oke aja karna emg ga maksimal tapi main full. Kambuaya juga knp main di posisi itu, yg cocok diposisi itu kan haye, Kambuaya di posisi nya klok harusnya. Nah ini ni Yakob yg krusial, Beckham sama yakob kan pemain yg kecil ya pasti di hajar terus2an, Beckham udh pas di ganti babak dua, tapi Yakob ngga di ganti2 sampe 2 gol arab dari dia loh, terus itu 1 gol dari klok, jadi menurut gua kalau emg mau main salah2an ya 2 pemain itu yg nyumbang gol, apalagi Yakob, tapi ga pernah di bahas tu sama media2, yg di bahas malah Beckham yg udh di ganti. Tapi gua sendiri gamau nyalahin pemain, lebih ke pelatihnya kenapa masang mereka jadi starter, kenapa juga ada yg ga di posisi terbaik nya, entah lah",mainin situ main starter tuh beckham kambuaya klok yakob aneh si nyalahin beckham suruh pelatih main ngasih hasil maksimal rounde langsung ganti nyalahin klok si oke emg maksimal main full kambuaya main posisi cocok posisi haye kambuaya posisi klok ni yakob krusial beckham yakob pemain ya hajar an beckham udh ganti babak yakob ngga ganti sampe gol arab loh gol klok emg main salah an ya pemain nyumbang gol yakob bahas tu media bahas beckham udh ganti gamau nyalahin pemain latih masang starter posisi baik,negatif,Mengkritik pemilihan pemain/lineup dan performa pemain.
TOWEL KOK GA KOAR KOAR YAH..,towel koar koar yah,netral,"Pertanyaan/komentar tentang pundit, tidak langsung ke Timnas."
TOMBOL PETIKKKK OUT -------+,tombol petikkkk out,negatif,Menuntut Patrick keluar.
Filosofi bermain Alex pastoor itu bertahan dan serangan balik. Gak pernah tuh di pake si PK pejudi ulung itu.,filosofi main alex pastoor tahan serang tuh pake si pk judi ulung,negatif,Mengkritik Patrick yang tidak memakai filosofi Pastoor.
Siapa mafia sepak bola nya?😢😢😢,mafia sepak bola,netral,Pertanyaan tentang siapa mafia sepak bola.
"Udah gua blg dri dulu, selama pemerintahan ga beres, apapun programnya akan brekele pada waktunya.",udah blg dri perintah beres apa program brekele,negatif,Kritik pemerintahan/program yang dianggap tidak beres.
"Basi, dari gw kecil denger kata kata ini dan hasilnya nothing.",basi denger hasil nothing,negatif,Pesimis karena hasil lama dianggap tidak berubah.
"​ @ranswey semua kan gara"" ET yg bawa bawa pildun ke kampanye, emang harus diganti",gara et bawa bawa pildun kampanye emang ganti,negatif,Menyalahkan Erick Thohir karena membawa isu Pildun ke kampanye.
dan berikan alasanmu?,alas,netral,Hanya meminta alasan tanpa sentimen jelas.
"Indonesia pernah di jajah belanda,sekarang PSSI dijajah patrick kluivert😂",indonesia jajah belandasekarang pssi jajah patrick kluivert,negatif,Sindiran PSSI dijajah Patrick Kluivert.
Kan gw bilang aff aja udah😂 😂,bilang aff udah,negatif,Sindiran agar fokus AFF saja.
emang federasinya yg problematik mau gimana lgi cuyyy😂,emang federasi problematik gimana lgi cuyyy,negatif,Menyebut federasi problematik.
Admin channel ini gamalu apa ya kan lu yang besar besarin kalo Indo pasti lolos pildun eh sekarang pas tau ga lolos kok ga minta maaf😂 malah cuci tangan😂😂😂,channel gamalu ya besarin kalo indo lolos pildun lolos maaf cuci tangan,negatif,Mengkritik admin/channel yang terlalu membesarkan peluang lolos.
periksa arya kayaknya dia yang terllu optimis,periksa arya kayak terllu optimis,negatif,Mengkritik Arya yang dianggap terlalu optimis.
Proyek Naturalisasi Gagal Erick Thohir Harus Tanggungjawab Kluivert Out Piala Dunia hanya mimpi yang tidak akan terwujud bagi Indonesia,proyek naturalisasi gagal erick thohir tanggungjawab kluivert out piala dunia mimpi wujud indonesia,negatif,Menyebut proyek naturalisasi gagal dan menuntut Erick/Kluivert bertanggung jawab.
Keputusan yang ceroboh mengakibat kan mala petaka untuk timnas.😏😏,putus ceroboh akibat mala petaka timnas,negatif,Menilai keputusan ceroboh membawa malapetaka.
"Lebih Baik Kami Gagal Terhormat ke Piala Dunia Bersama Bapak Reformis Timnas Garuda,,,""Coach Shin Tae-Yong"".........Ketimbang Hancur dan Tenggelam Bersama Si Bintang Laut (PK) di Bikini Bottom,,,tempatnya Radiasi Nuklir Kehidupan.......!!!!!! Kami Sungguh Tak Rela,,,Tak Ada Ruang Ikhlas lagi.......!!!!! COACH SHIN bisa saja Balik Ke Indonesia untuk Melatih Garuda,,,tapi dengan Catatan ""BUMI HANGUSKAN"" dulu para Pembenci-Pembencinya,,,para Pengamat-Pengamat Bola Taēk seperti Si Towel Cs itu,,,Oknum-Oknum MAFIA BOLA di PSSI,,,dan Stasiun-Stasiun TV Swasta yang menyiarkan Berita-berita Sampah,,,,Supaya Jalan COACH SHIN Mulus dan Tenang Melatih TIMNAS GARUDA,,,,Gimana menurut Kalian SOB........????? ""Semoga Irak Atau Arab salah satunya MENGUNDURKAN DIRI dari Perhelatan Pildun,supaya Garuda Tampil Kembali(hanya mimpi tapallaahhh)......!!!!!!""",gagal hormat piala dunia reformis timnas garudacoach shin taeyongketimbang hancur tenggelam si bintang laut pk bikini bottomtempatnya radiasi nuklir hidup sungguh relatak ruang ikhlas coach shin indonesia latih garudatapi catat bumi hangus pembencipembencinyapara pengamatpengamat bola si towel cs ituoknumoknum mafia bola pssidan stasiunstasiun tv swasta siar beritaberita sampahsupaya jalan coach shin mulus tenang latih timnas garudagimana sob moga irak arab salah satu undur helat pildunsupaya garuda tampil kembalihanya mimpi tapallaahhh,negatif,Menolak kegagalan bersama Patrick dan lebih memilih STY.
"Erik Thohir lah yang harus bertanggung jwab,, sudah mengecewakan 280jt jiwa penduduk indonesia",erik thohir tanggung jwab kecewa jt jiwa duduk indonesia,negatif,Menyalahkan Erick Thohir karena mengecewakan publik.
Mungkin masyarakat kita masih bisa terima meskipun tersingkir asalkan Coach ny tetep STY.. laah ini tbtb bgt cuma tinggal beberapa match lg dilengserkan. Udah gitu mana penggantinya trackrecord ny yg jelek pula😂,masyarakat terima singkir coach ny tetep sty laah tbtb tinggal match lg lengser udah gitu ganti trackrecord ny jelek,negatif,Mengkritik pemecatan STY yang tiba-tiba dan pengganti bertrack record buruk.
"Min knp pake AI sih, aneh bet nontonnya",pake ai aneh bet nontonnya,netral,"Kritik terhadap penggunaan AI di video, bukan sentimen Timnas."
Ridho Blunder 😂,ridho blunder,negatif,Menyebut blunder Ridho.
Di curaco klah 6 laga menang satu knpa suruh gantikan tayong😮,curaco klah laga menang knpa suruh ganti tayong,negatif,Mengkritik keputusan mengganti STY dengan pelatih berrekor buruk.
Oh tidak Jangan Timnas Indonesia Kuuuuuu Kalah sama Arab Saudi dan Irak Gak Bisa Pergi Ke Amerika Serikat (Nickelodeon),timnas indonesia kuuuuuu kalah arab saudi irak pergi amerika serikat nickelodeon,negatif,Ekspresi sedih karena Timnas kalah dan gagal ke Amerika.
suporter hanya untuk beli tiket,suporter beli tiket,negatif,Sindiran bahwa suporter hanya dianggap pembeli tiket.
"Kocak emang PSSI, dikira dengan naturalisasi aja bisa ngebantu? Padahal pelatih berkualitas juga sangat penting. Dan lucunya Ketum malah angkat tangan terkait Liga domestik dan nyerahin sepenuhnya ke I-League😂",kocak emang pssi naturalisasi ngebantu pelatih kualitas lucu tum angkat tangan kait liga domestik nyerahin sepenuh ileague,negatif,Kritik terhadap PSSI dan kualitas pelatih.
Cari pelatih yang berkualitas,cari pelatih kualitas,netral,Usulan mencari pelatih berkualitas tanpa emosi jelas.
"Tim kepelatihan terbaik ga mau nemuin suporter, malah kabur ke belanda",tim latih baik nemuin suporter kabur belanda,negatif,Kritik tim kepelatihan yang dianggap kabur.
"konspirasi terbesar adalah memecat king STY dan menggantinya dengan pelatih medioker,,,,,,🥲🥲🥲",konspirasi besar pecat king sty ganti pelatih medioker,negatif,Menyebut pemecatan STY dan pelatih pengganti sebagai konspirasi/medioker.
Erik Tohir biangnya,erik tohir biang,negatif,Menyalahkan Erick Thohir.
Timnas jago patah hati,timnas jago patah hati,negatif,Sindiran bahwa Timnas jago membuat patah hati.
"lebih baik gagal bersama Coach sty, yg sudah membangun timnas mines",gagal coach sty bangun timnas mes,negatif,Lebih memilih gagal bersama STY yang membangun Timnas.
Kluivert out 😢😢,kluivert out,negatif,Menuntut Kluivert keluar.
