komentar,komentar_bersih,label_final,alasan_label
"Ini timnas ibaratkan d bangun luis mila, d bgus kan oleh STY, trus d hancurkan oleh Patrick decul🤣",timnas bangun luis mila bgus sty hancur patrick decul,negatif,Menyebut Patrick menghancurkan Timnas yang sudah dibangun.
Sayang buang buang duit negara sampai jor joran menaturalisasi pemain dan tahu tahunya hasil akhirnya kayak gini memalukan,sayang buang buang duit negara jor joran naturalisasi pemain tahu hasil gin malu,negatif,Kekecewaan karena biaya naturalisasi dianggap sia-sia/memalukan.
“Cuma di P͟U͟L͟A͟U͟W͟I͟N broo” — cuma di mana maksud lo?! 😭,pulauwin broo maksud,netral,Komentar spam/istilah Pulauwin tanpa opini Timnas.
Emang Indonesia belum layak ke piala dunia jadi jangan saling menyalahkan😢. Semoga kita menjadi lebih kuat di kualifikasi 2030,emang indonesia layak piala dunia salah moga kuat kualifikasi,positif,Menerima kegagalan dan berharap lebih kuat di 2030.
"Menurut pribadi hanya Kluivert yg di pecat, pastoor jadi pelatih sementara Simon,jordi dari belanda😂 Pasti pelatihnya dari belanda lagi jika semua gerbong dipecat Jika pelatih liga 1 mungkin bernardo tavares sama seperti Sty dari permainan Pragmatis😅 tinggal STAFF SAJA tavares tau tentang liga indonesia",pribadi kluivert pecat pastoor pelatih simonjordi belanda latih belanda gerbong pecat pelatih liga bernardo tavares sty main pragmatis tinggal staff tavares liga indonesia,netral,Usulan/analisis pelatih pengganti tanpa sentimen dominan.
Min dapat 150 y? Ga sah dipoles lah apa adanya,sah poles,netral,Komentar ke admin terkait bayaran/polesan video.
"knp cma klok dan beckham aja, gimana sma yakob, trus lwan iraq yg ridho yg bkin blunder jd goll.....",cma klok beckham gimana yakob lwan iraq ridho bkin blunder goll,negatif,Mengkritik fokus kesalahan pemain/blunder dalam laga.
FOKUS AFF AJA,fokus aff,negatif,Sindiran agar fokus AFF saja.
"Kalo alex pastore dkk tim kepelatihan terbaik, minimal sudah berada di timnas Belanda Itu logika dasar saja",kalo alex pastore dkk tim latih baik minimal timnas belanda logika dasar,negatif,Mengkritik klaim tim kepelatihan terbaik.
Negara negara yg korup di larang masuk pildun 😂😂,negara negara korup larang masuk pildun,negatif,Sindiran negatif soal negara korup dilarang masuk Pildun.
Beckam putra sama yakob dan mark klock beban timnas banget,beckam putra yakob mark klock beban timnas,negatif,Menyebut beberapa pemain sebagai beban Timnas.
Nih yang komen “makasih P͟U͟L͟A͟U͟W͟I͟N” maksudnya apaan dah 😭,komen makasih pulauwin maksud dah,netral,Komentar spam/istilah Pulauwin tanpa opini Timnas.
Ternyata doa Madampang tdk d kabulkan Tuhan,doa madampang kabul tuhan,negatif,Kekecewaan karena doa/harapan tidak terkabul.
"bukan mencari kambing hitam, tapi emang gitu ada nya pertengahan kompetisi tiba tiba di pecat, padahal hasil sty ga buruk buruk bgt dan lawan arab menang, pas di ganti kan apa dari pihak pssi menggagung agungkn bgt patrick pelatih terhebat lah blablabla, berarti pssi yakin bgt sama kualitsas nya patrick nyta nya apa?, o shot on target lawan lebanaon lawan arab cuman bisa p kalo wasit nya berat sebelah udah kelar itu di bantai bantai arab",cari kambing hitam emang gitu tengah kompetisi pecat hasil sty buruk buruk lawan arab menang ganti pssi menggagung agungkn patrick pelatih hebat blablabla pssi kualitsas patrick nyta shot on target lawan lebanaon lawan arab cuman kalo wasit berat belah udah kelar bantai bantai arab,negatif,Kritik pemecatan STY dan PSSI yang terlalu mengagungkan Patrick.
Ini ＰＵ𝙇𝘼𝙐𝙒𝙄𝙉 kok kayak jadi simbol ‘gue udah tau sesuatu tapi lo belum’.,simbol udah,netral,Komentar spam/istilah Pulauwin tanpa opini Timnas.
Penghianatan & provokasi yang merusak semuanya,penghianatan provokasi rusak,negatif,Menyebut pengkhianatan/provokasi merusak semuanya.
Yg lebih gk masuk akal knp AFC menggelar round 4 di saudi.,masuk akal afc gelar round saudi,negatif,Mengkritik keputusan AFC menggelar round 4 di Saudi.
"kesalahan tohir,kalo nggk mecat shin tae yong dan gagal lolos itu menjadi kejelasan kalo coach shin gagal,lalu wajar kalo kita nyari pelatih lain dan berproses dengan benar,tapi ini?yang berproses sudah di putus prosesnya lalu di ganti di tengah jalan,yang ada ekspektasi harus lolos bukan lagi proses....erick tohir gak cocok ada di dunia olahraga,bahkan di asosiasi olahraga apapun",salah tohirkalo nggk mecat shin tae yong gagal lolos jelas kalo coach shin gagallalu wajar kalo nyari pelatih proses benartapi iniyang proses putus proses ganti jalanyang ekspektasi lolos proseserick tohir cocok dunia olahragabahkan asosiasi olahraga apa,negatif,Menyalahkan Erick Thohir karena memutus proses STY.
Jgn terlalu berharap dg timnas sendiri selama PSSI masih sembarangan.😂,jgn harap dg timnas pssi sembarang,negatif,Pesimis selama PSSI masih sembarangan.
Kluivert out!!!,kluivert out,negatif,Menuntut Kluivert keluar.
"Org yg gak tahu terimakasih,GK akan sukses,yg membangun skuat dari 0 ,kau pecat,demi kepentingan mu sendiri,rasain sekarang,mundur kau erikkk...",orang terimakasihgk suksesyg bangun skuat kau pecatdemi penting mu sendirirasain sekarangmundur kau erikkk,negatif,Kritik keras kepada Erick dan pemecatan STY.
"Patrick Kluivert, P nya apa? Ya PENALTI lah",patrick kluivert ya penalti,negatif,Sindiran kepada Patrick soal penalti.
"Janji erick tohir manak ? Katanya kalau timnas gagal masuk pildun, mahu undur diri😅",janji erick tohir manak timnas gagal masuk pildun mahu undur,negatif,Menagih janji Erick Thohir untuk mundur.
Wkwkw MUKJIZAT Kalo indo masuk pildun,wkwkw mukjizat kalo indo masuk pildun,negatif,Sarkasme bahwa Indonesia masuk Pildun hanya mukjizat.
yg paling kasihan pemain naturalisasi... mereka rela pindah negara demi mengantarkan indonesia lolos pildun...,kasihan pemain naturalisasi rela pindah negara antar indonesia lolos pildun,negatif,Kasihan kepada pemain naturalisasi karena gagal mewujudkan tujuan.
Yang salah jelas Erik tohir dan Patrik kluiwet. Mereka harus Out mengurus timnas.,salah erik tohir patrik kluiwet out urus timnas,negatif,Menyalahkan Erick Thohir dan Patrick serta menuntut out.
Knp ujung2 nya sty lagi🤦‍♂️,ujung sty,netral,Pertanyaan/keluhan mengapa pembahasan kembali ke STY.
Pecat patrickk,pecat patrickk,negatif,Menuntut Patrick dipecat.
"Jelas awal kehancuran ini terlihat ketika STY di ganti di tengah performa yang tertata,,,pssi mencopot ganti dengan Patrick.inilah hasilnya...",hancur sty ganti performa tertatapssi copot ganti patrickinilah hasil,negatif,Menyebut awal kehancuran saat STY diganti.
"Bukan cari kambing hitam...tapi kambing hitamnya harus menyingkir dulu...GANTI PATRICK KLUIVERT DENGAN ERIC TEN HAG....naturalisasi Onana,Maguire Anthony",cari kambing hitamtapi kambing hitam singkir duluganti patrick kluivert eric ten hagnaturalisasi onanamaguire anthony,negatif,Kritik kepada Patrick dan usulan pengganti bernada sindiran.
Timnas belum siap..negara yg langganan lolos ke pildun sudah terbentuk jauh jauh hari.. contoh kecil Italia yang baru regenerasi aj terancam ga lolos..kita harusnya tau diri..,timnas siapnegara langgan lolos pildun bentuk contoh italia regenerasi aj ancam loloskita,netral,Analisis bahwa Timnas belum siap dan perlu realistis.
"Kesalaan terbesar adalah mengganti pelatih yg lagi bagus ditengah jalan dengan alasan ngaco, ET....ET 😂😂😂",sala besar ganti pelatih bagus tengah jalan alas ngaco etet,negatif,Menyebut kesalahan terbesar adalah mengganti pelatih di tengah jalan.
Dulu banyak yang hujat STY karena kalah di AFF eh sekarang malah kalah dari kualifikasi PD 😂😂😂 makan tuh penyepng PK,hujat sty kalah aff kalah kualifikasi makan tuh penyepng pk,negatif,Sindiran kepada pendukung PK setelah kalah.
ERIK TOHIR OUT,erik tohir out,negatif,Menuntut Erick Thohir keluar.
Gara 2 ganti pelatih pemain nasional jadi noob siapa ganti kulivert,gara ganti pelatih pemain nasional noob ganti kulivert,negatif,Menyalahkan pergantian pelatih membuat pemain nasional buruk.
"STY yg bikin lahan, yg nanamin, si pietrik yg tinggal ngasih pupuk...masalah y, yg seharus y di kasih urea ini mah di kasih tai ayam 😂😂😂",sty bikin lahan nanamin si pietrik tinggal ngasih pupukmasalah harus kasih urea mah kasih tai ayam,negatif,Sindiran kasar bahwa Patrick merusak pekerjaan STY.
