komentar,komentar_bersih,label_final,alasan_label
"Nanti kalau gak ada yang nonton di tribun ngemis"" sama fans.sekarang jadi Menpora rangkap ketum PSSI.y",nonton tribun ngemis fanssekarang menpora rangkap tum pssiy,negatif,Mengkritik PSSI/ET karena dianggap akan meminta dukungan fans dan merangkap jabatan.
Yg lebih anehnya lagi pelanggaran di kotak pinalti dik di sikut yg nyikut kena kartu merah tapi kok gak pelanggaran/pinalti cuma di kasih kartu doang 🤣🤣🤣,aneh langgar kotak pinalti dik sikut nyikut kena kartu merah pelanggaranpinalti kasih kartu doang,negatif,Mengkritik keputusan/insiden wasit terkait penalti.
Ada betulnya jga mereka hanya berusaha untuk bisa masuk piala Dunia tpi fans kita terlalu berexpetasi tinggi padahal lolos round 4 aja suda prestasi,betul jga usaha masuk piala dunia fans berexpetasi lolos round suda prestasi,positif,Menilai lolos round 4 sudah prestasi dan membela usaha Timnas.
Masih jauh klo lihat dari segi permainan dan kualitas klo untuk masuk pildun,lihat segi main kualitas masuk pildun,negatif,Menilai permainan dan kualitas Timnas masih jauh untuk masuk Piala Dunia.
Wajib pecat pelatih dan ganti ketua umum PSSI,wajib pecat pelatih ganti ketua pssi,negatif,Menuntut pemecatan pelatih dan pergantian ketua PSSI.
"Hadeuh yg bgini yg bikin gaduh,,, ET ngomong ny gk bgitu bre",hadeuh bgini bikin gaduh et ngomong ny bgitu bre,netral,Lebih berupa klarifikasi bahwa ucapan ET dianggap tidak seperti itu.
Toha toha😂,toha toha,netral,Komentar bercanda singkat tanpa konteks sentimen jelas.
Kalau.benar.pernyataanya.begitu.pertanyaanya.masihkah.kita.mempercayainya.sbg.ketum.PSSI?,kalaubenarpernyataanyabegitupertanyaanyamasihkahkitamempercayainyasbgketumpssi,negatif,Meragukan kepercayaan terhadap ketua PSSI.
Itu jawaban Ter dungu dr pejabat PSSI..,ter dungu jabat pssi,negatif,Menghina pejabat PSSI sebagai dungu.
"Sepak bola Indonesia dikenal dunia,dibawah pimpinan ETO,,Boleh pelatih diganti tapi ketua PSSI ada ga yg bisa bersinergi dengan dunia luar, orang orang yang berpengaruh di sepak bola dunia.jadi menurut ku anggap ini suatu dasar atau pondasi untuk menopang tim kedepan nya,,Ingat ya ini Indonesia,negara eropa pun ga semuanya timnas y lolos PILDUN,inikan jangka panjang,Para Pemain sudah mati Matian berjuang Ingin lolos,kita sebagai penonton jangan egois,susah tidak gampang, perjuangan butuh waktu,terimalah dan bijak dalam menilai dan memutuskan.. kritik boleh tapi jangan berlebihan.",sepak bola indonesia kenal duniadibawah pimpin etoboleh pelatih ganti ketua pssi sinergi dunia orang orang pengaruh sepak bola duniajadi ku anggap dasar pondasi topang tim depan nyaingat ya indonesianegara eropa timnas lolos pilduninikan jangka panjangpara pemain mati mati juang loloskita tonton egoissusah gampang juang butuh waktuterimalah bijak nilai putus kritik,positif,Membela ET/PSSI dan mengajak bijak menilai perjuangan Timnas.
Hanya di era patrick timnas Indonesia mencetak gol salalu melalui titik putih di kualifikasi pildun,era patrick timnas indonesia cetak gol salalu titik putih kualifikasi pildun,negatif,Sindiran bahwa gol era Patrick hanya melalui titik putih.
Namanya juga politisi Kak,nama politis kak,negatif,Sindiran terhadap politisi/pejabat.
Saya setuju sekali sama bung binder...TDK ada yg saya bantah...1000% setuju,tuju bindertdk bantah tuju,positif,Menyatakan sangat setuju dengan analisis Bung Binder.
Ya kalau gak boleh bermimpi lolos ke piala Dunia. Lebih baik gak ush ikut kualifikasi piala dunia sampai2 habis habisan naturalisasi pemain.,ya mimpi lolos piala dunia ush kualifikasi piala dunia habis habis naturalisasi pemain,negatif,Mengkritik target dan proyek naturalisasi jika tidak berani bermimpi lolos.
"Jgn diartikan mentah² pernyataan erick tohir itu, jgn dinilai dg memperbesar prasangka buruk, artinya mimpi apapun dlm hal apapun itu hrs siap menerima resiko apapun & salah satunya kegagalan. Utk mndapatkan hasil terbaik dlm hal apapun bukan hanya dlm sepak bola pasti akan bertemu dg kegagalan, krn sesuatu yg besar & terbaik pasti tdk mudah dicapai secara instan.",jgn arti mentah nyata erick tohir jgn nilai dg besar prasangka buruk mimpi apa apa hrs terima resiko apa salah satu gagal mndapatkan hasil baik apa sepak bola temu dg gagal baik mudah capai instan,positif,Membela pernyataan Erick Tohir dan menilai kegagalan bagian dari proses.
Emank gila jabatan,emank gila jabat,negatif,Mengkritik seseorang karena dianggap gila jabatan.
out ET dan semua staffnya secepatnya,out et staffnya cepat,negatif,Menuntut ET dan stafnya segera keluar.
"Baru itu...gue juga liat! Gue kira ET istimewa, ternyata gak ada beda nya dgn pejabat2 indonesia, ngeluarin statement yg nyakitin hati fans Indonesia...kalau gak bermimpi ke pildun, buat apa proyek ke pildun njirrr? Ngapain capek2 cari pemain naturalisasi? Mending fokus benerin liga lokal, meningkatkan mutu dan stamina pemain2 lokal...",itugue liat et istimewa beda jabat indonesia ngeluarin statement nyakitin hati fans indonesiakalau mimpi pildun proyek pildun njirrr ngapain capek cari pemain naturalisasi mending fokus benerin liga lokal tingkat mutu stamina pemain lokal,negatif,"Mengkritik ET, proyek Piala Dunia, dan naturalisasi karena dianggap menyakiti fans."
Patrik out ganti sama beny dollo😅😅,patrik out ganti beny dollo,negatif,Sarkas meminta Patrick keluar dan diganti pelatih lain.
"Politisi mulutnya gak bisa di percaya, udah blacklist di 2029",politis mulut percaya udah blacklist,negatif,Mengkritik politisi sebagai tidak bisa dipercaya.
Kpan diyoutub apa,kpan diyoutub,netral,Pertanyaan tidak jelas terkait YouTube.
Siapa suruh ganti sty keluatan mainnya kucar kacir,suruh ganti sty luat main kucar kacir,negatif,Mengkritik keputusan mengganti STY dan permainan yang kacau.
"Kalian disini harus paham,sejauh ini hanyalah pak Erick Thohir yang paham sepakbola dibanding Ketum PSSI yang sudah pernah ada. Lihatlah sekarang liga Indonesia perlahan mulai enak ditonton. Sebelum pak Erick datang liga Indonesia itu macam tarkam. Itu sedikit contoh/indikasi bahwasanya pak Erick Thohir benar adanya membawa perubahan untuk sepakbola Indonesia terutama timnas.",pahamsejauh erick thohir paham sepakbola banding tum pssi lihat liga indonesia perlahan enak tonton erick liga indonesia tarkam contohindikasi erick thohir bawa ubah sepakbola indonesia timnas,positif,Memuji Erick Thohir karena dianggap membawa perubahan sepak bola Indonesia.
"​ @mesacchanel5431 lah justru pondasi permainan dibentuk sebelum era erik menjabat, kebetulan permainan mulai terlihat bagus saat erik mulai menjabat, malah dirusak dengan memecat STY,. Anda lucu.",pondasi main bentuk era erik jabat main bagus erik jabat rusak pecat sty lucu,negatif,Mengkritik Erick karena dianggap merusak pondasi dengan memecat STY.
ET harus mundur dari Ketum PSSI. PK juga out.,et mundur tum pssi pk out,negatif,Menuntut ET mundur dan PK keluar.
Ngabisin anggaran negara 😂😂,ngabisin anggar negara,negatif,Mengkritik penggunaan anggaran negara.
Kalau gagal barengan giliran sukses merasa paling berjasa sendiri,gagal bareng gilir sukses jasa,negatif,"Sindiran bahwa saat gagal bersama, saat sukses merasa paling berjasa."
infokan nonton dimana gan?,info nonton mana gan,netral,Bertanya tempat menonton.
​ @lutupxx .Oh ya brow ada beredar di yutube teekait pernyataan itu,ya brow edar yutube teekait nyata,netral,Memberi informasi bahwa ada pernyataan beredar di YouTube.
Setahu saya. Target Timnas kita Lolos di Round 4 Tapi kita ada peluang untuk ke Piala Dunia. Fans mungkin salah mengartikan.,tahu target timnas lolos round peluang piala dunia fans salah arti,netral,Klarifikasi target Timnas dan kemungkinan fans salah mengartikan.
