komentar,komentar_bersih,label_final,alasan_label
"Rejeki timnas senior Indonesia, Marselino yg bawah,tetapi coach PK membuang rejeki itu.",rejeki timnas senior indonesia marselino bawahtetapi coach pk buang rejeki,negatif,Mengkritik PK karena dianggap membuang peluang/rejeki Timnas.
"Gw bkn fans STY tapi jujur gue suka gaya permainan dia dengan bertahan dan counter atack nya,karna mnurut gw klau timnas lawan tim yg lebih bagus atau di atas timnas level nya,ya lbih cocok main bertahan dan qounter atack.",bkn fans sty jujur suka gaya main tahan counter atack nyakarna mnurut klau timnas lawan tim bagus timnas level nyaya lbih cocok main tahan qounter atack,positif,Memuji gaya permainan STY yang dinilai cocok untuk Timnas.
Sudah jgn hujat pemain... Yg salah tuh staf kepelatihan dan federasi kita. Justru mereka itu tuh yg harus di hujat.,jgn hujat pemain salah tuh staf latih federasi tuh hujat,negatif,"Menyalahkan staf pelatih dan federasi, bukan pemain."
jangan tahan emosi anda bung🤯,tahan emosi,netral,Komentar tentang emosi Bung Binder tanpa sentimen jelas ke Timnas.
STY memberikan harapan kita tampil di piala dunia dan bintang laut + federasi menghancurkan itu semua . Evaluasi besar besaran bintang laut + federasi nya langsung .,sty harap tampil piala dunia bintang laut federasi hancur evaluasi besar bintang laut federasi langsung,negatif,"Menyatakan harapan dari STY dihancurkan federasi, bernada kecewa/kritik."
Tenang tenang.... november besok kita masih bisa lihat timnas u17 di piala dunia yang lolos langsung lewat kualifikasi... semoga permainan mereka ada pemain yang promosi ke u23,tenang tenang november besok lihat timnas piala dunia lolos langsung kualifikasi moga main pemain promosi,positif,Memberi harapan pada Timnas U17 dan pemain promosi.
"Supporter seperti tidak berdaya, padahal katanya animo ny paling besar Mau sampai kapan sepakbola akan menjadi keuntungan sepihak Sampai kapan suporter akan jadi donatur yg tak bisa mengatur",supporter daya animo ny sepakbola untung suporter donatur atur,negatif,Mengkritik sepak bola yang dianggap menguntungkan sepihak.
1 syarat utama buat Timnas..... Semua lini kudu JUJUR😊❤,syarat utama timnas lini kudu jujur,positif,Harapan agar Timnas jujur di semua lini disertai nada dukungan.
Akhirnya saya tau kenapa dulu sty mencadangkan eliano,sty cadang eliano,netral,Pernyataan analitis tentang keputusan STY mencadangkan pemain.
"Kembalinya sty beri dia 5 tahun lagi pasti Indonesia banjir gelar yakinlah,contoh japan",kembali sty indonesia banjir gelar yakinlahcontoh japan,positif,Dukungan agar STY kembali dan optimisme Indonesia bisa berprestasi.
Asian cup 2027 menanti🎉🎉🎉,asi cup,positif,Menyambut Asian Cup 2027 dengan emoji perayaan/harapan.
BETUL SEKALI JEPANG SAJA BELAJAR DARI 0 DAN STY BELAJAR DARI MINUS 0,jepang ajar sty ajar minus,positif,Membandingkan proses STY secara positif sebagai perjuangan dari kondisi sulit.
Muaaakkk sudah denger bola lndonesia takadagunanyadi ahaslagi nasi sudahbassi.memuakkan,muaaakkk denger bola lndonesia takadagunanyadi ahaslagi nasi sudahbassimemuakkan,negatif,Mengungkapkan muak terhadap sepak bola Indonesia.
Bung Binder emosinya nembus layar,binder emosi nembus layar,netral,Hanya mengomentari emosi Bung Binder.
Rakyat Indonesia sudah di kecewakan oleh petinggi & pelatih Timnas...,rakyat indonesia kecewa petinggi pelatih timnas,negatif,Menyatakan rakyat kecewa kepada petinggi dan pelatih Timnas.
"Pasti bang Jay dan Marteen paes juga pasti nurut sama official timnas nya yg pasti adanya konten itu klo bukan dari orang dalam gak akan mungkin ,harusnya sabar dlu nanti setelah lawan iraq baru gpp lah ini keadaan mental pemain aja masih down gara-gara kalah lawan arab ,bisa BKIN pemain juga gak fokus gak sii cuma gara-gara podcast yg sebenarnya gak penting"" banget",bang jay marteen paes nurut official timnas konten orang sabar dlu lawan iraq gpp mental pemain down garagara kalah lawan arab bkin pemain fokus sii garagara podcast,negatif,Mengkritik konten/podcast dan official yang dianggap mengganggu mental pemain.
"Para pemain sdh berjuang maksimal dan luar biasa. Pelajaran bagi PSSI bila akan bertanding di level sebesar Piala Dunia maupun Piala Asia jgn lagi mengumpulkan pemain secara dadakan dg waktu yg sangat mepet,minimal 10 hari sebelum bertanding sdh berkumpul. Para pemainnya hrs di pertahankan utk piala Asia 2027",pemain sdh juang maksimal ajar pssi tanding level piala dunia piala asia jgn kumpul pemain dada dg mepetminimal tanding sdh kumpul main hrs tahan piala asia,positif,Mengapresiasi perjuangan pemain dan memberi evaluasi konstruktif untuk PSSI.
"Mantap sih pelatih irak, pandai membaca situasi pemain indonesia,, mantap mantap",mantap pelatih irak pandai baca situasi pemain indonesia mantap mantap,netral,"Memuji pelatih Irak, bukan komentar emosional terhadap Timnas Indonesia."
"Terima kasih STY karna engkaulah kami pendukung timnas bisa menyaksikan pertandingan hingga round piala dunia saat ini, mungkin tanpamu kita pendukung timnas sampai saat ini masih menyaksikan timnas tanding di piala AFF😂",terima kasih sty engkau dukung timnas saksi tanding round piala dunia tanpa dukung timnas saksi timnas tanding piala aff,positif,Ucapan terima kasih kepada STY atas perjuangan Timnas hingga ronde Piala Dunia.
Beginilah jika Harga Diri Negara dipertaruhkan pada seorang penjudi....,harga negara taruh judi,negatif,Sindiran keras terhadap pihak yang dianggap berjudi dengan harga diri negara.
Harus diulang pertandingan Indonesia Irak. FIFA wajib Ulang pertandingan ini ☝️,ulang tanding indonesia irak fifa wajib ulang tanding,negatif,"Menuntut pertandingan diulang, menunjukkan ketidakpuasan terhadap hasil."
"When your team is fighting, but you stab them in the back. That's a real crime.:text-green-game-over:",when your team is fighting but you stab them in the back thats real crimetextgreengameover,negatif,"Menyebut tindakan menusuk tim sebagai kejahatan, bernada kritik keras."
"Rakyat Indonesia tidak pernah patah semangat. Rakyat Indonesia cuma SAKIT HATI oleh pihak-pihak yang seolah bermain-main dengan perasaan Rakyat. Selain Kretek dan Kopi, Sepakbola adalah sedikit kebahagiaan yang bisa dinikmati ditengah sulitnya lapangan kerja, dan kerasnya hidup yang dipertarungkan. Pihak-pihak yang ""bermain"" dengan pemberhentian STY selepas perpanjangan kontrak, HARUS GENTLEMAN. Siapapun dia, dari elemen manapun, federasi, exco, pundit, pengamat, tim pelatih, dll.",rakyat indonesia patah semangat rakyat indonesia sakit hati pihakpihak bermainmain asa rakyat kretek kopi sepakbola bahagia nikmat tengah sulit lapang kerja keras hidup tarung pihakpihak main henti sty lepas panjang kontrak gentleman elemen mana federasi exco pundit amat tim pelatih dll,negatif,Menyatakan sakit hati atas pemberhentian STY dan mengkritik pihak terkait.
"ya itulah bera era couch STY dan PK, STY terhadap pemain agar lebih tertutup akan setiap teamnas mau bertanding. dan lebih membatasi pemain terhadap publik. beda dengan PK yang terlalu mengumbar publik.",ya bera era couch sty pk sty pemain tutup teamnas tanding batas pemain publik beda pk umbar publik,negatif,Membandingkan STY dan PK dengan kritik terhadap PK yang dianggap terlalu terbuka.
Ke nya bojan hodak yg cocok latih timnas,bojan hodak cocok latih timnas,netral,Usulan Bojan Hodak sebagai pelatih tanpa emosi jelas.
Bung binder undang bung kusnaini dong,binder undang kusnaini,netral,"Permintaan mengundang narasumber, tidak berkaitan langsung dengan sentimen Timnas."
"Cukup sudah kesempatan patrick, kami sudah cukup melihat dan menilai kemampuan kepelatihannya.. Semoga ada lembaran baru untuk Timnas!!!",sempat patrick nilai mampu latih moga lembar timnas,negatif,Mengkritik kesempatan Patrick dan berharap lembaran baru untuk Timnas.
sty tetap yang terbaik,sty baik,positif,Memuji STY sebagai yang terbaik.
"Sedih bung indonesia gagal ke pildun. Menurut saya orang awam biasa menilai bahwa Pelatih PK sudah cukup bagus menjadi pelatih walaupun gagal. Kedua ttg pemain kita. Para pemain kita juga sudah bagus baik skiils, kemistri, teknik bermain tdk kalah dengan pemain-pemain negara-negara lainya. Hanya pemain kita kurang gesit, individual improvisasi utk pemain pemain pemain tengahnya ( gelandang tengah, kiri dan kanan ) kurang sekali. sehinggga suplay utk ke pemain depan tidak maksimal alias belum ada. Pemain tengah harus skill yang larinya meliuk-liuk.",sedih indonesia gagal pildun orang awam nilai pelatih pk bagus pelatih gagal ttg pemain pemain bagus skiils mistri teknik main kalah pemainpemain negaranegara lai pemain gesit individual improvisasi pemain pemain pemain tengah gelandang kiri kanan sehinggga suplay pemain maksimal alias pemain skill lari meliukliuk,negatif,Berisi kesedihan atas kegagalan dan kritik terhadap kekurangan pemain/tim.
"Bung BINDER, satu2nya pundit yg cerdas dan selalu sesuai fakta dan netral.. harusnya pssi dengar bung binder bukan si towel tulul dan si justinuslaknat",binder pundit cerdas sesuai fakta netral pssi dengar binder si towel tulul si justinuslaknat,negatif,Memuji Bung Binder tetapi juga mengkritik PSSI dan pihak lain secara negatif.
Info A1...erik t aza binggung knp enga enak hati dgn pemain lokal atau pemai Liga 1 harus ada yg main...ada apa?,info erik aza binggung enga enak hati pemain lokal mai liga mainada,negatif,Nada curiga/kritik terhadap Erick dan kebijakan pemain lokal.
"Coba cari pelatih di korasia, atau jerman pasti cocok",coba cari pelatih korasia jerman cocok,netral,Usulan mencari pelatih dari Kroasia/Jerman tanpa emosi jelas.
Đó là graham arno,graham arno,netral,Komentar tidak jelas/tidak relevan dengan sentimen Timnas.
#Kembalikansty,kembalikansty,positif,Dukungan agar STY dikembalikan.
yeah,yeah,netral,Komentar sangat pendek tanpa sentimen jelas.
"Kunci pelatih terbaik, jika di ambil dari mantan pemain bola itu sendiri, Pilihan yang terbaik adalah pelatih yang punya pengalaman terutama di sektor ""gelandang"". Alasan nya kenapa. Alasan nya adalah ""gelandang sudah terbiasa mengatur ritme permainan team/jendral lapangan tengah/play maker"". Jadi klo pun mereka jadi pelatih mereka sama saja seperti seolah kembali bermain di lapangan, sebagai gelandang/jendral lapangan tengah/play maker/pengatur permainan Karena syarat utama dari seorang pelatih, adalah ""harus bisa mengatur permainan team(harus tau kapan menyerang/kapan mendelay/kapan bertahan)",kunci pelatih baik ambil mantan pemain bola pilih baik pelatih alam sektor gelandang alas alas gelandang biasa atur ritme main teamjendral lapang tengahplay maker pelatih main lapang gelandangjendral lapang tengahplay makerpengatur main syarat utama pelatih atur main teamharus rangkap mendelaykapan tahan,netral,"Penjelasan umum kriteria pelatih terbaik, bersifat analitis."
"Masalahnya masa menunggu 4 tahun lagi ke Piala Dunia, saat ini yang terdekat malah tidak dimaksimalkan",tunggu piala dunia dekat maksimal,negatif,Mengkritik kesempatan yang tidak dimaksimalkan dan harus menunggu 4 tahun.
Cuma bung binder yg realistis mengomentari timnas dr zaman sty n petrik. Saya sendiri tidak menyalahkan pemain timnas atau menghujat terlepas dr kesalahan yg mereka lakukan. Jelas ini kesalahan pelatih dr strategi dan penempatan pemasangan pemain,binder realistis komentar timnas zaman sty trik salah pemain timnas hujat lepas salah laku salah pelatih strategi tempat pasang pemain,negatif,Menyalahkan pelatih dari sisi strategi dan penempatan pemain.
