komentar,komentar_bersih,label_final,alasan_label
"Masih ada hari esok,, km apresiasi perjuangan pahlawan timnas dan staff kepelatihan❤❤❤",esok km apresiasi juang pahlawan timnas staff latih,positif,Mengapresiasi perjuangan Timnas dan staf kepelatihan.
"Diluar ini semua, big respect, hats off, buat semua pemain yang sudah berjuang mati""an sampe kita udh di titik ini. Kalian semua pahlawan kami ❤😢",luar big respect hats off pemain juang mati sampe udh titik pahlawan,positif,Menghormati perjuangan pemain yang sudah all out.
Selamat Atas perjuangan si Toel dan Erik tohir .,selamat juang si toel erik tohir,negatif,Sarkasme terhadap Towel dan Erick.
"Garuda didadaku,,,,kebangganku,,, bravo semangat terus Timnas senior Indonesia.",garuda didadakukebangganku bravo semangat timnas senior indonesia,positif,Menyatakan kebanggaan dan memberi semangat kepada Timnas.
"Kalau mainnya kayak gini, meskipun kalah kita puas lihatinnya.. Terima Kasih Pungawa Garuda..Kalian luar biasa..",main gin kalah puas lihatinnya terima kasih pungawa garudakalian,positif,Tetap puas dan berterima kasih meski kalah.
Meski gagal ..kami salut dengan perjuangan kalian..kami selalu mendukung kalian ❤,gagal salut juang kaliankami dukung,positif,Salut dan tetap mendukung Timnas meski gagal.
Coment yg sangat bagus kawan ?kita bangga timnas Indonesia walaupun kalah Dari Irak timnas udah brjuang smaksimal mungkin itulah bola 💪💪💪💪💪❤❤❤❤,coment bagus kawan bangga timnas indonesia kalah irak timnas udah brjuang smaksimal bola,positif,Bangga dan menghargai perjuangan Timnas.
"​ @HarTono-i2z setuju menurutku timnas udah bagus sekarang. Dulu aja ASEAN kalah Mulu Ama Vietnam, Thailand, Malaysia. Siapa sangka malah Indonesia yg lolos grup kualifikasi pildun. Arab & Irak levelnya dari dulu Pildun. Inget Arab pernah tanding lawan Argentina menang arab 1-0 pdahal ada Messi disitu Lagian Mending Patrick menurut gw dibanding STY. WHY? ERA STY selalu kalah telak lawan Irak entah 4-0 entah 6-1. Lah ini 1-0 loh itupun blunder sih Rizky ridho ogah eksekusi buang jauh itu bola. Kalo gak blunder imbang loh Lagian STY sering blunder juga masukan pemain kesayangan dia Mulu. Inget vs cina sih juru kunci. Dia mainkan Asnawi 80 menit full akibatnya kita kebobolan 2x. Inget ngototnya dia masukin marselino & sananta. Udahlah. Siapapun coachnya pasti punya anak emas. Tp Patrick ini belum keliatan siapa anak emas yg disukainya. Kalo STY (Asnawi, camat Suwon (arhan), marselino (sih egois tukang gocek), sananta, Egi Maulana )",tuju turut timnas udah bagus asean kalah mulu ama vietnam thailand malaysia sangka indonesia lolos grup kualifikasi pildun arab irak level pildun inget arab tanding lawan argentina menang arab pdahal messi situ mending patrick banding sty why era sty kalah telak lawan irak loh itu blunder rizky ridho ogah eksekusi buang bola kalo blunder imbang loh sty blunder masuk pemain sayang mulu inget vs cina juru kunci main asnawi menit full akibat bobol inget ngototnya masukin marselino sananta udahlah coachnya anak emas patrick liat anak emas suka kalo sty asnawi camat suwon arhan marselino egois tukang gocek sananta egi maulana,positif,Membela Timnas saat ini dan menilai Timnas sudah bagus.
Betul saudara,saudara,netral,Persetujuan singkat tanpa sentimen jelas.
Inilah efek media YouTube di Indonesia yg selalu meninggikan kemampuan pemain Indonesia.....seolah olah lawan Brazil pun kita bisa menang.,efek media youtube indonesia tinggi mampu pemain indonesiaseolah olah lawan brazil menang,negatif,Mengkritik media YouTube yang dianggap terlalu meninggikan pemain.
"​ @gokmajeffry3998 Biasa bro, klo menang langsung cepat jumawa tinggi hati, ya aku sendiri pas lihat itu cma ""okelah, untuk awal-awal arogan dlu supporter Indonesia yah. Nanti diakhir gmn hasilnya?"" 😂 Seharusnya menang-kalah harus tetap respect, tpi malah bikin meme/parodi timnas Indonesia otw masuk pildun 😂",menang langsung cepat jumawa hati ya lihat cma oke awalawal arogan dlu supporter indonesia yah akhir gmn hasil nangka respect bikin parodi timnas indonesia otw masuk pildun,negatif,Mengkritik sikap jumawa/suporter dan meme berlebihan.
Keluar juga air mata buayanya klp ha ha ha,air mata buaya klp ha ha ha,negatif,"Menyebut air mata buaya, bernada sindiran."
Ttp semangat team nasional kau kebanggakan bangsaku indonesia. Tlng pelatihnya pulangkang tdk usah ian itu bosan dan tlng ke yuotube indonesia jg banyak berita ini ita itu karan di yuotube sebelah banyak berita hoak pembodohan publik,ttp semangat team nasional kau bangga bangsa indonesia tlng latih pulangkang ian bosan tlng yuotube indonesia jg berita ita karan yuotube belah berita hoak bodoh publik,positif,Memberi semangat dan menyebut Timnas kebanggaan bangsa.
ET dan PK out,et pk out,negatif,Menuntut ET dan PK keluar.
"Pecat erik,pelatih abal2",pecat erikpelatih abal,negatif,Menuntut Erick dan pelatih dipecat.
Timnas indodesh😂,timnas indodesh,negatif,Menyindir Timnas Indonesia.
"Terimakasih sudah berjuang sejauh ini garuda,, ingat kita bukan siapa-siapa awalnya,, Italia juga masih berjuang dan belum tentu lolos langsung ke Piala Dunia, karena masih kalah sm Norwegia, jangan berkecil hati",terimakasih juang garuda siapasiapa italia juang lolos langsung piala dunia kalah norwegia kecil hati,positif,Berterima kasih atas perjuangan Garuda dan memberi penguatan.
Benar.....timnas blm beruntung saja msuk pildun mngkin blm wktunya! Hargai kerja keras semua pemain timnas,benartimnas blm untung msuk pildun mngkin blm wktunya harga kerja keras pemain timnas,positif,Menghargai kerja keras pemain dan menganggap belum waktunya.
Sudah bagus mainnya belum hoky,bagus main hoky,positif,Menilai permainan sudah bagus.
Kunci di Arab berhubung dana sudah cair terjadilah lin up kacau😅,kunci arab hubung dana cair lin up kacau,negatif,Menuduh line up kacau karena dana/setting.
"​​ @KikiPutra-r8x seperti leg pertama lawan China, itu pertandingan penting malah line up kacau,terulang lagi saat lawan arab kemarin ,kedua kekalahan yg emang seperti si seting",leg lawan china tanding line up kacauterulang lawan arab kemarin kalah emang si ting,negatif,Mengkritik line up kacau dan dugaan setting.
​ @KikiPutra-r8x cair dong jadi suplaier minyak mentah dr arab 😅😅,cair suplaier minyak mentah arab,negatif,Sarkasme tentang dana/minyak Arab.
Lebay blm pantas lolos pildun mental blm ada main msih kek tarkam gitu kalau pun lolos pildun paling di obok2 di fase grub sama tim2 negara eropa dan amerika latin,lebay blm lolos pildun mental blm main msih tarkam gitu lolos pildun obok fase grub tim negara eropa amerika latin,negatif,Menilai belum pantas lolos dan akan dibantai di Piala Dunia.
"​ @ApriYadi-zd2sv Yoii, mental internasional dan mental juara blm ada didalam timnas Indonesia. Klo misalnya lolos pun di fase grub bakal dibantai habis oleh negara luar 😂",zd sv yoii mental internasional mental juara blm dalam timnas indonesia lolos fase grub bantai habis negara,negatif,Mengkritik mental Timnas dan memprediksi dibantai.
"​ @ApriYadi-zd2sv makanya udah melangkah sejauh ini udah sebuah prestasi, karena memang belum layak kita mentas di Piala Dunia",zd sv udah lang udah prestasi layak mentas piala dunia,positif,Menganggap pencapaian sejauh ini sebagai prestasi.
​ @ApriYadi-zd2sv betul bro❤,zd sv,netral,Persetujuan singkat tanpa konteks sentimen jelas.
"Pemain ga salah, yg salah pelatih dan kepengurusan PSSI",pemain salah salah pelatih urus pssi,negatif,Menyalahkan pelatih dan kepengurusan PSSI.
"​ @kingartuv26 Ya udah lah, waktu selalu maju bro. Waktu ga akan bisa mundur, lagian klo berhasil pun, di fase grup timnas Indonesia bakal di bantai oleh negara luar. Kualitas mental Indonesia untuk pildun masih blm siap.",ya udah maju mundur hasil fase grup timnas indonesia bantai negara kualitas mental indonesia pildun blm,negatif,Menilai Indonesia belum siap dan akan dibantai di fase grup.
Para pemain sudah bermain all out...!❤,pemain main all out,positif,Mengapresiasi pemain yang sudah bermain all out.
​ @agungsugiharto9409 yang penting masih ada kesempatan untuk 4 tahun kedepan!! Walaupun kalah dan gugur dari Piala dunia😢,sempat depan kalah gugur piala dunia,positif,Memberi harapan masih ada kesempatan empat tahun ke depan.
"​ @agungsugiharto9409 pemain all out , erik wajib out",pemain all out erik wajib out,negatif,Memuji pemain tetapi menuntut Erick keluar.
Referee 💩,referee,negatif,Kritik/umpatan terhadap wasit.
Tetap semangat semoga makin solid lagi bravo garuda❤,semangat moga solid bravo garuda,positif,Memberi semangat dan harapan agar Garuda makin solid.
10 tahun kedepan Insya Alloh bisa masuk pildun,depan insya alloh masuk pildun,positif,Berharap Indonesia masuk Piala Dunia di masa depan.
​ @massohirin4595 PREETTTT ..... BYK BERKHAYAL BISA GILA LU😂😂😂😂,preetttt byk khayal gila,negatif,Menghina komentar/harapan sebagai khayalan.
