komentar,komentar_bersih,label_final,alasan_label
kasihan pk dihujat seluruh negri..betulah indonesia..,kasihan pk hujat negribetulah indonesia,negatif,Menunjukkan situasi Patrick dihujat dan bernada negatif.
"Emang pernah STY kalah tipis sama IRAK? mentok2 4-0 era sty dibantai Irak. Mending Patrick ini lah. Itupun gara2 blunder sih Rizky ridho gak mau buang jauh. Sebenarnya position udah pas. Yg ambles itu vs Arab mainkan sayuri bersaudara, mark klok, beckham.",emang sty kalah tipis irak mentok era sty bantai irak mending patrick itu gara blunder rizky ridho buang position udah ambles vs arab main sayur saudara mark klok beckham,positif,Membela Patrick dan menilai lebih baik dari STY.
penonton kecewaaaaaaa,tonton kecewaaaaaaa,negatif,Ungkapan kecewa penonton.
Dia menangis karena indo kalah tp dia bahagia karena dpt banyak uang dr negara arab dan saat kembali ke belanda dia bisa berjudi lagi dengan sepuasnya 😂😂,menang indo kalah bahagia dpt uang negara arab belanda judi puas,negatif,Tuduhan negatif tentang uang dan perjudian.
Hebat Jagoanya si tohirrr...bisa bawa timnas ke titik ini... Trima kasih sty,hebat jagoanya si tohirrrbisa bawa timnas titik trima kasih sty,negatif,Sindiran terhadap Erick/Patrick dan mengapresiasi STY.
Perjudian nya 2x menang..patrick memang hebat😂😂😂,judi menangpatrick hebat,negatif,Sarkasme bahwa perjudian Patrick berhasil.
"mantap Patrik kluvert, apapun hasil nya aku bangga padamu",mantap patrik kluvert apa hasil bangga pada,positif,Menyatakan bangga kepada Patrick.
Gak lah aq suport untuk kluivert meski aq sukak dengan cara melatih sty..,aq suport kluivert aq sukak latih sty,positif,Mendukung Kluivert meski menyukai STY.
Nangis krn tearncam phk masal tim dia nnt,nang tearncam phk masal tim nnt,negatif,Sindiran bahwa tim Patrick terancam PHK.
Air mata buaya,air mata buaya,negatif,Sindiran air mata buaya.
Betul sekali. Karna dah bikin kecewa dari lawan arab. Salah strategi pengaturan.,dah bikin kecewa lawan arab salah strategi atur,negatif,Kecewa atas strategi sejak lawan Arab.
Petrik Spongebob Squarepants legendaris Barca gatot😅,trik spongebob squarepants legendaris barca gatot,negatif,Menyebut Patrick gagal total secara sarkastik.
Fitnah lol,fitnah lol,netral,Komentar bantahan singkat tanpa konteks jelas.
​ @Ceritahoror01-w2m ciee ternaknya pk ga terima 😂😂😂,ciee ternak pk terima,negatif,Sindiran kepada pendukung Patrick.
Si jay dah main ko tetep kalah kan di sendiri bilang kalo pengen main😂😂😂😂,si jay dah main ko tetep kalah bilang kalo ken main,negatif,Sindiran Jay tetap kalah meski bermain.
"Era STY, compact defense terbaik sepanjang sejarah timnas,liat aja vs australi 0-0..Minusnya cuma d penyerangan...Tp saat ini ada MILIANO-OLE,..pasti akan lebih dahsyat jika masi STY..bertahan&serang",era sty compact defense baik sejarah timnasliat vs australi minus penyerangantp milianoolepasti dahsyat mas stybertahanserang,positif,Pujian terhadap era STY dan potensi Timnas.
"iya bro sy se7 pendapat anda , patrick tak lebih baik dari sty",iya sy dapat patrick sty,negatif,Menilai Patrick tidak lebih baik dari STY.
"Wasit harus diusut .. segitu banyak kejadian tak 1 pun ada VAR,,, sekilas ada pembicaraan dengan Tim Var tapi ga pernah ada tindak lanjut liat monitor Var. Sebelum gol Irak, harusnya ada 1 pemain Irak red card... Klo itu terjadi Irak blm tentu bisa cetak gol. Jadi wasit sangat menentukan pertandingan tadi. Klo official dan pelatih Indonesia ada yg beralasan kalah Krn wasit, saya bisa maklum,, kerugian byk di kita . Kita harus realistis menilai, seperti itu adanya😅",wasit usut segitu jadi var kilas bicara tim var tindak liat monitor var gol irak pemain irak red card irak blm cetak gol wasit tentu tanding official pelatih indonesia alas kalah wasit maklum rugi byk realistis nilai,negatif,Kritik terhadap wasit dan VAR.
​ @Vanjava1976 sekalian titip om usut pertandingan vs arab saudi maksud nya apa pk emakai strategi nyeleneh memainkan prmain prforma tak baik ga diganti 90 mnit,titip om usut tanding vs arab saudi maksud pk emakai strategi nyeleneh main prmain prforma ganti mnit,negatif,Kritik strategi Patrick saat melawan Arab Saudi.
VAR GADA HARGANYA COK DI MATA WASIT...😂,var gada harga cok mata wasit,negatif,Kritik keras terhadap VAR/wasit.
Mantap 😂,mantap,netral,Komentar singkat ambigu.
"sangat memalukan, orang kaya gini ada di lingkaran sepakbola",malu orang kaya gin lingkar sepakbola,negatif,Menilai kondisi sepak bola memalukan.
Jgn terlalu ji ji ko ndk keno saksi,jgn ji ji ko ndk keno saksi,netral,Komentar tidak jelas konteks sentimennya.
Trus petugas pengadil yg tak adil di bilang tindakan terpuji,tugas adil adil bilang tindak puji,negatif,Kritik terhadap ketidakadilan wasit.
Harusnya ngaca dan sadar diri bahwa prestasi itu tidak bisa didapat dengan instant hanya dengan men comot pemain2 yang sudah jadi. Prestasi sepakbola adalah hasil dari proses pembinaan yang panjang dan kompetisi lokal yang terarah dan sistematis. .Proses tidak akan pernah mengkhianati hasil .😅😅😅,ngaca sadar prestasi instant men comot pemain prestasi sepakbola hasil proses bina kompetisi lokal arah sistematis proses khianat hasil,negatif,Kritik terhadap prestasi instan dan naturalisasi.
Sampe ludahin tv gw liat wasitnya,sampe ludahin tv liat wasit,negatif,Kemarahan terhadap wasit.
Mewakili? Malah memperburuk keadaan.,wakil buruk,negatif,Menilai tindakan memperburuk keadaan.
Sori ..gue gak merasa rerwakili tuh dengan tindakan seperti itu ....,sori rerwakili tuh tindak,negatif,Tidak merasa terwakili oleh tindakan tersebut.
