komentar,komentar_bersih,label_final,alasan_label
7:32 heh min gitu amat 😢,heh gitu,negatif,Ekspresi sedih/keberatan terhadap pembahasan.
erik tohir harus benar2 gantleman dan tanggung jawab. dia harus menjelaskan semuanya mulai dari misteri Elkan bagott hingga alasan sebenarnya pemecatan sty. semua harus dibuka karena ini sudah berakhir,erik tohir gantleman tanggung misteri elkan bagott alas pecat sty buka,negatif,Menuntut Erick Thohir bertanggung jawab dan membuka alasan pemecatan STY.
GAK BAKALAN LUPA SIH 100 MENIT ITU😭😭😭,lupa menit,negatif,Ekspresi trauma/kecewa terhadap momen pertandingan.
kluivert our. pastoor up,kluivert our pastoor up,negatif,Seruan Kluivert keluar menunjukkan ketidakpuasan.
"Padahal inilah generasi terbaik sepanjang masa,sayangnya pelatih beserta jajarannya belum siap untuk go internasional",generasi baik masasayangnya pelatih serta jajar go internasional,negatif,Menganggap pelatih dan jajaran belum siap internasional.
harus gantel lah surat pengunduran dirinya mas kluivert,gantel surat undur mas kluivert,negatif,Meminta Kluivert mundur.
"Gue gak merasa kecewa tuh, Gue bangga banget liar pemain udh tampil all out. Pencapaian ini udh luar biasa yg bahkan thailand dan vietnam pun yg katanya jagoan asean gak nyampe sini. Jgn Indonesia bro,Italia aja yg liga nya 5 besar liga top dunia dan juara dunia 4x pernah gak lolos 2x berturut-turut. Yg mesti disalahin itu knp mesti arab saudi dan qatar yg jadi tuan rumah round 5.knp gak di tempat netral,kyk di australi atau di jepang. Semua nya udh diukur dan udh terstruktur indonesia buat gak lolos.dan mau lolosin saudi dan qatar..",kecewa tuh bangga liar pemain udh tampil all out capai udh thailand vietnam jago asean nyampe jgn indonesia broitalia liga liga top dunia juara dunia lolos berturutturut mesti disalahin mesti arab saudi qatar tuan rumah round netralkyk australi jepang udh ukur udh struktur indonesia lolosdan lolosin saudi qatar,positif,Bangga terhadap perjuangan pemain meski gagal.
"Iya Ganti Aja Misalnya Dengan, Alex Pastoor, Peter Bosz, Mark Van Bommel, Ruud Van Nistelrooy, Giovanni Van Bronckhorst, Frank Rijkaard, Guus Hiddink, Atau Mungkin Erik Ten Haag 😂",iya ganti alex pastoor peter bosz mark van bommel ruud van nistelrooy giovanni van bronckhorst frank rijkaard guus hiddink erik ten haag,netral,Berisi daftar usulan pelatih tanpa sentimen jelas.
"Lebih rela dan ikhlas gagal bersama coach Shin Tae Yong karena proses menuju piala dunia di mulai dari nol. Tapi tiba tiba di potong di tengah jalan. Dan di gantikan oleh pelatih yg katanya ""Tim Kepelatihan Terbaik"" tapi nyata nya zonk",rela ikhlas gagal coach shin tae yong proses piala dunia nol potong jalan ganti pelatih tim latih baik nyata zonk,negatif,Mengkritik pergantian pelatih dan menyebut hasilnya zonk.
"Aku yg sebagai pencinta sepakbola, yg hrs bertanggung jawab itu organisasi sepakbola, organisasi hrs mengarahkan supporter, mancing, burung, horeg, tawuran, buang sampah sembarangan, untuk bermain bola, klo mau sepakbola Indonesia jaya seperti brazil yg menjadikan sepakbola itu karir",cinta sepakbola hrs tanggung organisasi sepakbola organisasi hrs arah supporter mancing burung horeg tawur buang sampah sembarang main bola sepakbola indonesia jaya brazil jadi sepakbola karir,negatif,Menyatakan organisasi sepak bola harus bertanggung jawab.
"Ini adalah sejarah terbaik timnas sejauh ini semoga ke depan lebih baik lagi dalam persiapan dengan amunisi muda yang semakin matang seperti Tim Gypens, Dion Marx, Ivar Jenner, Andrian Wibowo, Miliano Jonathans di kombinasikan pemain yang telah ada saat ini semoga akan membawa timnas ke Piala Dunia dan masuk 4 besar Piala Asia mendatang",sejarah baik timnas moga siap amunisi muda matang tim gypens dion marx ivar jenner andrian wibowo miliano jonathans kombinasi pemain moga bawa timnas piala dunia masuk piala asia,positif,Menyebut sejarah terbaik Timnas dan berharap ke depan lebih baik.
Hadir,hadir,netral,Komentar kehadiran tanpa opini.
Cukup nyimak saja selebihnya berikan aturan kepada mereka yg berkuasa.,nyimak lebih atur kuasa,netral,Komentar umum untuk menyimak dan menyerahkan kepada pihak berkuasa.
Kenapa kita seakan2 begitu kecewa karena gagal masuk piala dunia. Seakan2 timnas langganan masuk pildun. Dan ini kegagalan besar. Bukannya malah bersyukur timnas sdh jadi kekuatannn baru piala asia kedepannya. Haddehh kalau tidak dipolitiksasi bukan indo namanya,akan kecewa gagal masuk piala dunia akan timnas langgan masuk pildun gagal syukur timnas sdh kekuatannn piala asia depan haddehh dipolitiksasi indo nama,positif,Mengajak bersyukur atas kemajuan Timnas dan menilai kegagalan tidak perlu dibesar-besarkan.
"Udahlah mungkin bukan waktunya timnas masuk pildun,sekarang mah fokus ke piala asia semoga jaura🎉",udahlah timnas masuk pildunsekarang mah fokus piala asia moga jaura,positif,Menerima kondisi dan berharap juara di Piala Asia.
"Kalau mau Indonesia jadi negara bola tolong federasi dan pemerintah memperhatikan SSB , anak anak harus dibentuk sampai jadi tanamkan dasar sepakbola yg baik jangan hanya lari memutari lapangan lalu main langsung tapi SSB yaitu membentuk dasar main bola",indonesia negara bola tolong federasi perintah perhati ssb anak anak bentuk tanam dasar sepakbola lari putar lapang main langsung ssb bentuk dasar main bola,netral,Memberikan saran pembinaan SSB dan struktur sepak bola.
🤦😭😭sedih banget sama timnas Indonesia gak lolos ke piala dunia 👏💪 kita dukung dari nol dari rounde 2 rounde 3 rounde 4 😩😭😭,sedih timnas indonesia lolos piala dunia dukung nol rounde rounde rounde,positif,Sedih tetapi tetap menyatakan dukungan kepada Timnas.
Semua rakyat Indonesia ingin melihat garuda nusantara pentas di ajang Piala Dunia 2026 Amerika Utara tapi kekalahan sudah menutup semua mimpi terbang ke pentas dunia namun apapun itu perjuangan mereka sudah sangat baik & membanggakan maju terus Indonesia perjalanan masih panjang jangan cari salah menyalahkan dengan mengkambing hitam 🇮🇩🦅,rakyat indonesia garuda nusantara pentas ajang piala dunia amerika utara kalah tutup mimpi terbang pentas dunia apa juang bangga maju indonesia jalan cari salah salah kambing hitam,positif,Mengapresiasi perjuangan Timnas dan menyebutnya membanggakan.
Dekat hadapi pemain Madrid,hadap pemain madrid,netral,Pernyataan singkat tanpa sentimen jelas.
musuh dalam selimut mengubur mimpi bangsa yg besar ini,musuh selimut kubur mimpi bangsa,negatif,Menyebut ada musuh dalam selimut yang mengubur mimpi bangsa.
Coba lagi untuk pildun 2026-2030🎉😂,coba pildun,positif,Mengajak mencoba lagi pada edisi berikutnya.
"Hebat Sty, bisa menarik mereka semua untuk main di Indonesia, sayang Sty dipecat ditengah jalan",hebat sty tarik main indonesia sayang sty pecat tengah jalan,negatif,Memuji STY namun menyesalkan pemecatannya di tengah jalan.
Harapannya timnas Indo kedepannya jadi timnas yang lebih digdaya dari Irak dan timteng lain . Seperti Halnya Jepang yg tumbang di qualifikasi wc 1994 ketika di Kalahkan irak,harap timnas indo depan timnas digdaya irak timteng hal jepang tumbang qualifikasi wc kalah irak,positif,Berisi harapan Timnas Indonesia menjadi lebih kuat ke depan.
😂 gue udah ga yakin ketika laga lawan Bahrain yg berakhir 2-2 lanjut laga lawan China yg kalah 2-1 dikandang China..makanya sty diganti..karena peluang udah kecil buat lolos ke pildun secara langsung jalur runer up,udah laga lawan bahrain laga lawan china kalah kandang chinamakanya sty digantikarena peluang udah lolos pildun langsung jalur runer up,negatif,Bernada pesimis dan menyinggung kekalahan pada laga sebelumnya.
"​ @AnnamNam-x7t kalau mecat atau ganti pelatih tunggu selesai kualifikasi round 3 lah. Ini tiba tiba ganti pelatih di tengah jalan apalagi setelah kita dapat momentum habis menang lawan Arab Saudi. Kita masih punya peluang lolos lho. Eh malah bener di ganti, yg ngegantiin nyata gak lebih baik dari STY. Dan akhirnya kejadian kan gak lolos. Coba kalau masih kasih kesempatan STY sampe selesai round 3 kalo gak lolos silahkan evaluasi. Kalo lolos kasih STY apresiasi. Fair enough.",mecat ganti pelatih tunggu selesai kualifikasi round ganti pelatih jalan momentum habis menang lawan arab saudi peluang lolos lho bener ganti ngegantiin nyata sty jadi lolos coba kasih sempat sty sampe selesai round kalo lolos silah evaluasi kalo lolos kasih sty apresiasi fair enough,negatif,Kritik terhadap pergantian pelatih di tengah momentum.
😢😢 Opaaa kmi minta maaf ini keegoisan Ketua kmi....😢,opaaa kmi maaf egois ketua kmi,negatif,Menyalahkan ego ketua sebagai penyebab kegagalan.
Pengajaran di sini adalah jangan tukar pelatih di pertengahan jalan karena bisa bermula dari nill lagi dan ambil masa yang agak lama untuk bisa adaptasi,ajar tukar pelatih tengah jalan nill ambil adaptasi,negatif,Menjadikan pergantian pelatih di tengah jalan sebagai pelajaran buruk.
