komentar,komentar_bersih,label_final,alasan_label
Dan saya salah satunya,salah satu,netral,Komentar sangat singkat dan tidak menunjukkan sentimen jelas.
Ditawari pendidikan gratis eh pada milih MBG sambil joget2😂,tawar didik gratis milih mbg joget,negatif,Sarkasme politik/pilihan publik.
Wkwk cuma jepang kita lepas tangan 😂,jepang lepas tangan,netral,Komentar bercanda dan tidak jelas sentimennya.
"4. wasit bagus , pelatih anomali",wasit bagus pelatih anomali,negatif,Menyebut pelatih anomali meski wasit bagus.
​ @ridhorohman7274 main bagus wasit bagus lawan imbang eh pelatih sendiri yg ngeprank 😂,main bagus wasit bagus lawan imbang pelatih ngeprank,negatif,Sarkasme bahwa pelatih sendiri yang merusak hasil.
no 3. Paling Uhuy.... wkwkwk,no uhuy,netral,Komentar bercanda tanpa opini jelas.
"harusnya mau wasit bagus wasit jelek, mainnya harus bagus.. kita ga maju2 kalo nyalahin wasit mulu trus ngarep penalti",wasit bagus wasit jelek main bagus maju kalo nyalahin wasit mulu ngarep penalti,negatif,Mengkritik kebiasaan menyalahkan wasit dan menuntut permainan lebih bagus.
"6. main jelek, wasit jelek, pelatih jelek, pssi anomali",main jelek wasit jelek pelatih jelek pssi anomali,negatif,"Mengkritik permainan, wasit, pelatih, dan PSSI."
Jepang: kami tidak pernah meremehkan lawan walaupun rank nya rendah 😂,jepang remeh lawan rank rendah,netral,Mengutip pernyataan Jepang tanpa sentimen langsung.
wkwk sial aku tertawa,sial tertawa,netral,"Hanya menyatakan tertawa, tanpa opini jelas."
"apa tadi main bagus apaan strategi muter"" pemain tengah sama defender😂",main bagus strategi muter pemain defender,negatif,Menyindir strategi permainan yang berputar-putar.
"Jepang sebenarnya biasa aja, kemarin kalah sama USA 2-0, ditahan Paraguay 2-2. Gimana kalau Indonesia lawan tim2 latin sama Eropa, bisa lebih dahsyat lagi skor kekalahannya",jepang kemarin kalah usa tahan paraguay gimana indonesia lawan tim latin eropa dahsyat skor kalah,negatif,Memperkirakan kekalahan lebih besar jika melawan tim kuat.
​ @وطني-ث2ح ya lawannya juga bukannya mudah.. Tapi di asia jepang yg terkuat saat ini bahkan meski mereka dicurangi bisa ada perlawanan.,ya lawan mudah asia jepang kuat curang lawan,netral,Menjelaskan bahwa Jepang kuat dan lawannya tidak mudah.
​ @وطني-ث2ح biasa kita kalh disiplin nya bahkan kalh jauh,kalh disiplin kalh,negatif,Mengkritik kedisiplinan Indonesia yang tertinggal.
"​ @وطني-ث2ح faktanya kita lawan jepang emg ga pernah menang, dan jepang terkuat di asia. Gausah bandingin yg diluar zona kita dulu, di asia aja kita bukan salah satu yg kuat",fakta lawan jepang emg menang jepang kuat asia gausah bandingin luar zona asia salah kuat,negatif,Menilai Indonesia belum kuat bahkan di Asia.
"4. Wasit bagus, main bagus, lawan bgus, pelatih mpret..",wasit bagus main bagus lawan bgus pelatih mpret,negatif,Mengkritik pelatih dengan kata negatif.
"Wasit bagus pelatih bagus pemain bagus ,, PSSI Bot😂",wasit bagus pelatih bagus pemain bagus pssi bot,negatif,Sarkasme PSSI bot meski menyebut semua bagus.
"Sejak kapan main kita bagus lawan jepang,yang ada kita jadi tahu geprek 😂",main bagus lawan jepangyang geprek,negatif,Sarkasme bahwa Indonesia digeprek Jepang.
"​ @RufCassano walau timnas kita mainnya dianggap bagus pasti jepang mainnya lebih bagus lagi,gitu maksudnya",timnas main anggap bagus jepang main bagus lagigitu maksud,netral,Menjelaskan maksud bahwa Jepang lebih bagus.
"Iya lagi,,, iya lagi,, iya lagi 😂",iya iya iya,netral,Komentar repetitif tanpa sentimen jelas.
"Tambahin: wasit bagus, pemain bagus.. pelatih ny patrick 🗿 apa yg diharapkan",tambahin wasit bagus pemain bagus pelatih ny patrick harap,negatif,Mengkritik Patrick sebagai pelatih dan mempertanyakan harapan.
hahaha jepang terlalu kokoh weee😂,jepang kokoh weee,netral,Hanya menyebut Jepang terlalu kokoh.
Takdir.,takdir,netral,Komentar satu kata tanpa sentimen jelas.
"Dan selama pemerintah masih lawak, sepakbola kita juga akan otomatis ikut lawak saya yakin masih nge stuck gini² aja.. walaupun sepakbola itu olahraga dan katanya tak boleh di campur dengan politik, tapi ya tetap yang kontrol sepakbola kita ini *PEMERINTAH*. Pemerintah lawak, ya sepakbola ikut lawak juga",perintah lawak sepakbola otomatis lawak nge stuck gin sepakbola olahraga campur politik ya kontrol sepakbola perintah perintah lawak ya sepakbola lawak,negatif,Mengkritik pemerintah dan sepak bola Indonesia yang dianggap lawak/stagnan.
"Nggak ada federasi lepas dari politik, di mana mana sepakbola dan politik itu berkaitan erat jadi jangan pernah bermimpi bisa melepaskan salah satu ya!",federasi lepas politik sepakbola politik kait erat mimpi lepas salah ya,netral,Pernyataan umum bahwa federasi dan politik berkaitan.
Kalau kalah gak terhibur malah emosi,kalah hibur emosi,negatif,Mengungkap emosi saat kalah.
"Gue ga habis pikir sama starting XI melawan Arab Saudi... Itu bukan lagi blunder, tapi itu kenyataan bahwa Patrick takut melawan bandit Liga satu,...",habis pikir starting xi lawan arab saudi blunder nyata patrick takut lawan bandit liga,negatif,Mengkritik starting XI Patrick sebagai blunder.
kalo di Twitter timnas memecah belah bangsa bang :(,kalo twitter timnas pecah belah bangsa bang,negatif,Menyebut Timnas memecah belah bangsa.
"​ @jerinxx itu hanya ajang mengeluarkan pendapat saja bang,dan berbeda pendapat itu hal normal. Tidak tepat juga dikatakan memecah belah bangsa. Fakta di lapangan mereka semua bersatu mendukung timnas yang kita cintai ini. GBK hampir selalu full penonton dan saya yakin itu datang dari berbagai penjuru Indonesia. Bahkan di pelosok2 negri Sumatra,Jawa,kalimantan, Sulawesi dan berbagai daerah lain di Indonesia mulai dari rumah, poskamling,alun2, cafe semua serentak mengadakan nobar timnas.",ajang keluar dapat bangdan beda dapat normal pecah belah bangsa fakta lapang satu dukung timnas cinta gbk full tonton penjuru indonesia pelosok negri sumatrajawakalimantan sulawesi daerah indonesia rumah poskamlingalun cafe serentak ada nobar timnas,positif,Menegaskan suporter bersatu mendukung Timnas.
Itu dia yg dilihat pemerintah. Ini rakyat dapat harapan nih dari sepak bola. Gak bisa dibiarin nih. Hancurin ah,perintah rakyat harap sepak bola dibiarin hancurin ah,negatif,Menuduh harapan rakyat dihancurkan oleh pemerintah.
Dari Januari sejak berita pemecatan STY saya sudah menyuarakan pesimisme dan kecewa dengan PSSI. Dan sekarang terbukti betapa blundernya keputusan ET.,januari berita pecat sty suara pesimisme kecewa pssi bukti betapa blundernya putus et,negatif,Mengaku pesimis/kecewa dan menyebut keputusan ET blunder.
"sedihnya menurut gw ini squad terbaik yg pernah Indonesia miliki pemain kelas A nya di masa prime semua, verdonk, diks, haye, pelupesy, oratmangun, dll dan ini saat yg paling pas buat indo masuk pildun. gw ga yakin buat 2030 squad indo bisa sekuat ini komposisi pemainnya😢",sedih squad baik indonesia milik pemain kelas prime verdonk diks haye pelupesy oratmangun dll indo masuk pildun squad indo kuat komposisi main,negatif,Sedih karena skuad terbaik gagal dimanfaatkan dan ragu 2030.
Seorang Ksatria ketiga gagal dalam sebuah misi akan berani bertanggung jawab dan mengambil sikap yg gentle. Stop alasan prosas proses. Terima kasih telah mengubur mimpi kami untuk menyaksikan timnas Garuda masuk ke Piala Dunia. Semua karena Erick dan Patrick,ksatria tiga gagal misi berani tanggung ambil sikap gentle stop alas prosas proses terima kasih kubur mimpi saksi timnas garuda masuk piala dunia erick patrick,negatif,Mengkritik Erick dan Patrick karena mengubur mimpi Timnas ke Piala Dunia.
Mimpi kita tak pernah sdkat ini ... 👍,mimpi sdkat,positif,Menyatakan mimpi Timnas sudah sangat dekat.
"Saya jg belum move on dari kekalahan Timnas, keinget terus dan hari ini lemes banget gak mau ngapa ngapain. Sedih banget, tp walau kalah sy akan tetep cinta dan dukung TIMNAS INDONESIA",jg move on kalah timnas keinget lemes ngapa ngapain sedih kalah sy tetep cinta dukung timnas indonesia,positif,Sedih atas kekalahan tetapi tetap cinta dan mendukung Timnas.
"Saya pernah bilang ke istri,.. Indonesia mungkin bisa lolos PIALA DUNIA ,tapi nanti... nunggu anak kita main di timnas..:face-blue-smiling:",bilang istri indonesia lolos piala dunia nunggu anak main timnasfacebluesmiling,positif,Mengungkap harapan Indonesia bisa lolos Piala Dunia di masa depan.
"gue mantan pemain judi slot ,sepakbola indonesia dibuat seperti judi slot di kasih harapan di awal di buat kecewa di akhir ini fakta!",mantan pemain judi slot sepakbola indonesia judi slot kasih harap kecewa fakta,negatif,Menyamakan sepak bola Indonesia dengan judi slot: diberi harapan lalu kecewa.
Tq sty.....atas harapan yg indah Sty is the best....,tq styatas harap indah sty is the best,positif,Berterima kasih kepada STY dan menyebut STY terbaik.
"Dari saat sty dipecat, dipikiran sy muncul otomatis ada sesuatu yg politis. Saat itu rame heboh di media berita ""prestasi"" jkwi di OCCRP. Begitu STY diganti, publik rame membahas pemecatan STY dan kemudian berita OCCRP terabaikan, ditinggalkan. Ada yg sepemikiran?",sty pecat pikir sy muncul otomatis politis rame heboh media berita prestasi jkwi occrp sty ganti publik rame bahas pecat sty berita occrp abai tinggal pikir,negatif,Mencurigai pemecatan STY bermuatan politis.
salfok ternyata bang ferry kicau mania juga 😂😂,salfok bang ferry kicau mania,netral,"Komentar sampingan tentang Bang Ferry, tidak terkait sentimen Timnas."
