komentar,komentar_bersih,label_final,alasan_label
"Ya nggak papa ada Asnawi tapi yg penting lolos, , Mau 1000 : 0 keq, kaloq gw itu nggak PP, yg penting lolos dulu, emang gampang pa lolos pildun..??",ya papa asnawi lolos keq kaloq pp lolos emang gampang pa lolos pildun,netral,"Menyatakan preferensi yang penting lolos, tanpa emosi dominan."
Yep,yep,netral,Respons singkat tanpa sentimen jelas.
yoi,yoi,netral,Respons singkat tanpa sentimen jelas.
Iyalah ..lbih enakan ma sty..ada gregetnya n semangatnya,iya lbih enak ma styada gregetnya semangat,positif,Mendukung/memilih era STY karena dianggap lebih bersemangat.
nnti malah dihina sama towel cs 7 hari 7 malam,nnti hina towel cs malam,negatif,Mengandung sindiran/kemungkinan penghinaan dari pihak tertentu.
Ayolah timnas kita udah banyak kemajuan. Boleh aja mimpi pildun tapi ayolah bangun. Wlpun masuk pildun kita hanya akan jd lumbung gol. Lbh baik kita perbaiki lagi semua. TP JGN PERNAH BERPIKIR PAKE STY LAGI. JAUH LBH BAIK LUIS MILLA,ayo timnas udah maju mimpi pildun ayo bangun wlpun masuk pildun lumbung gol lbh baik jgn pikir pake sty lbh luis milla,netral,Komentar relatif seimbang: mengakui kemajuan namun memberi saran pelatih.
"Iyah karna udah masuk round 4 ajh sty sudah prestasi co, pelatih mana yg mampu membawa timnas indo melaju lebih jauh selain sty",iyah udah masuk round ajh sty prestasi co pelatih bawa timnas indo laju sty,positif,Mengapresiasi prestasi STY membawa Timnas melaju jauh.
Setuju bro.,tuju,positif,Menyatakan persetujuan.
#come back STY......PK dan ET harus mundur... STY dg keterbatasan pemain melangkah sejauh ini...dan kalian akhiri dg hasil yg seperti ini gol 2 ke gawang Arab Saudi hanyalah keberuntungan bukan kerja hasil taktik....bahkan saya menunggu gol dari skema permainan pun tak ada....apa lagi pembelaan kalian.... waktunya untuk mengaku dan berhenti mengorbankan mimpi kami dan seluruh pemain yg berjuang keras,come back stypk et mundur sty dg batas pemain lang inidan dg hasil gol gawang arab saudi untung kerja hasil taktikbahkan tunggu gol skema main adaapa bela aku henti korban mimpi pemain juang keras,negatif,Mengkritik PK/ET dan meminta STY kembali.
Yaakk GUA SETUJU!!!,yaakk tuju,positif,Menyatakan persetujuan kuat.
Di belakang layar ada yang memaksa dan mengharuskan memainkan pemain liga di saat satu langkah lagi piala dunia.,layar paksa harus main pemain liga langkah piala dunia,negatif,Mengandung dugaan negatif tentang tekanan di balik layar.
STY baru juga dipecat di ulsan,sty pecat ulsan,netral,Pernyataan faktual tentang STY tanpa sentimen kuat.
Padahal iraq tadi pagi mainya tak sebagus dulu,iraq pagi mai bagus,netral,Informasi/perbandingan performa Irak tanpa emosi jelas.
Setuju banget.,tuju,positif,Menyatakan persetujuan kuat.
Nah orang yang kemakan sama framing nya youtuber revisi,orang makan framing youtuber revisi,negatif,Mengkritik orang yang termakan framing.
Klo yg nolak pasti buzerRP dan yg fomo bola 😂,nolak buzerrp fomo bola,negatif,Mengkritik/menyindir kelompok penolak dengan istilah buzzer.
"Cuma STY gak mungkin mau gagal, PK mah mau aja da dibayar utk itu",sty gagal pk mah da bayar,negatif,Menuduh PK tidak serius dan hanya dibayar.
Setuju karena coach sty membangun sepakbola Indonesia dari nol sampe menuju kepildun,tuju coach sty bangun sepakbola indonesia nol sampe kepildun,positif,Mengapresiasi STY membangun sepak bola Indonesia dari nol.
sama bos,bos,netral,Respons singkat tanpa sentimen jelas.
Karma berlaku....sdh hukum alam...siapa yg berjuang membawa timnas dr keterpurukan sampai ke posisi skr malah di buang di tengah jalan....trima aja karma...skr terbukti...,karma berlakusdh hukum alamsiapa juang bawa timnas puruk posisi skr buang jalantrima karmaskr bukti,negatif,Mengaitkan kegagalan dengan karma karena STY disingkirkan.
Sama. Saya juga akan lebih ikhlas.,ikhlas,positif,"Menyatakan lebih ikhlas, bernada dukungan terhadap STY."
STY,sty,netral,Hanya menyebut STY tanpa opini jelas.
"betul, lebih legowo rasanya",legowo,positif,Menyatakan lebih legowo jika bersama STY.
"@platxyz dia pakai asnawi karna sesuai squad yg ada di tim, setelah ada diks , diks ganti asnawi, squad pk itu udah tambah bagus di banding squad sty, Squad skarang udah james, ole, jonathan, pelupessy, mauro Lu bocil gak paham bola mending diem",pakai asnawi sesuai squad tim diks diks ganti asnawi squad pk udah bagus banding squad sty squad skarang udah james ole jonathan pelupessy mauro bocil paham bola mending diem,negatif,Mengandung serangan personal dan kritik dalam perdebatan skuad.
Ga dua duanya sty baru 2 bulan aja dipecat lagi kwkwkwwk,dua sty pecat kwkwkwwk,negatif,Menyindir STY dengan konteks pemecatan.
tapi yakin kalo kalah bersama sty ga lu hujat?,kalo kalah sty hujat,netral,Pertanyaan retoris tanpa sentimen kuat.
Dari Awal Indonesia lebih bagus main di asuh pelatih STY cuma kesalahan dia waktu lawan cina di kandang masih pkai strategi coba2,indonesia bagus main asuh pelatih sty salah lawan cina kandang pkai strategi coba,positif,Menilai Indonesia lebih bagus saat diasuh STY.
"bener, ganti pelatih di tengah jalan itu gambling banget",bener ganti pelatih jalan gambling,negatif,Mengkritik pergantian pelatih di tengah jalan sebagai perjudian.
"Setujuu!!! Biar Coach STY menyelesaikan apa yg sudah beliau bangun dari minus sampe bisa seperti sekarang ini. Saya berharap Coach STY diambil lagi lah buat persiapan ke Piala Dunia 2030. Biar lebih bagus lagi ini Tim!! Biar Solid, Kompak!!!",setujuu biar coach sty selesai beliau bangun minus sampe harap coach sty ambil siap piala dunia biar bagus tim biar solid kompak,positif,Mendukung STY kembali dan mengapresiasi pembangunan tim.
"Gw secara pribadi... Setelah sty berhasil dipecat lalu diganti PK disitu gw dah mulai gak yakin timnas lolos. Dan setelah lawan arab (yg gw tonton setengah babak aja),disitu gw ikrarkan pd diri sendiri utk berhenti nonton timnas. Sudah capek liatnya. Saat asa membumbung tinggi malah dihancurkan lagi. Percuma ampe 5th sty bangun tim lalu tiba² dipecat krn aff gagal. Dulu 2010 aff final,era evan d yg diperas lalu 2016 final aff ajang kampanye..dsb Udah capek ngikutin timnas...banyak intrik politik nya. Selagi pssi diisi orang politik dan jajaran exco nya masih orang² tua lama itu..niscaya sepakbola indonesia cuma ajang cari duit n pamor aja.",pribadi sty hasil pecat ganti pk situ dah timnas lolos lawan arab tonton babak ajadisitu ikrar henti nonton timnas capek liat asa bumbung hancur ampe th sty bangun tim pecat aff gagal aff finalera evan peras final aff ajang kampanyedsb udah capek ngikutin timnasbanyak intrik politik selagi pssi isi orang politik jajar exco orang tua ituniscaya sepakbola indonesia ajang cari duit pamor,negatif,Mengungkapkan kehilangan kepercayaan dan kritik keras terhadap politik PSSI.
