komentar,komentar_bersih,label_final,alasan_label
Coba line up Indonesia pas lawan Arab Saudi kayak lawan Irak pasti lain ceritax,coba line up indonesia lawan arab saudi lawan irak ceritax,Netral,Analisis hipotetis susunan pemain tanpa emosi kuat.
"Dari pergantian sty ke pk harapan hanya tinggal mimpi, jaman sty mimpi di ubah menjadi harapan",ganti sty pk harap tinggal mimpi jaman sty mimpi ubah harap,Negatif,Menilai pergantian STY ke PK membuat harapan hilang.
Si Petrik ikutan nangis untuk menarik simpati agar tidak disalahkan netizen se-Indonesia XD,si trik ikut nang tarik simpati salah netizen indonesia xd,Negatif,Sindiran terhadap tangisan Patrick.
2 pertandingan dlm 5 hari..itu tidak adil,tanding hariitu adil,Negatif,Menilai jadwal pertandingan tidak adil.
"Kalau sepak bola sudah bercampur dengan politik uang, dan tidak ada strategi yg mempuni untuk kemenangan dan memperbaiki mental pemain yg kuat..dan begini hasil nya.",sepak bola campur politik uang strategi pun menang baik mental pemain kuatdan hasil,Negatif,"Kritik terhadap politik uang, strategi, dan mental pemain."
"Ada sebuah kata"" yg pas nih. Jangan terlalu tinggi,nanti pas jatoh sakit. Sekelas japan mau tampil kepildun aja puluhan tahun baru bisa.lah ini baru 5 thn mau kepildun. Tapi selama 5 thn ini progresnya udah bagus untuk timnas ya.kalau liga masih belom.",tingginanti jatoh sakit kelas japan tampil kepildun puluh bisa thn kepildun thn progres udah bagus timnas yakalau liga bom,Positif,Mengakui progres Timnas sudah bagus meski belum lolos.
"Timnas kedepannya harus benar 2 jago kaya jepang, soalnya mafia sepakbola Asia susah dikalahkan. Dan pelatih nya kalau ada asli putra Indonesia.",timnas depan jago kaya jepang mafia sepakbola asia susah kalah pelatih asli putra indonesia,Positif,Berisi harapan agar Timnas makin kuat.
TERDENGAR GELEGAR TAWA TOWEL DARI KEJAUHAN,dengar gelegar tawa towel jauh,Negatif,Sindiran terhadap Towel.
"Seperti biasa,..yang kalah sibuk menjelaskan.",biasayang kalah sibuk,Negatif,Sindiran terhadap pihak yang kalah.
"Meskipun gagal lolos piala dunia, FAKTANYA adalah PSSI dg ketum erik tohir serta pemain² timnas secara keseluruhan masih jauh lbh baik dari era sebelum²nya, sudah berproses dg usaha maximal dg bertujuan mndapatkan hasil yg lbh baik. Jadi harus tetap selalu mendukung dg dukungan positif baik disaat menang maupun kalah, hanya org² yg over dosis SDM rendah parah yg sllu mencaci maki & tebar keburukan tapi berharap hasil kebaikan instan.",gagal lolos piala dunia fakta pssi dg tum erik tohir pemain timnas lbh era proses dg usaha maximal dg tuju mndapatkan hasil lbh dukung dg dukung positif saat menang kalah orang over dosis sdm rendah parah sllu caci maki tebar keburu harap hasil baik instan,Positif,Mendukung PSSI/Timnas dan mengajak dukungan positif.
"Hampir ditiap pertandingan timnas kita selalu melawan 12 pemain dilapangan,entah mengapa ktimnas kita selalu jadi korban ketdk adilan wasit.",tiap tanding timnas lawan pemain dilapanganentah ktimnas korban ketdk adil wasit,Negatif,Kritik terhadap wasit yang dianggap tidak adil.
Harus nya Sty di gandengin sm Pastoor cocok,sty gandengin pastoor cocok,Netral,Usulan menggabungkan STY dan Pastoor.
“Eksperimen Mahal PSSI: Saat Erick Salah Merekrut Patrick Kluivert Minim Pengalaman Melatih”,eksperimen mahal pssi erick salah rekrut patrick kluivert minim alam latih,Negatif,Judul kritik keras terhadap perekrutan Patrick.
"kasian banget untuk mereka , aturan indonesia secara itung2an bisa lolos. Tapi karena kesalahan patrick itung2an itu jadi beban buat para pemain.",kasi atur indonesia itung an lolos salah patrick itung an beban pemain,Negatif,Menyalahkan Patrick atas beban pemain dan kegagalan.
"Udah gak usaha nangis,target kalian dr awal emng bukan sampe lolos kok.cuma harapan bangsa aja klo bisa lolos.udah mulai berkembang permainan,kita sudah sering kecewa,tapi cinta rakyat indonesia kepda timnas gak pernh berkurang kok ,tiket selalu habis terjual.",udah usaha nangistarget emng sampe lolos kokcuma harap bangsa lolosudah kembang permainankita kecewatapi cinta rakyat indonesia kepda timnas pernh kurang tiket habis jual,Positif,Tetap menyatakan cinta rakyat pada Timnas meski kecewa.
"Bukan salah pelatihnya..indo harus sabar 20 THN lagi, supaya bisa masuk piala Dunia... PSSI Prettt...",salah pelatihnyaindo sabar thn masuk piala dunia pssi prettt,Negatif,Kritik terhadap PSSI dengan nada kecewa.
"Walaupun kalah timnas kita sdh selevel dgn peringkat FIFA 50 an dunia, hanya kalah tipis ...",kalah timnas sdh level peringkat fifa an dunia kalah tipis,Positif,Menilai Timnas sudah selevel lebih tinggi meski kalah tipis.
si pk menangis bahagia sbb menang taruhan 😂,si pk menang bahagia sbb menang taruh,Negatif,Sarkasme bahwa Patrick menang taruhan.
"Jangan nangis anda kalah kwalitas,lebih banyak belajar dan berlatih",nang kalah kwalitaslebih ajar latih,Negatif,Kritik bahwa Timnas kalah kualitas.
"Seandainya formasi ini dimainkan sejak lawan arab saudi kemaren, hasilnya bisa sangat berbeda!. karena kemenangan itu akan menciptakan mental positif bagi para pemain.",anda formasi main lawan arab saudi kemaren hasil beda menang cipta mental positif pemain,Netral,Analisis hipotetis formasi tanpa sentimen kuat.
Jika g ganti pelatih jgn harap terlalu tinggi..,ganti pelatih jgn harap,Negatif,Menilai harapan rendah jika pelatih tidak diganti.
"Empat tahun yang akan datang semua sepak bola asia sudah naturalisasi, lebih berat persaingannya daripada saat ini.",sepak bola asia naturalisasi berat saing,Netral,Analisis persaingan masa depan Piala Dunia.
Sty harus di panggil lagi melatih Indonesia,sty panggil latih indonesia,Positif,Dukungan agar STY kembali melatih Indonesia.
"Kesalahan terbesar dan sangat fatal mengganti pelatih STY ditengah perjalanan..,, sangat menyedihkan sekali untuk pelatih STY dan para pemain diaspora yang sudah berjuang keras dari awal untuk Timnas kita....!! 😭😭😭",salah besar fatal ganti pelatih sty tengah jalan sedih pelatih sty pemain diaspora juang keras timnas,Negatif,Menilai pergantian STY sebagai kesalahan fatal.
"Ratusan tahun penantian sejak berdirinya sepak bola,berakhir kecewa.",ratus nanti diri sepak bolaberakhir kecewa,Negatif,Kekecewaan panjang terhadap sepak bola.
sty ❤,sty,Positif,Dukungan kepada STY.
Ada asa saat sty .eh pssi nya malah lawak ganti dengan pelatih amatiran..😂 bangga nya towel dan justin dengan hasil ini😂,asa sty pssi lawak ganti pelatih amatir bangga towel justin hasil,Negatif,Kritik terhadap PSSI dan pelatih amatiran.
parick menangis bahagia karena misinya sudah tercapai.,parick menang bahagia misi capai,Negatif,Sarkasme terhadap Patrick.
Suda gak usah nangis.. itu suda resiko ganti Sty .. itu yg bung towel mau secara terselubung ..,suda nang suda resiko ganti sty towel selubung,Negatif,Menyalahkan risiko mengganti STY.
Ada pelatih yg punya disiplin tinggi malah dipecat..😅😅,pelatih disiplin pecat,Negatif,Kritik terhadap pemecatan pelatih disiplin.
Wow mantan pemain MU inggris nya pakai aksen british dong...?!!!,wow mantan pemain mu inggris pakai aksen british,Netral,"Komentar ringan tentang aksen Inggris, tidak terkait sentimen Timnas."
"Harusnya piala dunia sekali dalam 3 tahun, kalo 4 tahun kelamaan.",piala dunia kalo,Netral,Usulan jadwal Piala Dunia tanpa sentimen Timnas.
"Rata""pemain timnas masih muda"",pelatih ini sudah gagal total.siapa pun penganti pelatih ini dia harus tau kelemahan dan kelebihan timnas,timnas tidak membutuhkan nama""besar,tapi timnas membutuhkan pemain""yg tangguh,terutama gelandang bertahan dan serang.",ratapemain timnas mudapelatih gagal totalsiapa anti pelatih lemah lebih timnastimnas butuh namabesartapi timnas butuh pemainyg tangguhterutama gelandang tahan serang,Negatif,Menilai pelatih gagal total dan mengkritik kebutuhan tim.
"Si towel itu seneng liat indo ga lolos ,,,mana ada kritik ke PK ,,walau pun kalah,,",si towel neng liat indo lolos kritik pk kalah,Negatif,Kritik terhadap Towel yang dianggap senang Timnas gagal.
Air mata gembira para mafia bola indonesia🔥🔥karena berhasil buat timnas hancur🎉,air mata gembira mafia bola indonesiakarena hasil timnas hancur,Negatif,Kritik/sindiran terhadap mafia bola Indonesia.
"Efek Tohir 8481nya si Mulyono yg tiba2 pecat STY, tohir 444njin9",efek tohir si mulyono pecat sty tohir njin,Negatif,Kritik keras terhadap Erick Thohir.
"Makan tu erick tohir,towel dan kroni-kronimu hasil kekalahan timnas.",makan tu erick tohirtowel kronikronimu hasil kalah timnas,Negatif,"Kritik kepada Erick Thohir, Towel, dan kroni terkait kekalahan."
