komentar,komentar_bersih,label_final,alasan_label
​ @muhammadmulyono4509 bettuuuull...kesempatan saat ini pemain bagus2. Knapa tunggu 2030? 6:59 blm tentu di tahun2 mendatang bs merekrut pemain kls eropa.. PK telah menghancurkan pondasi yg dbangun STY...,bettuuuullkesempatan pemain bagus knapa tunggu blm bs rekrut pemain kls eropa pk hancur pondasi dbangun sty,negatif,Menilai PK menghancurkan pondasi yang dibangun STY.
​ @muhammadmulyono4509 fans karbitan nongol wkwkwk Pemain banyak usia msh muda.2030 masuk usia matang,fans karbitan nongol pemain usia msh muda masuk usia matang,positif,Optimis pemain muda akan matang pada 2030.
"tidak akan lolos 2030 kalau pelatih nya, sama,",lolos pelatih,negatif,Pesimis tidak akan lolos jika pelatih sama.
"​@septiansyahwibowoOh Ya,, Psan Kpda ET Sya Sruh Dia Kluar Dri PSsi Scpat"" Nya Karena Sya Bserta Sporter Timnas Indonesia Menuntut Tggung Jwab Spenuh Nya Ucpan Mundur Yg Tlah Dia Ucpkan Bhwa Akn Kluar Dri Pssi Jika Timnas Tdk Llos & Mmcat Pltih Trbaik Yaitu: ( STY )Dgn Platih Kampret Patrix Kluivert Mmbuat Bangsa Indonesia Ini Malu Besar Tdk Bsa Mllos Kan TIMNAS Skuat Kompenan Lengkap Ini..Hasil Yg Sya Lihat Nyata,Fakta,Bhwa Pemain Timnas Tlah Msux Ke Era Kgelapan, Uang Negara Telah Habis Prcuma,Mmbyar Pltih Sial Dari Belanda Yg Kta Nya Totalfotball.. Dan Pesan Trakhir Saya Tlong Di Smpaikan Saya Atas Nama:JUMAHADIR Ank Bangsa NKRI Dri Provinsi Riau Kab Kep Meranti Brsdia dan Siap Menggantikan Posisi Nya Di PSsi Akan Sya Rkrut Kmbali Platih STY Dgn Kontrak Jgka msa pjg Slma 15 Thun Sbb STY Tlah Mmbuktikan Smua Itu, Mmbangun TIMNAS Dan Menghrum Kan Nama Bangsa Di Pentas Dunia Dgn Brsusah Pyah Slma Ini.. Saya Brjanji Jika Sya Dduk Di Kursi PSSI",ya psan kpda et sya sruh kluar dri pssi scpat sya bserta sporter timnas indonesia tuntut tggung jwab spenuh ucpan mundur tlah ucpkan bhwa akn kluar dri pssi timnas llos mmcat pltih trbaik sty platih kampret patrix kluivert mmbuat bangsa indonesia malu bsa mllos timnas skuat kompenan lengkap inihasil sya lihat nyatafaktabhwa pemain timnas tlah msux era kgelapan uang negara habis prcumammbyar pltih sial belanda kta totalfotball pesan trakhir tlong smpaikan namajumahadir ank bangsa nkri dri provinsi riau kab kep meranti brsdia ganti posisi pssi sya rkrut kmbali platih sty kontrak jgka msa pjg slma thun sbb sty tlah mmbuktikan smua mmbangun timnas menghrum nama bangsa pentas dunia brsusah pyah slma brjanji sya dduk kursi pssi,negatif,"Kritik panjang terhadap ET, PSSI, PK, dan kegagalan Timnas."
Timnas Busuk full Belanda C pun kalah. Pake nyalahin pemain lokal😂,timnas busuk full belanda kalah pake nyalahin pemain lokal,negatif,Menyebut Timnas busuk dan kalah.
"​ @AdiDoank-h8o ga pake pemain Belanda c. Indonesia ga bakalan bisa sampe round 4 dodol. Coba aja pake full lokal,lawan Vietnam dan Malaysia aja ngampas 😂",pake pemain belanda indonesia sampe round dodol coba pake full lokallawan vietnam malaysia ngampas,negatif,Menghina pihak lain sambil membela pemain diaspora.
​ @AdiDoank-h8o kalo mata lo ga buta ga mungkin komen seperti ini,kalo mata buta komen,negatif,Menghina komentar pihak lain.
Pecat ET!,pecat et,negatif,Menuntut Erick Thohir dipecat.
Pecat smua PSSI,pecat smua pssi,negatif,Menuntut seluruh PSSI dipecat.
Pecat,pecat,negatif,Seruan pecat bernada negatif.
"padahal saat itu STY berhasil mengalahkan Arab 2-0 tp diganti PK. STY yg membangun pondasi timnas, diacak2 pondasinya oleh PK",sty hasil kalah arab ganti pk sty bangun pondasi timnas acak pondasinya pk,negatif,Kritik karena STY diganti dan pondasi Timnas diacak PK.
"Bravo,,, timnas Indonesia lolos pildun . Slamat buat pak ET n coach PK. 😢😢😢",bravo timnas indonesia lolos pildun slamat et coach pk,negatif,Sarkasme terhadap klaim lolos Piala Dunia.
Di tubuh PSSI masi ada mafia bola dan di politisasi pengurusnya... Muak dgn ini semuanya.. Timnas lg bgs dan solid sma STY di ganti tnpa alasan jelas.,tubuh pssi mas mafia bola politisasi urus muak timnas lg bgs solid sty ganti tnpa alas,negatif,"Kritik mafia bola, politisasi PSSI, dan pergantian STY."
Pecat Erik Tohir,pecat erik tohir,negatif,Menuntut Erick Thohir dipecat.
Emang paling top si et,emang top si et,negatif,Sarkasme terhadap Erick Thohir.
Klo sty Arab Saudi ketar ketir dan Australia.. Krena udah di kantongin sty..,sty arab saudi ketar tir australia krena udah kantongin sty,positif,Mengapresiasi kemampuan STY membaca Arab/Australia.
Timnas trus berproses.... Hslnya kapan????,timnas proses hslnya,negatif,Sindiran terhadap proses Timnas tanpa hasil.
"Lucu baca komen"" semua pengen dipecat 😀😀 ketimbang semua dipecat mending gak usah ada pssi, kita buat foya"" aja anggaranya.😀😀",lucu baca komen ken pecat ketimbang pecat mending pssi foya anggara,negatif,Sindiran negatif terhadap PSSI dan anggaran.
"@ViolentSablon lebih lucu lihat anggaran negara buat sepak bola namun minim prestasi, mana penontonnya uncivilized sering insiden makan korban jiwa lagi. Mending anggarannya dialokasikan ke cabor yg lebih produktif dalam meraih medali seperti bultang, angkat besi, panahan, panjat tebing, dll Klo lucu boleh dong ketawa 😂🤣",lucu lihat anggar negara sepak bola minim prestasi tonton uncivilized insiden makan korban jiwa mending anggar alokasi cabor produktif raih medali bultang angkat besi panah panjat tebing dll lucu ketawa,negatif,Kritik anggaran sepak bola dan minim prestasi.
Perdebatan anak SMP,debat anak smp,netral,Komentar umum tentang perdebatan tanpa sentimen jelas ke Timnas.
@seramaipasarmalam cieh anak post doc 👍🏼,cieh anak post doc,netral,Komentar balasan singkat tanpa konteks sentimen jelas.
"​ @ApriYadi-zd2sv masalah di obok obok dan di bantai timnas tim besar di fase grup itu sdah pasti ,cman ya akn jdi sejarah dan kbngga,an buat masyarakat Indonesia KLO sampe bisa lolos ke piala dunia walpun cuman jdi tim pelngkap tpun tim hore",zd sv obok obok bantai timnas tim fase grup sdah cman ya akn sejarah kbnggaan masyarakat indonesia sampe lolos piala dunia walpun cuman tim pelngkap tpun tim hore,positif,Menunjukkan kebanggaan jika Indonesia lolos Piala Dunia.
"​​ @ApriYadi-zd2sv harapan dari warga 🇮🇩 yang terlalu ketinggian dari awal saya sudah bertanya, apakah naturalisasi yang ugal - ugalan bisa menjamin timnas gampang lolos dari kualifikasi Pildun? ternyata memang tidak bisa membangun timnas dengan cara instant kalaupun STY tetap melatih timnas jangan terlalu membebani dirinya agar bisa timnas secepat mungkin tampil di Pildun, tapi minta saran dari Dia untuk membenahi pondasi timnas dan kompetisi dalam negeri nah kenapa juga orang - orang yang bukan mantan pemain timnas sepakbola malah jadi pejabat di PSSI? ataukah mereka masuk ke PSSI hanya untuk pencitraan politik di masa depan?",zd sv harap warga tinggi naturalisasi ugal ugalan jamin timnas gampang lolos kualifikasi pildun bangun timnas instant sty latih timnas beban timnas cepat tampil pildun saran benah pondasi timnas kompetisi negeri orang orang mantan pemain timnas sepakbola jabat pssi masuk pssi citra politik,negatif,Kritik terhadap naturalisasi instan dan PSSI.
Gak ada ETH timnas masih tertinggal,eth timnas tinggal,positif,Membela peran Erick Thohir bagi kemajuan Timnas.
Pecat semua pemain timnas mending nyari bibit lokal,pecat pemain timnas mending nyari bibit lokal,negatif,Menuntut pemain Timnas diganti.
sty tidak bisa menang lawan bahrain cina itu yang bikin berat,sty menang lawan bahrain cina bikin berat,negatif,Menyalahkan STY karena gagal menang lawan Bahrain dan China.
suporter percaya tinggi akan menang lawan bahrain cina ternyata sty tidak bisa patrik gak bagus tapi sty juga tidak bagus,suporter percaya menang lawan bahrain cina sty patrik bagus sty bagus,negatif,Menilai Patrick dan STY sama-sama tidak bagus.
ET yg hrs bertanggungjawab,et hrs bertanggungjawab,negatif,Menuntut Erick Thohir bertanggung jawab.
PSSI dan gerombolan nya dak becus peluang udah didepan mata gagal.erik Tohir dak becus jadi ketua PSSI.inter Milan waktu di pegang nya hancur,pssi gerombol dak becus peluang udah depan mata gagalerik tohir dak becus ketua pssiinter mil pegang hancur,negatif,Kritik keras terhadap PSSI dan Erick Thohir.
"Ternyata kompeni2 itu tidak mampu menahlukkan para pemain irak,,😂😂😂😂😂😂😂....",kompeni menahlukkan pemain irak,negatif,Sindiran terhadap pemain Belanda/kompeni yang kalah.
Kok.bisa,kokbisa,netral,Pertanyaan singkat tanpa konteks sentimen jelas.
​ @khoirulikhwan7027 pergantian pelatih di saat tengah tengah round,ganti pelatih round,negatif,Kritik pergantian pelatih di tengah ronde.
Tetap semangaat,semangaat,positif,Dukungan semangat untuk Timnas.
