komentar,komentar_bersih,label_final,alasan_label
"Segitunya Bro 😂 Warga konoha, kagak politik, kagak sepakbola selalu cinta buta sama junjungannya 🤦‍♂️",segitunya warga konoha kagak politik kagak sepakbola cinta buta junjung,negatif,Mengkritik fanatisme buta dalam politik/sepak bola.
Nah cakep nih komen.. Karena STY sudah membangun pondasi dari awal.. Jadi kalau pun gagal ada usaha kerasnya,cakep komen sty bangun pondasi gagal usaha keras,positif,Mengapresiasi STY yang membangun pondasi dari awal.
Sangat se7 dari pada pelatihan ini yang katanya total football tapi pada kenyataannya total gagal 😂😂,latih total football nyata total gagal,negatif,Mengkritik pelatih saat ini sebagai total gagal.
Ingat statment😂 strategi yang disepakati pemain😂😂😂 ini kesepakatan nya??? Kayaknya tidak deh,statment strategi pakat pemain sepakat kayak,negatif,Mengkritik strategi yang disebut disepakati pemain.
When Last Child Said ; Setidaknya diriku pernah berjuang . . . . .,when last child said diri juang,positif,"Mengapresiasi perjuangan, bernada positif terhadap proses."
"iya itu pilihan lo, ga sama kyk erick gendut.",iya pilih kyk erick gendut,negatif,"Menghina Erick, bernada negatif."
SETUJU SEKALI..,tuju,positif,Menyatakan persetujuan kuat.
Setuju banget kawan,tuju kawan,positif,Menyatakan persetujuan kuat.
"yg sudah ya sudah... mo bilang apa lagi... kita hanya penikmat, pendukung, timnas... masih ada kesempatan lagi ke depan.. piala Asia dan Agenda lain nya... semua sudah berjuang... dengan dukungan Pemerintah dan Suporter...diluar teknis dan non teknis... AFC nya aja udah bisa dibuat berat sebelah...",ya mo bilang nikmat dukung timnas sempat piala asia agenda juang dukung perintah suporterdiluar teknis non teknis afc udah berat belah,positif,Memberi dukungan/harapan masih ada kesempatan dan semua sudah berjuang.
Saya pakai zindane 😊,pakai zindane,netral,Usulan nama pelatih tanpa sentimen kuat.
Sama ... berasa lebih punya harga diri.. drpada gini jadinya downgrade permainannya,asa harga drpada gin downgrade main,negatif,Mengkritik permainan yang dianggap downgrade.
Lu tau gk kenapa kita waktu itu klaah pas sama shin tae yong. Karna yg di pilih pemain naturalisasi semua. Coba byakin pemain lokal. Di jamin lu mayan menang,klaah shin tae yong pilih pemain naturalisasi coba byakin pemain lokal jamin mayan menang,negatif,Mengkritik pemilihan pemain/naturalisasi.
Setuju',tuju,positif,Menyatakan persetujuan.
saya ndk mau gagal dua duanya sih wkwkwkwk,ndk gagal dua wkwkwkwk,netral,"Menolak memilih gagal dengan siapa pun, tanpa sentimen dominan."
Tapi ketumnya kan sama² Erick Tohir.😂😂😂,tum erick tohir,negatif,Menyindir Erick Thohir sebagai ketua umum.
"@tukangkayu9922 emang sebelum masa kepemimpinan ET pernah ta kita ngebayangin juara 4 piala asia sama bisa ke kualifikasi Pildun, AFF aja syulit",emang pimpin et ta ngebayangin juara piala asia kualifikasi pildun aff syulit,positif,Membela/mengapresiasi capaian era Erick Thohir.
"Yap... Salah pelatih, pemain pemain bagus, taktik nya yg jelek",yap salah pelatih pemain pemain bagus taktik jelek,negatif,Mengkritik taktik pelatih yang dianggap jelek.
Aslinya sadar kemampuan timnas ini cuma sampe dimana...cuma bergantung sosok saja...🤭🤭,asli sadar mampu timnas sampe dimanacuma gantung sosok,negatif,Bernada pesimistis terhadap kemampuan Timnas.
"Logika macam apa ini ,gagal is gagal ....silahkan hidup dimasa lalu",logika gagal is gagal silah hidup masa,negatif,Mengkritik pandangan masa lalu dan menegaskan gagal tetap gagal.
Anda ini fans kardus,fans kardus,negatif,Menghina pendukung dengan sebutan fans kardus.
"apa yang sudah dimulai oleh dan bersama STY, bukankah memang sudah sepantasnya diakhiri dengan beliau?",sty beliau,positif,Mendukung STY menyelesaikan proses yang dimulai.
alibi towell....skrg timnas lebih entartain.... wwkwkwkwk... mourinho engga peduli game... yg penting hasil... taktik lbh dominan....bilang tuh ke towell,alibi towellskrg timnas entartain wwkwkwkwk mourinho engga peduli game hasil taktik lbh dominanbilang tuh towell,negatif,Mengkritik Towel dan pandangan tentang permainan menghibur.
"​ @Traderxpired Dan faktanya permaian di bawah pelatih PK juga gak menarik dan gak berbobot, malah cenderung monoton, bingung.",fakta permai pelatih pk tarik bobot cenderung monoton bingung,negatif,Mengkritik permainan di bawah PK yang dianggap monoton.
yap lebih iklas gagal bersama sty toh dia yang bangun jadi lebih baik,yap iklas gagal sty bangun,positif,Menyatakan lebih ikhlas gagal bersama STY karena ia membangun tim.
Wkwk sty 6 laga 6 point,sty laga point,netral,Menyebut data perolehan poin STY tanpa emosi jelas.
"​ @natachannel9112 Tapi lawan Arab menang 1x, seri 1x. Kalau sekarang ketemu lagi dengan Arab harusnya secara statistik Indonesia menang, minimal seri.",lawan arab menang seri ketemu arab statistik indonesia menang minimal seri,netral,Memberi analisis statistik pertandingan tanpa emosi dominan.
Kebanyakan masyarakat ekspektasi terlalu tinggi dan w dah curiga dari awal kualifikasi round indo ga bakal lolos,banyak masyarakat ekspektasi dah curiga kualifikasi round indo lolos,negatif,Mengungkapkan ekspektasi terlalu tinggi dan pesimisme lolos.
"gua gak milih harus gagal sama siapa, yang gua mau berhasil lolos ke piala dunia..",milih gagal hasil lolos piala dunia,positif,Mengungkapkan keinginan positif agar Timnas lolos.
Jika sty gagal gak rindu sama luis milla ????,sty gagal rindu luis milla,netral,Pertanyaan tentang Luis Milla tanpa sentimen jelas.
Udah kliqtan sejak di pegang platih baruh paling gampang kebobolan,udah kliqtan pegang platih baruh gampang bobol,negatif,Mengkritik pelatih baru karena mudah kebobolan.
Udah jelas punya pelatih bagus masih gak puas mending kan kalo ganti ya datangi platih bagus sekalian yg punya nama besar,udah pelatih bagus puas mending kalo ganti ya datang platih bagus nama,negatif,Mengkritik pergantian pelatih yang dianggap tidak lebih bagus.
"STY baru dipecat juga,jadi sama"" gatot,gagal total😂",sty pecat jugajadi gatotgagal total,negatif,Menyebut STY dan PK sama-sama gagal dengan nada sindiran.
Hah? Gimana konsepnya. Gagal kok milih,hah gimana konsep gagal milih,netral,Pertanyaan konseptual tanpa sentimen kuat.
Anggap saja ini kegagalan timnas hindia belanda..,anggap gagal timnas hindia belanda,negatif,Mengandung sindiran negatif tentang kegagalan Timnas.
"Suarakan bang sampai k telinga s toher,dan s kumprit,,harus mundur,,,",suara bang telinga toherdan kumpritharus mundur,negatif,Menuntut pihak terkait mundur.
Daripada pake yakob😂😂😂😂,pake yakob,negatif,Mengkritik penggunaan pemain tertentu dengan sindiran.
