komentar,komentar_bersih,label_final,alasan_label
"​ @Van_Buitenzorg keputusan yg dia ambil itu atas hasil desakan dr para benalu yg ada difederasi, ini udah dibahas detil sama pak Hasani dipodcast nya bung Binder.. Coba deh simak.. 👀",putus ambil hasil desa benalu federasi udah bahas detil hasan dipodcast binder coba simak,negatif,Kritik terhadap benalu di federasi.
"Well,life must go on keep proud garuda",welllife must go on keep proud garuda,positif,Dukungan tetap bangga terhadap Garuda.
"@sysyphuslegend emang tetap proud, tapi poin pentiingnya spt dibilang di video, siapa yg bertanggung jawab? setiap kegagalan masa kita terus diminta bersabar, enak aja",emang proud poin pentiingnya spt bilang video tanggung gagal sabar enak,negatif,Kritik bahwa kegagalan perlu pertanggungjawaban.
"Sudah dari awal saya tidak suka dengan ET, terutama setelah dia rangkap jabatan, pas jd mentri BUMN, BUMN nya tambah amburadul, dan bahkan ada mafia sekelas chalid bisa bebas berkarya, dan banyak vendor2 gak terbayar oleh BUMN-BUMN, kini menjdi MENPORA, sekaligus ketua PSSI, 😊 jgn terlalu banyak berharap terhadap Timnas, kalau masih itu2 aja yg jd pengurusnya.",suka et rangkap jabat tri bumn bumn amburadul mafia kelas chalid bebas karya vendor bayar bumnbumn menjdi menpora ketua pssi jgn harap timnas urus,negatif,"Kritik terhadap ET, rangkap jabatan, mafia, dan pengurus."
"Sebenarnya yang paling bertanggung jawab itu justin, dia yang kompor komporin buat ngambil pelatih dari belanda, dia yang bilang indo lebih cocok main nyerang, total football lah dsbnya.. Ngoper aja masih ngaco mau main nyerang😂",tanggung justin kompor komporin ngambil pelatih belanda bilang indo cocok main nyerang total football dsbnya ngoper ngaco main nyerang,negatif,Menyalahkan Justin sebagai pemicu ide pelatih Belanda.
"Pikir pakai otak deh wkwkwk sty dan Patrick tentunya berbeda Sty debut bukan saat kualifikasi pildun.. beliau memiliki pengalaman yang jauh lebih matang dengan sepak bola Indonesia, kekalahan di era sty tentunya biasa aja karena bukan kualifikasi pildun (tapi gw ingat bgt kekalahan lawan cina) reaksi netizen sama seperti reaksi sekarang kepada Patrick Kesimpulannya ? Karena semua netizen pada ekspektasi tinggi, tidak punya akal sehat, sehingga tidak bisa apresiasi sedikitpun usaha... Jadinya main salah2an setiap kali kalah. Gw yakin jika pelatihnya sty sekarang-pun beliau akan dihujat habis2an Padahal dari pada sibuk ngurusin pelatih dan pemain, kenapa gak fokus ke Erick Tohir sebagai sumber masalah ? Dia loh biang yg bikin ganti pelatih wkwkkw BUMN gagal, PSSI gagal cuma bisa naturalisasi pemain, dan sekarang megang kemenpora ?! Gila sih ini orang powernya 😂 Dari pada out Patrick, mending out Tohir, sebelum dia menghancurkan cabang olahraga di Indonesia",pikir pakai otak sty patrick beda sty debut kualifikasi pildun beliau milik alam matang sepak bola indonesia kalah era sty kualifikasi pildun kalah lawan cina reaksi netizen reaksi patrick simpul netizen ekspektasi akal sehat apresiasi sedikit usaha main salah an kali kalah latih sty sekarang beliau hujat habis an sibuk ngurusin pelatih pemain fokus erick tohir sumber loh biang bikin ganti pelatih wkwkkw bumn gagal pssi gagal naturalisasi pemain megang kemenpora gila orang powernya out patrick mending out tohir hancur cabang olahraga indonesia,negatif,Kritik panjang terhadap ekspektasi netizen dan ET sebagai sumber masalah.
udah di restart seting pabrik 🤣🤣🤣,udah restart ting pabrik,netral,Komentar bercanda tentang restart setelan pabrik.
"Dunia politik gk ada yg tulus, tujuan pemecatan sty mau ambil simpatisan masarakat terhadap beliow , tujuan nya cuman cari suara buat nyalon di masa depan , eh ternyata gaga rencana nya😅😅😅",dunia politik tulus tuju pecat sty ambil simpatisan masarakat beliow tuju cuman cari suara nyalon gaga rencana,negatif,Kritik terhadap motif politik pemecatan STY.
"Kita bangga ketika nama Indonesia mulai ada trus di setiap laga dari round 1, piala Asia sampai round 4 Dari anak anak sampai orang tua semua nya cinta bola gara gara Indonesia ada",bangga nama indonesia laga round piala asia round anak anak orang tua cinta bola gara gara indonesia,positif,Rasa bangga karena Indonesia mulai dikenal dan dicintai.
"Mahal2 sewa org2 bule ke dpn sekalian sewa Alien,ketumnya Termul yg dipuja2,ga berkah",mahal sewa orang bule dpn sewa alienketumnya termul puja berkah,negatif,Sindiran terhadap ketum/pemain bule dan tidak berkah.
dan pas kalah dan ga lanjut ke olimpiade pun juga kita bener2 puas sama skuad u23 kemaren,kalah olimpiade bener puas skuad kemaren,positif,Apresiasi terhadap skuad U23 meski kalah.
"itu match memorable bgt si bang, inget banget begadang dari jam 1 sampai subuh, deg degan pas pinalti trus ku tinggal tidur pas indo ketinggalan, bangun bangun ternyata menang, di x banyak banget meme ""jemaah yang berbahagia..."" sumpah bakal kangen bgt ni meme",match memorable si bang inget begadang jam subuh deg degan pinalti ku tinggal tidur indo tinggal bangun bangun menang meme jemaah bahagia sumpah kangen ni meme,positif,Kenangan positif terhadap pertandingan memorable.
ETH out PK out,eth out pk out,negatif,Dukungan negatif agar ET dan PK keluar.
Tau ah puyeng.. Sesuatu yg sudah di prediksi GusDur sama ET ga dianggap padahal harapan semua sudah kita Genggam tapi Buyar ketika STY di Pecat sama ET...,ah puyeng prediksi gusdur et anggap harap genggam buyar sty pecat et,negatif,Ungkapan kecewa karena harapan buyar setelah STY dipecat.
konoha ajj.. ahhh lama2 jantungan gua ajig liat berita2 d konoha,konoha ajj ahhh jantung ajig liat berita konoha,negatif,Ungkapan pusing dan jantungan karena berita.
"Sekarang U23 nya tidak lolos piala asia oleh Gerard veninburg karena keputusan Erik Thohir yg memecat sty,sty itu pelatih segala umur",lolos piala asia gerard veninburg putus erik thohir pecat stysty pelatih umur,negatif,Kritik terhadap kegagalan U23 akibat keputusan Erick memecat STY.
Video apaan? Linknya dong abangku,video linknya abang,netral,Pertanyaan meminta link video.
Yang pengen ku tau siapa pembisik ET ko bisa gini,ken ku bisik et ko gin,netral,Pertanyaan ingin tahu pembisik ET.
Tragis,tragis,negatif,Ungkapan tragis.
Patah hati banget 💔,patah hati,negatif,Ungkapan patah hati.
"Etdah bussett. 2030 pemain udah tua-tua, belm tentu masih perform. Sekarang udah begini, gagal.. Sementara Thailand, Vietnam, mereka masih bisa memproduksi bibit dari liganya. Sedangkan Indonesia, liganya bapuk, club konyol, training center seadanya, academy bobrok, hayooo looo 😂😂 Yang instan, selesainya juga cepet bro... 😱 > Mau masuk piala dunia jalur instan ae kok, terlalu banyak tuntutan lu pada, minta A B C D segala. Nah, sekarang gagal lolos, artinya 2030 pemain udah tua-tua, belum tentu masih perform. Jadi dari mana nih Indonesia akan mencari pemain pengganti.. 😄😄 Sedangkan liga Indonesia terpuruk, infrastruktur club dan academy ngga bisa mencetak bibit unggul. #sadar diri anjeeng sedari awal 😂😂 Laporan keuangan pemegang saham club ngga pernah muncul ke publik. Dari mana masyarakat mau mengawal perkembangan sepakbola. Elu semu tuh bukan mendukung sepakbola Indonesia berkembang, elu semua tuh cuma mau hasil instan dengan cara instan.",etdah bussett pemain udah tuatua belm perform udah gagal thailand vietnam produksi bibit liga indonesia liga bapuk club konyol training center ada academy bobrok hayooo looo instan selesai cepet masuk piala dunia jalur instan ae tuntut gagal lolos pemain udah tuatua perform indonesia cari pemain ganti liga indonesia puruk infrastruktur club academy ngga cetak bibit unggul sadar anjeeng dar lapor uang pegang saham club ngga muncul publik masyarakat awal kembang sepakbola elu semu tuh dukung sepakbola indonesia kembang elu tuh hasil instan instan,negatif,"Kritik keras terhadap kegagalan, liga, akademi, dan cara instan."
"​ @Putrarajawali-f1j Wajar?LOL ditengah kompetisi yang masih berlangsung,kocak ini buzzer ET",wajarlol tengah kompetisi berlangsungkocak buzzer et,negatif,Kritik terhadap pembela ET saat kompetisi masih berjalan.
"​ @Putrarajawali-f1j 😂😂😂 minim prestasi? Piala AFF? Lu ngebet banget sama Piala yang bahkan gak masuk agenda FIFA. Lu pikir prestasi cuma dalam bentuk trophy? Inget ini timnas Indonesia dari yang kondisinya seperti apa baru lu bisa bicara trophy kalau memang udah bagus komposisinya trophy tinggal tunggu waktu. Lolos Piala Asia aja butuh 16 tahun setelah terakhi ikut di 2007 itupun jadi tuan rumah 😅. Dan ditangan STY 2x lolos Piala Asia di tahun 2023 kemarin dan juga di tahun 2027 mendatang kita gak perlu lagi rebutan buat lolos, kita sudah bisa dipastikan dapat tiket putaran final Piala Asia 2027. Absen 16 tahun dengan banyak pelatih silih berganti dan STY lolosin begitu dengan pegang banyak timnas, dari yang senior sampai timnas under. Pelatih timnas mana yang di suruh kerja pegang banyak tim tapi masih ada peningkatan? Mayoritas pelatih timnas senior itu fokus sama tim senior doang. Lu mau AFF tinggal tunggu waktu kalau pondasinya udah dibuat. Tapi lu gak bisa pungkiri ada pencapaian luar biasa seperti absen di Piala Asia yang udah lebih dari 16 tahun mampu diloloskan 2x berturut-turut oleh STY. Kalau memang layak STY buat dipecat minimal penggantinya yang kompeten, punya prestasi jelas lebih bagus dari perkembangan STY saat ini, tapi PK gimana? Gak cuma bisanya cuma mecat doang tanpa solusi begini. Pemimpin itu harus berfikir jangka panjang!!!",minim prestasi piala aff ngebet piala masuk agenda fifa pikir prestasi bentuk trophy inget timnas indonesia kondisi bicara trophy udah bagus komposisi trophy tinggal tunggu lolos piala asia butuh akh itu tuan rumah tang sty lolos piala asia kemarin rebut lolos tiket putar final piala asia absen pelatih silih ganti sty lolosin pegang timnas senior timnas under pelatih timnas suruh kerja pegang tim tingkat mayoritas pelatih timnas senior fokus tim senior doang aff tinggal tunggu pondasinya udah pungkiri capai absen piala asia udah lolos berturutturut sty layak sty pecat minimal ganti kompeten prestasi bagus kembang sty pk gimana bisa mecat doang solusi pimpin berfikir jangka,positif,Membela pencapaian STY dan memberi apresiasi terhadap perkembangan Timnas.
​ @Putrarajawali-f1j konyol stiap platih itu jarang ad yg bsa mlatih dua tim scara bersamaan klub mau pun timnas. nka ny morinho pep hnya mlatih klub meski bnyk tawaran dari timnas tp d tolak krn jlz berbeda. narasi mu itu tujuan my hnya satu yaitu mlindungi tukang judoy itu kn🤣😂 tp syg ny kmu tdk paham bola cuma asal ngasumsi,konyol stiap platih jarang ad bsa mlatih tim scara sama klub timnas nka ny morinho pep hnya mlatih klub bnyk tawar timnas tolak jlz beda narasi mu tuju my hnya mlindungi tukang judoy kn syg ny kmu paham bola ngasumsi,negatif,Kritik terhadap narasi lawan dan pembela Patrick.
dan ada aja yg bilang klo parkir bis ga kepake di pildun. heran bngt mereka ga baca sejarah apa gmn,bilang parkir bis kepake pildun heran bngt baca sejarah gmn,netral,Pernyataan tentang taktik parkir bus tanpa emosi dominan.
"@Bulanpurnama16 Inter era Jose Maurinho bisa treble winner gegara taktir parkir bus, dg penguasan bola kurang dari 40% bahkan cuma 30%",inter era jose maurinho treble winner gegara taktir parkir bus dg kuas bola,positif,Memberi contoh positif keberhasilan taktik parkir bus Mourinho.
Betul bang dlu itali gaya pertahanan grendel tpi juara,bang dlu itali gaya tahan grendel juara,positif,Mendukung contoh taktik pertahanan Italia yang juara.
"Jangan lupa, Yunani juga juara Euro 2004 itu pake taktik parkir tronton sambil andalkan serangan balik.. Gol 1 aja cukup tuh buat dpt 3 poin dan menang akhirnya juara..",lupa yunani juara euro pake taktik parkir tronton andal serang gol tuh dpt poin menang juara,positif,Memberi contoh positif Yunani juara dengan taktik bertahan.
"Realistis aja, ini kompetisi besar dan dengan tantangan yang besar sangat tidak dianjurkan main total Football kecuali tim besar Ngelihat skema nyerang dengan crossing terus menerus ini ga jauh beda dengan indra sjafri trus buat apa impor kalau lokal juga sama kualitas nya",realistis kompetisi tantang anjur main total football kecuali tim ngelihat skema nyerang crossing terus beda indra sjafri impor lokal kualitas,negatif,Kritik terhadap skema total football dan kualitas impor/lokal.
@AhmadArha-r6l lah emg cm dibesar2 kan media aja bro🤣 pastoor di belanda aja jdi lumbung gol jdi bhan bantaian🤣 kuakui pastoor pinter attack namun lemah defend nya,emg cm besar media pastoor belanda lumbung gol bhan bantai aku pastoor pinter attack lemah defend,negatif,Kritik terhadap Pastor/Kluivert yang lemah bertahan dan dibesar-besarkan media.
