komentar,komentar_bersih,label_final,alasan_label
"Menurut gw kehancuran timnas tsetelah mrk lawan jepang lapis 2, strategi mrk SDH kelihatan kelemahannya dimana",hancur timnas tsetelah mrk lawan jepang lapis strategi mrk sdh lemah mana,negatif,Kritik terhadap kondisi dan strategi Timnas yang dianggap hancur.
"Mau cuci tangan dia, kl dg pernyataan tsb dilontarkan, terus kenapa pelatihnya diganti di tengah jalan, apa gak tambah blunder pak ET.",cuci tangan dg nyata tsb lontar latih ganti jalan blunder et,negatif,Kritik terhadap ET yang dianggap cuci tangan dan membuat blunder.
Klw bukan target piala dunia ngapain pecat STY...,klw target piala dunia ngapain pecat sty,negatif,Mempertanyakan alasan pemecatan STY secara kritis.
Kegagalan ini akibat kesalahan fatal pssi ganti pelatih sty ke patrick,gagal akibat salah fatal pssi ganti pelatih sty patrick,negatif,Menyatakan kegagalan akibat kesalahan fatal PSSI mengganti STY.
Contoh fans yg suka salah menyalahkan orng lain 😂,contoh fans suka salah salah orng,negatif,Kritik terhadap fans yang dianggap suka menyalahkan pihak lain.
Klo gitu suruh dia mengundurkan diri aj. Karena dia jadi ketum pssi gk mau bawa timnas ke piala dunia. 😊,gitu suruh undur aj tum pssi bawa timnas piala dunia,negatif,Menuntut ketum PSSI mundur karena dianggap tidak membawa Timnas ke Piala Dunia.
AI bukan sih?,ai,netral,Pertanyaan singkat tanpa opini sentimen yang jelas.
Erik Tohir emang mafia nya,erik tohir emang mafia,negatif,Tuduhan negatif kepada Erick Tohir sebagai mafia.
​ @saefulhuda1232 buktinya apa?,bukti,netral,Pertanyaan meminta bukti tanpa sentimen jelas.
Timnas Indonesia belum di ridhoi oleh sang sutradara dunia akherat.,timnas indonesia ridhoi sang sutradara dunia akherat,netral,"Pernyataan fatalistik bahwa Timnas belum diridhoi, tanpa kritik/dukungan jelas."
"Erik tohir kalau diresapi dalam berbicara lembut tapi hatinya bener"" busuk makanya STY yang tak punya salah sampai dipecat padahal STY pelatih yang jujur tidak merasa bersalah dasar ketum mafia",erik tohir resap bicara lembut hati bener busuk sty salah pecat sty pelatih jujur salah dasar tum mafia,negatif,Kritik keras terhadap Erick/ketum yang dianggap busuk dan mafia.
#Eriktohirout,eriktohirout,negatif,Tagar tuntutan Erick Tohir keluar.
"Gw gak berekspektasi timnas bisa main di pildun, kalo mainnya kek gitu, bisa jadi lumbung gol bagi tim2 eropa, amerika latin, dan afrika😂 Bagi gw kalo bisa juara piala Asia dulu. Rata2 tim asia yg main di pildun adalah tim yg sering atau pernah juara asia kayak jepang, korsel, iran, australia, saudi, irak, qatar, pengecualian buat uzbekistan yg pencapaian tertingginya di piala asia cuma semifinalis tapi sekarang bisa ke pildun 2026.",berekspektasi timnas main pildun kalo main gitu lumbung gol tim eropa amerika latin afrika kalo juara piala asia tim asia main pildun tim juara asia jepang korsel iran australia saudi irak qatar kecuali uzbekistan capai tinggi piala asia semifinalis pildun,negatif,Kritik terhadap performa Timnas yang dianggap belum layak ke Piala Dunia.
sebelum dibahas bung binder heran juga kok bisa-bisanya pemain timnas tampil di podcast disaat kita masih berjuang...ini menurut saya sangat konyol apapun alasannya 😢😢,bahas binder heran bisabisanya pemain timnas tampil podcast saat berjuangini konyol apa alas,negatif,Kritik terhadap pemain yang tampil di podcast saat masih berjuang.
Kalau pelatihnya masih sty pasti bisa curi poin di round 4😢,latih sty curi poin round,negatif,Penyesalan/kritik karena merasa STY masih bisa mencuri poin.
"Orang yang bijak mengakui kesalahannya, maaf kali ini pak erik tohir gak bijak mengambil keputusan. Beliar wajib bertanggung jawab atas kegagalan di putaran ke 4 ini.",orang bijak aku salah maaf kali erik tohir bijak ambil putus biar wajib tanggung gagal putar,negatif,Kritik terhadap keputusan Erick dan tuntutan tanggung jawab atas kegagalan.
​ @RealMadrid-15525 pasti dia tanggung jawab untuk membenahi nya,tanggung benah,positif,Optimis bahwa pihak terkait akan bertanggung jawab dan membenahi.
Gw emang gak suka sama ET. Tapi dia gak pernah ngomong gitu njiir 😂😂. Fitnah aja lu,emang suka et ngomong gitu njiir fitnah,negatif,Kritik/ketidaksukaan kepada ET dan menuduh komentar lain fitnah.
"siapa suruh fans timnas mimpi ingin ke piala dunia , buset fitnah gini amat mana bukti statement nya kalau ada udah pasti ramai bukan hanya anda sendiri yang tau",suruh fans timnas mimpi piala dunia buset fitnah gin bukti statement udah ramai,negatif,Kritik terhadap fans dan tuduhan fitnah soal pernyataan.
buset drama korea fans suka fitnah patrik gak bagus sty juga gak bagus,buset drama korea fans suka fitnah patrik bagus sty bagus,negatif,Kritik terhadap fans serta menyebut Patrick dan STY sama-sama tidak bagus.
"kenapa jadi fitnah komen anda di screen shot suruh cybercrime melacak alamat anda , nanti anda nangis",fitnah komen screen shot suruh cybercrime lacak alamat nang,negatif,Kritik/ancaman terhadap komentar yang dianggap fitnah.
"10:39 Sikap Federasi membingungkan.. Punya peluang lolos Pildun 2026, tapi nunggu 2030. Ada apa ? Jangan sampai Timnas hanya dimanfaatkan untuk kepentingan pribadi oknum-oknum di Federasi. Dan target lolos Pildun tidak akan pernah tercapai.",sikap federasi bingung peluang lolos pildun nunggu timnas manfaat penting pribadi oknumoknum federasi target lolos pildun capai,negatif,Kritik terhadap federasi yang dinilai membingungkan dan punya kepentingan pribadi.
"​ @adie3174 mungkin erik kecewa sudah keluar banyak minta pesawat carteran pesawat pula ( eh iya pesawat carteran itu hanya pelatih sty) tapi kagak menang juga lawan bahrain cina. dulu sebelum ada sty piala aff itu selalu ramai , meriah pernah ada keributan antar suporter , eh sty datang katanya piala aff gak penting kata fans nya hanya piala ciki gak penting apa gak mampu kalahkan viet nam thai land",erik kecewa pesawat carter pesawat iya pesawat carter pelatih sty kagak menang lawan bahrain cina sty piala aff ramai riah ribut suporter sty piala aff fans piala cik kalah viet nam thai land,negatif,Kritik terhadap STY/fans dan performa yang dianggap tidak menang.
Ketum nya sombong..masuk piala itu suatu kebanggaan bt rakyat,tum sombongmasuk piala bangga bt rakyat,negatif,Kritik kepada ketum yang dianggap sombong.
orang ET mafianya,orang et mafia,negatif,Tuduhan negatif bahwa ET mafia.
Turun kejalan jangan hanya berisik d somsed kita hancurkan setan setan yg menghancurkan mimpi kita.,turun jalan berisik somsed hancur setan setan hancur mimpi,negatif,Ajakan protes keras terhadap pihak yang dianggap menghancurkan mimpi.
Pembelajaran yg sangat berharga...bagi pemain pelatih dan staf dan tentunya.federasi sepak bola indonesia...peluang lolos tampil di piala dunia.harus sirna..semoga kedepannya lebih lagi aamiin yra,ajar berhargabagi pemain pelatih staf tentunyafederasi sepak bola indonesiapeluang lolos tampil piala duniaharus sirnasemoga depan aamiin yra,positif,Melihat kegagalan sebagai pembelajaran dan memberi harapan ke depan.
Pecat Erick Thohir sama kepret sekalian.....,pecat erick thohir kepret,negatif,Tuntutan pemecatan Erick Thohir.
Pecat Erik Thohir titik...,pecat erik thohir titik,negatif,Tuntutan pemecatan Erick Thohir.
Edan si erik,edan si erik,negatif,Ejekan/kritik kepada Erick.
link nya bro mana coba share biar gak jadi fitnah,link coba share biar fitnah,netral,Meminta link/bukti agar tidak menjadi fitnah.
Dimana tu ngomongnya? Hati-hati fitnah,mana tu ngomongnya hatihati fitnah,netral,Bertanya sumber pernyataan dan mengingatkan agar tidak fitnah.
Jahattt bgttt si Erik Tohirrr,jahattt bgttt si erik tohirrr,negatif,Kritik keras kepada Erick Tohir.
Antemi bareng2 yok,antem bareng yok,negatif,Ajakan menyerang/protes bernada negatif.
"Takut iri legacy STY bukan bawahan si Tohir,",takut iri legacy sty bawah si tohir,negatif,Kritik bahwa Tohir takut/iri terhadap legacy STY.
"BRAVO Timnas Indonesia. Timnas kita sudah menyelesaikan ronde 4 qualifikasi asia - Pildun 2026, dengan sangat baik dengan hasil akhir,… mimpi ikut Pildun masih tertunda. Anyway, mencapai ronde 4 dengan 2 kekalahan TIPIS dari arab saudi dan iraq, adalah capaian yang terbaik. Catat, kekalahan tipis itupun adalah kekalahan yang boleh diperdebatkan, yang, kendati bermodalkan rangking fifa 119, mampu menggetarkan dua lawan yang punya rangking sangat jauh diatas kita : Iraq rangking 58 dan Arab-saudi rangking 59. Tahan dulu amarah dan tangis kita karena kecewa gagal ikut pildun 2026. Ambil cermin besar, mari kita ngaca diri dulu. 4 tahun 8 bulan yang lalu atau pada Februari 2021 kita masih berada di rangking 175 fifa. Sehebat apakah kita yang kurang dari dari 5 tahun, dari rangking fifa 175 langsung jadi peserta pildun ? Sangatlah bijak jika kita merenung sebentar. Timnas kita ini, haruslah dilihat secara utuh dari sebuah niatan / project grand-design besar dalam jangka panjang. Mustahil, ujuk2 semudah membalikkan tangan langsung berada dan mencapai puncaknya. Jangan takabur !! Realistiklah. Kita sudah berada pada jalur yang benar membangun suatu timnas yang disegani. Apresiasi bagi semua pihak yang sudah menjadi bagian dari proyek besar ini. Bagi Pemerintah, Pemain, Official, Federasi dan tentu saja Fans. Jadi peserta pildun, pastilah menjadi mimpi dan tujuan kita. Namun, ada tahapannya. Mari kita introspeksi mulai dari tahapan regional. Sebrapa hebat sih kita untuk scope asean ? Pakailah rangking fifa sebagai acuannya, kita baru di peringkat ke-3 rangking fifa asean. Jujur, malu kita sama vietnam dan thailand Bagaimana lagi di scope continental asia ? Boleh jawab sendiri. Dengan perimeter2 itu, kita mulai maklum, kira2 jika kita masih tertunda jadi peserta pildun, agak masuk di akal sehat lah. Pula, timnas yang kita liat hari ini, adalah sebuah tim dalam proses pembentukan… baru setenga jadi. Walau, sambil mengelus dada melihat ada semacam peluang yang cukup terbuka sampai pada ronde 4 QAFC WC26 kemaren. So, next WC 2030. Nanti dulu. Mari selesaikan dulu 2 PR besar di scope regional dan continental. Ada Perbara - piala AFF 2026. Ada piala AFC 2027. Ayo mari kita buktikan dulu di 2 ajang ini. Catat, di piala AFC 2027 nanti, timnas kita sudah melakukan lompatan besar, langsung ke putaran final pada awal 2027. Menhadapi WC 2030 nanti, yakinlah timnas kita bakal makin solid. Berikrarlah, pildun… we are otw. Rangkaian QAFC WC26 yang sudah kita selesaikan dengan baik, adalah sebuah pengalaman emas. Ada apresiasi disana, namun harus ada juga introspeksi dan koreksi. Lanjut, mari kita terus, dan konsisten dukung timnas kita !!!",bravo timnas indonesia timnas selesai ronde qualifikasi asia pildun hasil mimpi pildun tunda anyway capai ronde kalah tipis arab saudi iraq capai baik catat kalah tipis itu kalah debat kendati modal rangking fifa getar lawan rangking atas iraq rangking arabsaudi rangking tahan amarah tangis kecewa gagal pildun ambil cermin mari ngaca februari rangking fifa hebat rangking fifa langsung serta pildun bijak renung sebentar timnas utuh niat project granddesign jangka mustahil ujuk mudah balik tangan langsung capai puncak takabur realistiklah jalur bangun timnas segani apresiasi proyek perintah pemain official federasi fans serta pildun mimpi tuju tahap mari introspeksi tahap regional sebrapa hebat scope asean pakai rangking fifa acu peringkat rangking fifa asean jujur malu vietnam thailand scope continental asia perimeter maklum tunda serta pildun masuk akal sehat timnas liat tim proses bentuk setenga elus dada peluang buka ronde qafc wc kemaren so next wc mari selesai pr scope regional continental bara piala aff piala afc ayo mari bukti ajang catat piala afc timnas lompat langsung putar final menhadapi wc yakin timnas solid ikrar pildun we are otw rangkai qafc wc selesai alam emas apresiasi sana introspeksi koreksi mari konsisten dukung timnas,positif,Apresiasi terhadap perjuangan Timnas dan capaian ronde 4 meski gagal.
​ @revindoskussoy1897 bukan kalahnya yg bikin kecewa tapi ganti pelatih di tengah jalan ternyata bukan jaminan kemenangan,kalah bikin kecewa ganti pelatih jalan jamin menang,negatif,Kekecewaan terhadap pergantian pelatih yang tidak menjamin kemenangan.
PSSI kan cmn gerbong politiknya emg dia peduli sma timnas..,pssi cmn gerbong politik emg peduli timnas,negatif,Kritik terhadap PSSI yang dianggap hanya gerbong politik dan tidak peduli Timnas.
Ngapain ada federasi kalo gak boleh mimpi masuk pildun timnas Bangladesh aja pasti punya mimpi masuk pildun apalagi kita,ngapain federasi kalo mimpi masuk pildun timnas bangladesh mimpi masuk pildun,negatif,Kritik terhadap federasi yang dianggap tidak membolehkan mimpi masuk Piala Dunia.
Mana link youtube dia ngomong gitu? Knp buat hoax aja wkwkw,link youtube ngomong gitu hoax wkwkw,netral,Meminta bukti/link dan menyebut isu sebagai hoaks tanpa opini langsung ke Timnas.
