komentar,komentar_bersih,label_final,alasan_label
"STY emang gak bawa perubahan kok, di ulsan aja dipecat bukti sama2 medioker",sty emang bawa ubah ulsan pecat bukti medioker,negatif,Menilai STY tidak membawa perubahan.
"​ @annatarsauron2059 tapi bisa lolosin Indo 2x berturut-turut Piala Asia 2023 & 2027 (Piala Asia yang akan datang) padahal kita udah absen Piala Asia lebih dari 16 tahun? Tepatnya 2007 silam terakhir kita lolos sebagai tuan rumah. Ada gitu sebuah tim dengan peningkatan bertahap yang jelas kaya gini dikatakan tidak berkembang dan tidak ada perubahan. Bang lu boleh lah kontra, tapi minimal kasih argumen yang berbobot napa 😅",lolosin indo berturutturut piala asia piala asia udah absen piala asia tepat silam lolos tuan rumah gitu tim tingkat tahap kaya gin kembang ubah bang kontra minimal kasih argumen bobot napa,positif,Membela STY dan menekankan perkembangan Timnas.
"@annatarsauron2059 apa urusannya ulsan, yg penting dia yg udah membawa perubahan ke timnas",urus ulsan udah bawa ubah timnas,positif,Menyatakan STY membawa perubahan bagi Timnas.
"​ @annatarsauron2059 ga pernah nonton bola situ, ini orang yg g bisa terima kenyataan, saya bukan penggemar sty tapi saya mengakui Indonesia bisa sejauh ini berkat sty, yg gagal adalah di piala aff, tp bukannya sebelumnya semua pelatih gagal di piala aff, tp belum ada satupun pelatih yang bisa membawa Indonesia sampai rount 3 selain sty, akui lah itu",nonton bola situ orang terima nyata gemar sty aku indonesia berkat sty gagal piala aff pelatih gagal piala aff satu pelatih bawa indonesia rount sty aku,positif,Mengakui pencapaian Timnas berkat STY.
​ @arifsubrotobsi lha sty lebih banyak jasa nya dari pada kejelekannya.piala asia 2027 sty loh ngelolosin,lha sty jasa kejelekannyapiala asia sty loh ngelolosin,positif,Mengapresiasi jasa STY dan pencapaian Piala Asia.
"STY aja dipecat diclub korea aslinya emang medioker semua pelatihnya, menurut gua cuman Luis Milla yg bagus mainnya",sty pecat diclub korea asli emang medioker latih cuman luis milla bagus main,negatif,Mengkritik STY sebagai pelatih medioker.
Bersuara terus itu gk penting yng penting itu para suporter kompak stop nonton bola di stadion kosongkan bangku stadion agar jgn kompak itu pejabat dan pengamat yng merusak timnas yng udh bgus di jalan nya,suara yng suporter kompak stop nonton bola stadion kosong bangku stadion jgn kompak jabat amat yng rusak timnas yng udh bgus jalan,negatif,Mengajak boikot dan mengkritik pejabat/pengamat yang merusak Timnas.
"100% agree. Emang blunder terbesar ya pemecatannya STY di tengah jalan. Kalo emang mau gagal dan regenerasi ya silahkan setelah STY gagal, jangan diputus tengah jalan lah. Ga menyalahkan pelatih baru juga, karna ini bahkan timnas era kluivert blum sampe 10 match, sedangkan sistem yg diinginkan PK ini (attacking football) jelas jauh berbeda dengan sistemnya STY dulu. Jelas kalo ada yg harus tanggung jawab ya Erick Thohir yg tanggung jawab atas semuanya.",agree emang blunder besar ya pecat sty jalan kalo emang gagal regenerasi ya silah sty gagal putus jalan salah pelatih timnas era kluivert blum sampe match sistem pk attacking football beda sistem sty kalo tanggung ya erick thohir tanggung,negatif,Mengkritik pemecatan STY dan meminta Erick Thohir bertanggung jawab.
"Kalaupun gagal, gak nyesek kayak gini",gagal nyesek gin,negatif,Mengungkapkan kegagalan sekarang lebih menyakitkan.
Waktu jadi pemain primenya cuma Ajax 95 selebihnya biasa,pemain primenya ajax lebih,negatif,Mengkritik reputasi Patrick sebagai pemain biasa.
Apa lg masih di huni mafia2. Gx bakal maju sepakbola indo,lg huni mafia gx maju sepakbola indo,negatif,Menilai mafia membuat sepak bola Indonesia tidak maju.
Absolutely,absolutely,netral,Komentar sangat singkat tanpa konteks sentimen jelas.
"sistem permainannya aja ga keliatan dipegang dia, total football ngga, counter attack ga efisien, sistem permainannya gmn tau ga ngerti gua",sistem main liat pegang total football ngga counter attack efisien sistem main gmn ngerti,negatif,Mengkritik sistem permainan yang tidak jelas.
"gw pas liat indo kebantai australia langsung feeling ""timnas gw ga lolos pildun nih:(""",liat indo bantai australia langsung feeling timnas lolos pildun,negatif,Mengungkapkan pesimisme setelah kekalahan dari Australia.
yang bagus jadi pelatih dan pemain cuma zidane ama xabi alonso.,bagus pelatih pemain zidane ama xabi alonso,netral,Membahas figur pelatih/pemain lain tanpa sentimen jelas terhadap Timnas.
yg bagus sbg dua²nya tu Zidane,bagus sbg dua tu zidane,netral,Menyebut Zidane sebagai contoh tanpa opini langsung terhadap Timnas.
"1 pelatih digantikan dg 3 pelatih, ini adalah kepelatihan terbaik. Preet",pelatih ganti dg pelatih latih baik preet,negatif,Sarkasme terhadap kepelatihan yang disebut terbaik.
Minimal diganti pelatih itu yang berkualitas..lah ini ngambil pelatih kok yang CV nya ngampas wkkwwk...gk habis pikir si et kenapa ngambil si pk...tau gitu sty aja masih dipertahanin,minimal ganti pelatih kualitas ngambil pelatih cv ngampas wkkwwkgk habis pikir si et ngambil si pktau gitu sty dipertahanin,negatif,Kritik terhadap kualitas pelatih pengganti dan keputusan ET.
Kata coach ex futsal😂😂 jangan hanya pknya ada asistennya wkwkwkw asuh lah,coach ex futsal pknya asisten wkwkwkw asuh,negatif,Nada mengejek terhadap pelatih/asisten.
"Jangan, ini pelatihan terbaik yg pernah dimiliki Indonesia 😂😂😂",latih baik milik indonesia,negatif,Sarkasme terhadap pelatihan terbaik.
Erick lah sapa lagi,erick sapa,negatif,Menyalahkan Erick Thohir.
Kecuali mark klok ya 🥰,kecuali mark klok ya,positif,Komentar bernada apresiatif terhadap pemain tertentu.
"dan rela tinggal di Indonesia jauh dari keluarganya, beda sama Patrick yg malah gamau stay di Indonesia",rela tinggal indonesia keluarga beda patrick gamau stay indonesia,negatif,Membandingkan negatif Patrick dengan STY.
Gajinya belum di bayar lunas dan ga boleh speak up di ancam dia .,gaji bayar lunas speak up ancam,negatif,Menuding gaji STY belum lunas dan ada ancaman.
"Lupa kah? Jadi mentri bumn bukannya beresin bumn yg jadi beban negara selalu bilang rugi,malah kaya gak ada pergerakan sama sekali Dia malah lebih aktif di pssi Pas kasus korupsi pertamina kebongkar aja, dia malah gak mundur? Malah santai dan dapet jabatan baru? Menpora😂 enak bener ni org ya😂 Pantes aja negara kita gini terus, asal punya koneksi ama pemimpin negara mah bebas​ @brainvoltz",lupa kah tri bumn resin bumn beban negara bilang rugimalah kaya gera aktif pssi korupsi pertamina bongkar mundur santai dapet jabat menpora enak bener ni orang ya pantes negara gin koneksi ama pimpin negara mah bebas,negatif,Kritik terhadap Erick Thohir dan jabatan publiknya.
"emang pengen punya legacy sendiri..bagaimanapun STY warisan kepemimpinan Irwan bule, ET pengen punya legacy sendiri...pecat semuanya...no more total football...sampai akhir R4 cm 6 poin...",emang ken legacy sendiribagaimanapun sty waris pimpin irwan bule et ken legacy sendiripecat semuanyano more total footballsampai cm poin,negatif,Kritik terhadap ambisi legacy ET dan hasil buruk.
"STY org yg jujur, dia gak mau diajak bermain curang sama ERICK, sehingga dia dipecat si erick ,, ERICK Tohir itu pebisnis ,, semua pasti dibisniskan sama dia ,, termasuklah para pemain2 naturalisasi itu kan bisnis dia ... Betul lah kata guru ekonomi saya disekolah dulu : ""JANGAN PERNAH PILIH PEMIMPIN DARI SEORANG PEBISNIS, KARENA HIDUP NYA TIDAK AKAN JAUH2 DARI BISNIS"" Jadi kita jgn terlalu polos ,, faktanya ada perputaran judi besar yg dibisniskan melalui sepak bola.. Emangnya kita yakin para pemain naturalisasi itu seutuhnya tidak bisa dibisniskan sehingga bisa diatur untuk menang atau kalah ?? Ini Indonesia bro ,, dimana mafia dan bisnis selalu bergandengan tangan 😂😂😂",sty orang jujur ajak main curang erick pecat si erick erick tohir bisnis bisnis masuk pemain naturalisasi bisnis guru ekonomi seko pilih pimpin bisnis hidup bisnis jgn polos fakta putar judi bisnis sepak bola emang pemain naturalisasi utuh bisnis atur menang kalah indonesia mana mafia bisnis gandeng tangan,negatif,"Kritik keras terhadap Erick Thohir, bisnis, mafia, dan pemecatan STY."
"Mundur pun udah untung, udah dapat jabatan yang lebih tinggi di Menpora. 😢",mundur udah untung udah jabat menpora,negatif,Menyindir ET tetap mendapat jabatan lebih tinggi.
Minimal skil 1 dlu bang jgn lngsung ulti 😂 🔥🔥🔥,minimal skil dlu bang jgn lngsung ulti,netral,Komentar bercanda tanpa opini jelas terhadap Timnas.
Minimal PK mundur bang..,minimal pk mundur bang,negatif,Mendesak Patrick mundur.
​ @mbonsm3134 kasih kesempatan pak Erik dan petrik sekali lagi untuk menghacurkan timnas di AFC nantik bg.,kasih sempat erik trik menghacurkan timnas afc nantik bg,negatif,Sarkasme terhadap Erick dan Patrick.
"bener, dinepalkan pun masih ga mempan",bener dinepalkan mempan,negatif,Menyiratkan kritik bahwa tindakan tidak mempan.
"sekarang ET Menpora, mundur pun dari PSSI, kalau di posisi Menpora tidak mundur percuma, karena anggaran uang PSSI lewat Menpora diberikan Menteri Keuangan",et menpora mundur pssi posisi menpora mundur anggar uang pssi menpora menteri uang,negatif,Kritik terhadap posisi ET sebagai Menpora dan alur anggaran PSSI.
Setuju 😂😂😂,tuju,netral,Persetujuan singkat tanpa konteks jelas.
hugeng mas,hugeng mas,netral,Komentar sangat singkat tanpa konteks sentimen.
Apa sih yg di harapkan ganti platih.....et pernah bilang dia harus gambling alias JUDI.....klo berhasil ok klo tdk berhasil ya sudah.......dimana2 penjudi itu bukan pembangun......contoh uzbek mreka bangun dasar sepakbola dr awal tanpa hrs jd penjudi......sekalinya lolos bahagianya bukan main.....2 hasil yg di dpt.....lolos pildun dan pembangunan dasar sepakbola yg tangguh.........ketua federasi hrs di ganti......ganti yg punya jiwa pembangun bukan yg cari jalan pintas demi 2029......,harap ganti platihet bilang gambling alias judiklo hasil ok hasil ya sudahdimana judi pembanguncontoh uzbek mreka bangun dasar sepakbola hrs penjudisekalinya lolos bahagia main hasil dptlolos pildun bangun dasar sepakbola tangguhketua federasi hrs gantiganti jiwa bangun cari jalan pintas,negatif,Kritik terhadap perjudian/gambling dan meminta federasi diganti.
"4 tahun lebih membimbing Timnas. Berani memainkan pemain muda, memainkan taktik yang efektif buat komposisi pemain yang ada, dan hasilnya juga positif. Dia diganti karena keinginan seseorang bukan karena kesalahan dia sendiri.",bimbing timnas berani main pemain muda main taktik efektif komposisi pemain hasil positif ganti salah,negatif,Mengkritik pergantian STY sebagai keputusan seseorang.
"Bukan cuma dari 0, dari minus malah",minus,positif,Menguatkan bahwa STY membangun Timnas dari kondisi sangat rendah.
"@riowidodo9940 dia yang banyak ngajarin pasing ke pemain lokal kita,mulai dari pola makan dll,dibilang kalo timnas dilatih sty mulai dari nol itu gw keliru sty melatih timnas tu bener bener dari minus bukan dari nol lagi",ngajarin pasing pemain lokal kitamulai pola makan dlldibilang kalo timnas latih sty nol keliru sty latih timnas tu bener bener minus nol,positif,Mengapresiasi peran STY membina pemain lokal.
Piala AFF 2020 gw terpesona dengan perubahan tim nasional pemain muda maen 2jam penuh juga ok fisik mental terbangun ehh,piala aff pesona ubah tim nasional pemain muda maen jam penuh ok fisik mental bangun ehh,positif,Mengapresiasi perubahan Timnas di era STY.
