komentar,komentar_bersih,label_final,alasan_label
IYAA LAGIII,iyaa lagiii,netral,Persetujuan singkat tanpa konteks sentimen jelas.
"Etdah bussett. 2030 pemain udah tua-tua, belm tentu masih perform. Sekarang udah begini, gagal.. Sementara Thailand, Vietnam, mereka masih bisa memproduksi bibit dari liganya. Sedangkan Indonesia, liganya bapuk, club konyol, training center seadanya, academy bobrok, hayooo looo 😂😂 Yang instan, selesainya juga cepet bro.. wkwkwk ""mamah tau sendiri, YANG ASLI TUH YANG ADA BADAKNYA"" (cuma intermezo, biar gk kaku, lanjut.. 👇) > Mau masuk piala dunia jalur instan ae kok, terlalu banyak tuntutan lu pada, minta A B C D segala. Nah, sekarang gagal lolos, artinya 2030 pemain udah tua-tua, belum tentu masih perform. Jadi dari mana nih Indonesia akan mencari pemain pengganti.. 😄😄 Sedangkan liga Indonesia terpuruk, infrastruktur club dan academy ngga bisa mencetak bibit unggul. #sadar diri anjeeng sedari awal 😂😂 Laporan keuangan pemegang saham club ngga pernah muncul ke publik. Dari mana masyarakat mau mengawal perkembangan sepakbola. Elu semu tuh bukan mendukung sepakbola Indonesia berkembang, elu semua tuh cuma mau hasil instan dengan cara instan.",etdah bussett pemain udah tuatua belm perform udah gagal thailand vietnam produksi bibit liga indonesia liga bapuk club konyol training center ada academy bobrok hayooo looo instan selesai cepet mamah asli tuh badak intermezo biar kaku masuk piala dunia jalur instan ae tuntut gagal lolos pemain udah tuatua perform indonesia cari pemain ganti liga indonesia puruk infrastruktur club academy ngga cetak bibit unggul sadar anjeeng dar lapor uang pegang saham club ngga muncul publik masyarakat awal kembang sepakbola elu semu tuh dukung sepakbola indonesia kembang elu tuh hasil instan instan,negatif,"Mengkritik kegagalan, kondisi liga, dan pendekatan instan."
Iya setuju,iya tuju,netral,Persetujuan singkat tanpa konteks sentimen jelas.
"Sama, saya juga berpendapat demikian.",dapat,netral,Persetujuan singkat tanpa konteks sentimen jelas.
"Belum tentu gagal jika di latih sty, karna skema taktik sty itu luar biasa, dan se ingat saya salah sty hanya tidak memainkan eliano di beberapa permainan karna ga sesuai dengan taktik sty.",gagal latih sty skema taktik sty salah sty main eliano main sesuai taktik sty,negatif,Membela taktik STY sekaligus mengkritik keputusan pergantian.
Blunder memang ini et,blunder et,negatif,Menyebut keputusan ET sebagai blunder.
Setuju .... 🥹,tuju,netral,Persetujuan singkat tanpa konteks sentimen jelas.
Sepakat,sepakat,netral,Persetujuan singkat tanpa konteks sentimen jelas.
Pergantian pelatih di tengah sudah aneh...minim strategy di pertandingan awal,ganti pelatih anehminim strategy tanding,negatif,Mengkritik pergantian pelatih dan strategi yang minim.
"kalau sama sama lalah udah mending sty aja, sty cuman butuh penyerang(ole) kayaknya udah komplit tuh timnas, ini malah di rombak ulang di akhir game, ibarat pengalaman jadi dokter tiba tiba disuruh jadi montir... 😅 cuman label ex barca doang ini bintang laut, belum tentu bisa jadi pelatih",lalah udah mending sty sty cuman butuh penyerangole kayak udah komplit tuh timnas rombak ulang game alam dokter suruh montir cuman label ex barca doang bintang laut pelatih,negatif,Mengkritik PK dan menyatakan lebih baik STY.
Setuju banget,tuju,netral,Persetujuan singkat tanpa konteks sentimen jelas.
Setujuu,setujuu,netral,Persetujuan singkat tanpa konteks sentimen jelas.
Tul,tul,netral,Persetujuan singkat tanpa konteks sentimen jelas.
Copas bang,copas bang,netral,Komentar teknis/permintaan tanpa sentimen terhadap Timnas.
"ET dan PSSI BLUNDER ganti pelatih di tengah kompetisi karena EGO PRIBADI tanpa dengarkan suporter!! Ayo suporter rame2 protes dengan KOSONGKAN STADION saat timnas main, tinggalkan spanduk besar berisi aspirasi protes!! Biar ET dan PSSI nonton timnas sendirian sepi di stadion hanya ditemani spanduk protes suporter 😂😂😂",et pssi blunder ganti pelatih kompetisi ego pribadi dengar suporter ayo suporter rame protes kosong stadion timnas main tinggal spanduk isi aspirasi protes biar et pssi nonton timnas sepi stadion tani spanduk protes suporter,negatif,Mengkritik ET/PSSI dan mengajak protes suporter.
Mantap Bro....,mantap,positif,Memberi apresiasi/persetujuan terhadap pendapat yang disampaikan.
"Bruh, mohon diingat opsi pemain sty tdk sebanyak opsi petrik yg skrg",bruh mohon opsi pemain sty opsi trik skrg,positif,Membela STY dengan menyebut opsi pemainnya lebih terbatas.
Saya lebih memilih gagal bersama pemain asli/lokal,pilih gagal pemain aslilokal,negatif,Mengkritik pendekatan pemain/naturalisasi dengan nada kecewa.
Petrik.iti pelatih terbaik sepanjang sejarah indonesia.. Mw bukti sampai 7 trunan berita ini akan di bahsa selalu....🎉🎉🎉🎉🎉🎉😅,petrikiti pelatih baik sejarah indonesia mw bukti trunan berita bahsa,negatif,Sarkasme terhadap Patrick sebagai pelatih terbaik.
"Mantap...,...bg.,.setuju",mantapbgsetuju,positif,Memberi apresiasi dan persetujuan terhadap pendapat.
"Jasa nya membawa sepak bola indonesia jauh lebih Bagus STY,drpda Pk.dari awal masuk hanti STY lihat strategi pemain & hasil kebanyakan kalah.lebih baik PK mundur.",jasa bawa sepak bola indonesia bagus stydrpda pkdari masuk hanti sty lihat strategi pemain hasil banyak kalahlebih pk mundur,negatif,Memuji jasa STY tetapi menuntut PK mundur karena dinilai kalah kualitas.
Kepelatihana terbaik dengan Sistem kocak kagak berfungsi Yang paling kocak line up pada vs Arab saudi 😂 Kocak pemuja PK Ganti pelatih dari jepang,kepelatihana baik sistem kocak kagak fungsi kocak line up vs arab saudi kocak puja pk ganti pelatih jepang,negatif,Sarkasme terhadap sistem kepelatihan yang dianggap kocak.
Ya sama. Permainan sty lebih menghibur dgn kualitas pemain yg belum lengkap kyk skrng,ya main sty hibur kualitas pemain lengkap kyk skrng,positif,Memuji permainan era STY yang lebih menghibur.
Bener,bener,netral,Persetujuan singkat tanpa konteks sentimen jelas.
"Yaa bener, karena berjuang dari round 1 juga bersama STY",yaa bener juang round sty,positif,Mendukung bahwa perjuangan sejak round 1 bersama STY.
Ajur ganti PK kembalikan sty,ajur ganti pk kembali sty,negatif,Mengkritik pergantian PK dan meminta STY dikembalikan.
"Bayangin mereka itu berharap masuk pildun karna masa umur ke emasan umur kalau main bagus di pildun bisa masuk club club besar , kalau targetnya 2030 umur udah pada 30an club mana mau ambil umur 30an , selain itu ramalan prabowo 2030 indonesia kan bubar jadi pupus semua garagara 1 orang 😂",bayangin harap masuk pildun umur emas umur main bagus pildun masuk club club target umur udah an club ambil umur an ramal prabowo indonesia bubar pupus garagara orang,negatif,Mengkritik kegagalan dan menyalahkan satu pihak atas pupusnya peluang pemain.
"Sebaiknya PSSI mengevaluasi sndiri segala keputusannya.. Memecat STY, didampingi pengamat2 yg benci STY dgn segala bahasanya.. Ini yg paling saya benci.. Sangat, sangat... Menuju round 4 pengamat2 itu sudah memframing kegagalan timnas dgn isu2 wasit, kekuatan uang arab dll.. Nyatanya?.. Kita lah yg tidak berprogres dgn kepelatihan yg baru.. Bandingkan dgn arab dan Irak.. Ya kan?... Makan tuh pelatih baru.. Pecat STY dgn alasan bermain bertahan?.. smua sudah paham knpa harus bertahan.. Alasan statistik?.. Bandingkan saja statistik permainan yg skrg.. shoot on goal kah?.. penguasaan bola?.. gameplay?.. Tai lah.. Lupakan STY.. Tetapi ganti Kluivert, dgn pelatih yg lebih mumpuni, terkenal mahal juga gapapa.. Ini lebih fair.. Respect untuk STY, tetapi jgn balik lagi ke timnas.. Akan banyak intrik yg membuatnya gagal berprestasi dimoment kedua.. Biarlah cukup dgn sejarah yg ada saat ini untuk STY Hari Minggu yg unmood untuk smua org Indonesia..",pssi evaluasi sndiri putus pecat sty damping amat benci sty bahasa benci round amat memframing gagal timnas isu wasit kuat uang arab dll progres latih banding arab irak ya makan tuh pelatih pecat sty alas main tahan smua paham knpa tahan alas statistik banding statistik main skrg shoot on goal kah kuasa bola gameplay tai lupa sty ganti kluivert pelatih mumpuni kenal mahal gapapa fair respect sty jgn timnas intrik buat gagal prestasi dimoment biar sejarah sty minggu unmood smua orang indonesia,negatif,Mengkritik keputusan PSSI memecat STY dan framing pengamat.
True..,true,netral,Persetujuan singkat tanpa konteks sentimen jelas.
