komentar,komentar_bersih,label_final,alasan_label
#ErickPatrickOut !!!!,erickpatrickout,negatif,Tagar menuntut Erick dan Patrick keluar.
"ganti gak masalah, masalahnya kenapa Patrick, yg prestasi dan kapabilitas kepelatihannya minim",ganti patrick prestasi kapabilitas latih minim,negatif,Kritik pemilihan Patrick karena minim prestasi/kapabilitas.
Kalau tak di pecat kita nepalkan😊,pecat nepalkan,negatif,Menyiratkan STY seharusnya tidak dipecat.
"udah penyakit yang sama pas di inter milan, mancini tiba2 diganti sama pelatih yang masih pemula dan hasilnya jeblok.",udah sakit inter mil mancini ganti pelatih mula hasil jeblok,negatif,Membandingkan keputusan ET dengan kasus Inter yang berujung buruk.
#etout,etout,negatif,Tagar menuntut ET keluar.
Ngurus BUMN aja gk bisa 😂😂,ngurus bumn,negatif,Kritik terhadap kinerja ET di BUMN.
"​ @tableandrecords pertamax oplosan, untung banyak😂",pertamax oplos untung,negatif,Sindiran terhadap kasus pertamax oplosan.
Ibarat uda pnya pacar pengertian anda selingkuh..akhirnya bubar dan selingkuhnya akhirnya nda cocok,uda pnya pacar erti selingkuhakhirnya bubar selingkuh nda cocok,negatif,Analogi negatif tentang meninggalkan pasangan yang cocok.
#Patrickout,patrickout,negatif,Tagar menuntut Patrick keluar.
betul...mending gagal dgn sty daripada gagal dgn patrik,betulmending gagal sty gagal patrik,negatif,Lebih memilih gagal bersama STY daripada Patrick.
"insting bisnis man itu klo ga untung bgt ya rugi bgt, udh biasa itu ga ada itu setengah2, emang namanya gambling seperti itu, pertaruhkan segalanya tapi ya jangan di timnas juga sih, terlalu gila..",insting bisnis man untung ya rugi udh emang nama gambling taruh ya timnas gila,negatif,Mengkritik pola gambling ET terhadap Timnas.
"ET itu pembisnis, liat aja inter milan pas dipegang dia gimana, fans inter pasti tau gimana ancurnya pas sama dia, pemilihan pelatih yg salah, sekarang keulang lagi kan, salah milih pelatih lg",et bisnis liat inter mil pegang gimana fans inter gimana ancurnya pilih pelatih salah ulang salah milih pelatih lg,negatif,Kritik ET sebagai pebisnis yang salah memilih pelatih.
"Anda salah ❌justru awalnya ekspektasi akan tinggi langsung lolos round 4 eh kayanya kagak, makanya dia dapet jabatan baru menpora 😂posisi ya masih aman walaupun mundur dari pssi kan tetep pemimpin tertinggi menpora😂 Gw aja udah gak percaya sejak lawan Australia main open play tapi taktik gajelas sekali kena serang gampang kebobolan akhirnya dibantai😂 eh lawan saudi round 4 di ulangi lagi Padahal udah dikasih tutor ama sty",salah ekspektasi langsung lolos round kaya kagak dapet jabat menpora posisi ya aman mundur pssi tetep pimpin tinggi menpora udah percaya lawan australia main open play taktik gajelas kena serang gampang bobol bantai lawan saudi round ulang udah kasih tutor ama sty,negatif,"Kritik ulang terhadap ET, Patrick, dan taktik yang buruk."
"​ @röckêt_pūñcher1 bro, elu sepong petrick dibayar berapa ha?",elu sepong petrick bayar ha,negatif,Komentar menyerang pendukung Patrick.
Setuju 😂😂😂 padahal saya kan petani,tuju tani,netral,Persetujuan singkat tanpa konteks jelas.
karena bidang nya bisnis jadi dibisnisin juga lah,bidang bisnis dibisnisin,negatif,Menilai sepak bola ikut dibisniskan.
"pak ET gambling bro dia fill dgn ganti pelatih BS lolos pildun,tp knp harus pilih sipatrick track record sbg pelatih msh kurang bagus.",et gambling fill ganti pelatih bs lolos pilduntp pilih sipatrick track record sbg pelatih msh bagus,negatif,Kritik terhadap pilihan Patrick dan track recordnya.
​ @UwaisArrasy lu masih percaya ET? 😂,percaya et,negatif,Meragukan kepercayaan kepada ET.
eT jgn d ganti... Yg ada tambah bobrook spakbola indo,et jgn ganti bobrook spakbola indo,positif,Membela ET agar tidak diganti karena khawatir lebih buruk.
"Seandainya dia tetap mecat STY pelatih kelas dunia yang rela melatih timnas senior sampai mau melatih kelompok umur... carilah pelatih yang sepadan, yang mau bekerja seperti STY...yang punya trek rekord...PK gak pengalaman, minim taktik...PK out, Arya Out dari Exco, Towel out dari Indonesia..Erik out",anda mecat sty pelatih kelas dunia rela latih timnas senior latih kelompok umur cari pelatih padan styyang trek rekordpk alam minim taktikpk out arya out exco towel out indonesiaerik out,negatif,"Kritik keras terhadap PK, Arya, Towel, dan ET."
"kalo bisnisnya beneran lihai itung probabilitas, si erick ga bakal jadi politikus di sisi terpenting karirnya",kalo bisnis beneran lihai itung probabilitas si erick politikus sisi penting karirnya,negatif,Kritik terhadap ET sebagai politikus/pebisnis.
"Dia kalah bersinar sama sty makanya dia pejat sty, sepak bola hanya dijadikan alat politik ET",kalah sinar sty pejat sty sepak bola jadi alat politik et,negatif,Menuding ET menjadikan sepak bola alat politik.
"Ntar jg ada statement ""gapapa kalah tapi mainnya bagus menyerang, daripada menang tp mainnya bertahan dan jelek"" namanya jg strategi broo lawan msih diatas kita ngapain jg gengsi, blokkkk",ntar jg statement gapapa kalah main bagus serang menang main tahan jelek nama jg strategi broo lawan msih atas ngapain jg gengsi blokkkk,negatif,Kritik terhadap narasi main bagus menyerang meski kalah.
Spakat bang ❤,spakat bang,positif,Persetujuan bernada positif.
"Lah, malah mending berjuang dengan yg bantu daripada ama yg lama, apalagi udah tau yg lama probabilitas nya lebih besar kalah😂. Sty udah ngga dipercaya ruang ganti. Emang nya kalian akan berbesar hati ketika kalah dengan skor yg lebih buruk lg 😂 Fans toxic 😂",mending juang bantu ama udah probabilitas kalah sty udah ngga percaya ruang ganti emang besar hati kalah skor buruk lg fans toxic,negatif,Menyebut fans toxic dan mengkritik pendukung STY.
"20:05 sekalipun memang mau cari pengganti, at least cari pelatih yang emang punya pengalaman di kompetisi asia, mengenal dengan baik kultur sepakbola asia, jangan cuma karena punya nama besar tapi portfolio nya ga seberapa",cari ganti at least cari pelatih emang alam kompetisi asia kenal kultur sepakbola asia nama portfolio,negatif,Kritik agar mencari pelatih yang berpengalaman di Asia.
"Setuju, pengambilan keputusan yang katanya urgent itu untuk apa kalau pada akhirnya kita semua dituntut harus ikhlas. Justru kita akan lebih ikhlas kalau perjalanan kualifikasi ini gugur di tangan sty",tuju ambil putus urgent tuntut ikhlas ikhlas jalan kualifikasi gugur tangan sty,negatif,Kritik keputusan urgent dan lebih ikhlas jika gugur bersama STY.
"Gw sedih dan marah bukan karna gagal ke pildun nya. tapi dirusaknya bahkan dihancurkannya Perjuangan, pengorbanan, harapan, kebanggaan dan Kebahagiaan rakyat Indonesia, setelah sekian puluh tahun tdk ada yg bisa dibanggakan di sepakbola Indonesia. KOndisi Pada saat hidup di Indonesia penuh dengan keburukan , timnas memberikan angin segar bahwa masih ada kebaikan di negara ini. Kalau seandainya gagal ke pildun dg pelatihnya STY, pasti tetap penuh kebanggaan, karena kita berjuang bersama, senang sedih sama2 merasakan, rakyat indonesia harus bayar jika ingin menonton lewat streaming, kemudian supporter harus membeli tiket yang tidak murah melihat kondisi ekonomi masyarakat belum lagi ongkos akomodasinya, sampe rela keluar negeri, para pemain naturalasasi yg mengorbankan kesempatan untuk bisa membela negara yg lebih jelas, belum lagi karirnya yg tidak sedikit malah menjadi lebih sulit setelah di naturalisasi. Harusnya kalau masih manusia ya punya malu lah minimal mundur dg segera, terutama head coach nya, dan Ketum PSSI-nya. cuman mundur lho, ga harus ganti rugi semua pengorbanan supporter dan pemain, dan kalau Gentel, ya mengaku salah dan minta maaf kepada rakyat Indonesia, syukur2 ke STY juga karena sudah mengkhianati. Udah lah berkhianat, gagal pula.",sedih marah gagal pildun rusak hancur juang korban harap bangga bahagia rakyat indonesia sekian puluh bangga sepakbola indonesia kondisi hidup indonesia penuh keburu timnas angin segar baik negara anda gagal pildun dg latih sty penuh bangga juang senang sedih rasa rakyat indonesia bayar tonton streaming supporter beli tiket murah kondisi ekonomi masyarakat ongkos akomodasi sampe rela negeri pemain naturalasasi korban sempat bela negara karirnya sulit naturalisasi manusia ya malu minimal mundur dg head coach tum pssinya cuman mundur lho ganti rugi korban supporter pemain gentel ya aku salah maaf rakyat indonesia syukur sty khianat udah khianat gagal,negatif,Sedih dan marah karena perjuangan/harapan rakyat dihancurkan.
"Kita masi bisa liat piala asia bang, atau aff nanti 🎉🎉 smngt buat kita yg mau liat timnas kita maju❤",mas liat piala asia bang aff smngt liat timnas maju,positif,Memberi semangat dan harapan masih ada Piala Asia/AFF.
