komentar,komentar_bersih,label_final,alasan_label
"Ya sekali setiap kali konten anda coment saya konsisten indo tidak punya mental yg kuat,sekil bagus semua tapi sekali lagi cari pelatih yg betul terbukti treak rekot nya",ya kali konten coment konsisten indo mental kuatsekil bagus cari pelatih bukti treak rekot,negatif,Kritik terhadap mental Timnas dan kebutuhan pelatih yang terbukti.
"Ketika lawan Arab seharusnya full Tim untuk mengejar kemenangan, karena timnas pernah mengalahkan Arab jika menang menjadi modal besar... itu",lawan arab full tim kejar menang timnas kalah arab menang modal,negatif,Kritik strategi saat melawan Arab.
"Udah si kata gw mah gausah ngjudge Patrick atau siapapun dia kan kerja bukan dia yg mau tapi kan dia di tawarin dari pihak pssi buat jadi pelatih ,jgn sampe jadi memecah 2 belah negara bisa mengakibatkan fatal yg mau di salahin mah orang pemimpin Indonesia nya aja maaf gw akui emg Indonesia negara yg kontroversial sih maaf bgt",udah si mah gausah ngjudge patrick kerja tawarin pssi pelatih jgn sampe pecah belah negara akibat fatal salahin mah orang pimpin indonesia maaf aku emg indonesia negara kontroversial maaf,negatif,Defensif terhadap Patrick tetapi tetap mengkritik pimpinan/negara.
"Suruh Tohir mundur,,mending pak Iwan bule,,prasetan dg erik",suruh tohir mundurmending iwan buleprasetan dg erik,negatif,Meminta Erick Thohir mundur.
"Mau pelatihnya siapapun kalau pengurusnya nga ngerti sama aj,cuma kepentingan politik.",latih urus nga ngerti ajcuma penting politik,negatif,Kritik pengurus dan kepentingan politik.
Jelas bang kalo sty tidak pernah di ragukan dalam kepelatihan nya,bang kalo sty ragu latih,positif,Pujian terhadap kemampuan kepelatihan STY.
"Alhamdulillah sesuai doa dan harapan saya, indo Nungsep seeep jangan timbul lagi",alhamdulillah sesuai doa harap indo nungsep seeep timbul,negatif,Sarkasme/berharap Indonesia terpuruk.
Pak erick thoir kemana..ya.....kesalahan beliau pilih patrick kluevter sedari awal juga patrick kluevter gk punya izasah kepelatihan..sebuah timn.nasional....pk erick juga heran ko bisa depak shin.tae yong padahal..shin.tae young kontrak nya smpai 2027..ko di pecat..inih jelas aneh..pssi.dari dulu seperti itu mulu gk berubah berubah..heran..,erick thoir kemanayakesalahan beliau pilih patrick kluevter dar patrick kluevter izasah kepelatihansebuah timnnasionalpk erick heran ko depak shintae yong padahalshintae young kontrak smpai ko pecatinih anehpssidari mulu ubah berubahheran,negatif,"Kritik terhadap Erick, Patrick, dan PSSI karena memecat STY."
"Proyek tersembunyi berhasil Indonesia nunggu 4tahun lagi Misal Patrick dipecatpun dia nyantai aja,, dapat duit kompensasi pulang belanja sambil tersenyum lebar",proyek sembunyi hasil indonesia nunggu patrick pecat nyantai duit kompensasi pulang belanja senyum lebar,negatif,Sindiran proyek tersembunyi dan kompensasi Patrick.
Awan China aja ga bisa menang malahan kalah 2-1,awan china menang kalah,negatif,Kritik karena kalah dari China.
"​ @Drifton05 kalah lawan China padahal market value-nya jauh dibawah timnas Indonesia parah bener emang, gara-gara STY timnas susah ke pildunnya Udah gitu dibantai jepang di GBK, anjir GBK nih...kandang sendiri, parah STY",kalah lawan china market valuenya bawah timnas indonesia parah bener emang garagara sty timnas susah pildunnya udah gitu bantai jepang gbk anjir gbk nihkandang parah sty,negatif,Kritik keras terhadap STY dan performa Timnas.
"Harus ada prubahan dri anggotta pssi dan pelatihnya, pemain kita sudah bagus bagus era sekrng , erik thoir ucpan mu dlu saat ada Sty pernah bilang mundur tolong skrng lu lebih baik mundur, ganti ratu tisha.",prubahan dri anggotta pssi latih pemain bagus bagus era sekrng erik thoir ucpan mu dlu sty bilang mundur tolong skrng mundur ganti ratu tisha,negatif,Kritik terhadap PSSI/pelatih dan meminta Erick mundur.
Jngan patrik squidword guepun bisa. Jngan dulu sty,jngan patrik squidword gue jngan sty,negatif,Sindiran terhadap Patrick.
SEJAK SIRKEL BELANDA GABUNG TIMNAS SENIOR AMA U23 TURUN KASTA😂😂,sirkel belanda gabung timnas senior ama turun kasta,negatif,Kritik terhadap pengaruh sirkulasi Belanda di Timnas.
Betul dan itu smisal engga dicurangi wasit wktu lawan bahrain udah menang itu,smisal engga curang wasit wktu lawan bahrain udah menang,positif,Membela Timnas/STY dengan menyebut faktor wasit.
"siapapun pelatih ny kalau masih banyak mafia ny gk bakal maju timnas,,",pelatih ny mafia ny maju timnas,negatif,Kritik bahwa Timnas tidak maju karena mafia.
Sama Aja STY Dan PK Sama Sama Gak Becus Untuk Meloloskan Indonesia Bermain Di Piala Dunia 2026,sty pk becus lolos indonesia main piala dunia,negatif,Kritik bahwa STY dan PK sama-sama gagal.
Nepal kan PSSI Patrick out,nepal pssi patrick out,negatif,Seruan Patrick/PSSI out.
Skor nya kebantai semua,skor bantai,negatif,Kritik karena skor dibantai.
Mending kalah bareng sty daripada masuk round 5 bareng patrick,mending kalah bareng sty masuk round bareng patrick,negatif,Sindiran/ketidakpuasan terhadap kondisi bersama Patrick.
"Bisa lebih poinnya kalo yg latih masih STY ,,Jaman STY slalu di rugikan wasit...klo fair mah..udh menang dari dulu coach Shin ini..",poin kalo latih sty jaman sty slalu rugi wasitklo fair mahudh menang coach shin,positif,Dukungan kepada STY dan pembelaan terkait faktor wasit.
"​ @rifkiadityaSaputra-y5u lah justru sty paling di untungkan wasit, di klub Korea sty aja di pcat 10 pertandingan cuma sekali menang klo ga salah 😂",sty untung wasit klub korea sty pcat tanding menang salah,negatif,Kritik terhadap STY.
"Lawak ngepuji²STY🤣,lawan china aja di bantai,,lawan bahrain imbang,maen di kandang sendiripun menang cuma 1-0doang,ball posisionnya aja jelek timnas,hoki doang 😂",lawak ngepujistylawan china bantailawan bahrain imbangmaen kandang sendiri menang doangball posisionnya jelek timnashoki doang,negatif,Kritik/sindiran terhadap pujian kepada STY dan performa Timnas.
"Mungkin jika STY yang jadi pelatih,lebih memungkinkan untuk lolos round 5 dan di setiap match kebobolan lebih sedikit.",sty pelatihlebih lolos round match bobol,negatif,Perbandingan yang mengkritik situasi/pelatih saat ini.
"Jangankan STY. Elu aja bisa bang. Pemain udah ada, tinggal suruh main doang, di kandang lagi. 😂 Bener² cacat logika yg ngomong gitu.",sty elu bang pemain udah tinggal suruh main doang kandang bener cacat logika ngomong gitu,negatif,Kritik terhadap argumen pembela STY.
"Timnas udah main bagus lawan Irak, tapi finishing-nya belum tajam dan chemistry antar pemain masih sedikit kurang nyatu dan solid. kalo ada Lionel Messi selesai.",timnas udah main bagus lawan irak finishingnya tajam chemistry pemain nyatu solid kalo lionel messi selesai,positif,Memuji permainan Timnas meski ada kekurangan.
"Yg gagal hrs ada konsuweksinya, mundur",gagal hrs konsuweksinya mundur,negatif,Meminta pihak yang gagal mundur.
2 match kemenangan patrick masih pake taktik pragmatis 3-4-3 nya sty kalo nggak salah (koreksi jika saya saya salah) jadi bisa dibilang sty pun sebenernya bisa buat kasih kemenangan itu,match menang patrick pake taktik pragmatis sty kalo salah koreksi salah bilang sty sebenernya kasih menang,negatif,Perbandingan yang mengkritik pengakuan kemenangan Patrick.
Sty come back,sty come back,positif,Dukungan agar STY kembali.
"Ga lah, lah itu si towel sama Bahtiar Yusuf dukung PK mati2an, klo ga percaya, liat di tuh di tv one",si towel bahtiar yusuf dukung pk mati an percaya liat tuh tv one,netral,"Informasi/rebutan soal pihak yang mendukung PK, sentimen kurang jelas."
Coach Roberto Mancini kayanya ok nih buat ganti Pk,coach roberto mancini kaya ok ganti pk,negatif,"Usulan mengganti PK, mengandung kritik pada pelatih saat ini."
sangat² sedih.....sebagai pecinta timnas ...dan saya yakin banyak pecinta timnas yang merasakan hal yg sama seperti saya....,sedihsebagai cinta timnas cinta timnas rasa,negatif,Ekspresi sedih atas kondisi Timnas.
"Semua cma skenario ET bro. STY gabisa diajak kompromi, makannya ET ganti. Kalian nangis sdgkn ET party cair tuh duit minyak. 😂",cma skenario et sty gabisa ajak kompromi makan et ganti nang sdgkn et party cair tuh duit minyak,negatif,Sindiran/kritik terhadap Erick Thohir dan pergantian STY.
"Setuju,, mantap sekali analisanya bung binder",tuju mantap analisanya binder,positif,Pujian terhadap analisis/konten.
