komentar,komentar_bersih,label_final,alasan_label
"PK wajib out Erick Thohir wajib out juga Ini semua mutlak kesalahan PSSI,yang selalu berpihak ke towel",pk wajib out erick thohir wajib out mutlak salah pssiyang pihak towel,negatif,Mendesak PK dan Erick keluar serta menyalahkan PSSI.
kami butuh kabar pengunduran diri petrik secepatnya 🇮🇩💪💪💪💪💪,butuh kabar undur trik cepat,negatif,Menginginkan pengunduran diri Patrick secepatnya.
Terimakasih Coach STY & PK sudah membuat sejarah Timnas Indonesia tembus sampai Round 4,terimakasih coach sty pk sejarah timnas indonesia tembus round,positif,Berterima kasih kepada STY dan PK atas sejarah Round 4.
"Masih terasa sakitnya, sulit sekali move on dari patah hati ini...",sakit sulit move on patah hati,negatif,Mengungkap rasa sakit dan patah hati.
"Bagi sy seluruh elemen yg terlibat dalam timnas (federasi, pelatih, pemain dll) sy ucapkan banyak terima kasih atas perjuangan dan dedikasinya selama ini yg telah menghibur kami sehingga kami mulai percaya terhadap sepakbola nasional.",sy elemen libat timnas federasi pelatih pemain dll sy ucap terima kasih juang dedikasi hibur percaya sepakbola nasional,positif,"Berisi apresiasi kepada federasi, pelatih, dan pemain."
Semakin membuktikan visi nya STY yang tau bahwa kemampuan Timnas Indonesia supaya memberikan hasil ya main bertahan,bukti visi sty mampu timnas indonesia hasil ya main tahan,positif,Menilai visi STY terbukti sesuai dengan kemampuan Timnas.
Cari pelatih yang orangnya bukan cuma numpang makan tapi yang profesional dan berkualitas,cari pelatih orang numpang makan profesional kualitas,negatif,Mengkritik pelatih yang dianggap tidak profesional.
"keren om isi konten lu, berasa coaching klinik online. tutur kata & pengucapan nya menarik, sukses terus om Binder 🙏",keren om isi konten asa coaching klinik online ucap tarik sukses om binder,positif,Memuji isi konten dan mendoakan sukses.
"Timnas U20 Tidak Lolos Piala Asia Di Chili 2025, U23 Tidak Lolos Piala Asia 2026 Di Arab Saudi & Timnas Senior Tidak Lolos Piala Dunia Di Amerika 2026 ! Pertahun Uang APBN+Sponsor Hampir 1 Triliun Buat PSSI, @erickthohir OUT, @ratu.tisha IN !!!☝️☝️☝️",timnas lolos piala asia chili lolos piala asia arab saudi timnas senior lolos piala dunia amerika tahun uang apbnsponsor triliun pssi out tisha in,negatif,Menyoroti kegagalan berbagai kelompok usia dan menuntut Erick out.
"Seandainya Timnas masih dipegang STY, mungkin bisa lolos dari Round 3. Saat itu sdmatch ke 6, nilai 3 tim yg bersaing merebut posisi runner up : - Australia 7 - Arab Saudi 6 - Indonesia 6 Match 7 awal kegagalan Timnas lolos setelah kalah dari Australia 1-5. Ini awal kegagalan Patrick",anda timnas pegang sty lolos round sdmatch nilai tim saing rebut posisi runner up australia arab saudi indonesia match gagal timnas lolos kalah australia gagal patrick,negatif,Menganggap kegagalan bermula pada era Patrick setelah pergantian STY.
Klu yg gk munafik pasti mengakuinya,klu munafik aku,netral,Komentar ambigu tanpa sentimen yang cukup jelas.
"Percuma teriak teriak kluivert out, banyak pendukung, dan mafia yang akan sangat kuat sekali.",teriak teriak kluivert out dukung mafia kuat,negatif,Mengkritik dukungan/mafia di balik Kluivert.
Kami penyokong bukan menghujat pemain....tapi kami kesal dengan keputusan kptusan pak ketua yg tidak masuk akal masa di saat sty masa maju majunx malah di pecat goblok,sokong hujat pemaintapi kesal putus kptusan ketua masuk akal sty maju majunx pecat goblok,negatif,Mengkritik keputusan ketua yang memecat STY.
"sty di pecat pasal si towel, giliran patrik bobrok dia diam 🔇 giliran sty koar koar bab/ emang",sty pecat pasal si towel gilir patrik bobrok diam gilir sty koar koar bab emang,negatif,Mengkritik perlakuan terhadap STY dan Patrick.
"Dan sekarang timnas di semua kelompok umur kembali keaetelan pabrik, senior juga kalau pake pemain lokal belom bisa kalahkan vietnam",timnas kelompok umur keaetelan pabrik senior pake pemain lokal bom kalah vietnam,negatif,Mengkritik kemunduran Timnas seperti kembali setelan pabrik.
Bukan menghujat bung salut sama Yakub sayuri dia lah pahlawan sejati,hujat salut yakub sayur pahlawan sejati,positif,Memberi apresiasi kepada Yakob Sayuri sebagai pahlawan.
Towel harus d sahronikan,towel sahronikan,negatif,Mengkritik tokoh Towel.
Kata exco pssi arya sinulingga kepelatihan sekarang adalah yg terbaik 😅😅😅,exco pssi arya sinulingga latih baik,negatif,Sarkas terhadap klaim kepelatihan sekarang yang terbaik.
"Alhamdulillah, kita jadi tau. 😊",alhamdulillah,netral,"Komentar singkat berupa respons informasi/pengetahuan, tidak jelas emosinya."
"Itu hanya kenangan manis yg di hapus, di musanahkan, dipatahkan, dan dg keji di rampok oleh elit politik dan pemegang kekuasaan dg kebijaksanaan dan wewenang nya merubah semuanya...!!",kenang manis hapus musanahkan patah dg keji rampok elit politik pegang kuasa dg bijaksana wewenang rubah,negatif,Mengkritik elite politik/kekuasaan yang merusak kenangan manis.
"sty di buang dari club kemarin kalah terus, 5 tahun nol trofi, dulu sebelum ada sty piala aff yang kalian bilang piala ciki gak penting, pada hal dulu seru seru saja,",sty buang club kemarin kalah nol trofi sty piala aff bilang piala cik seru seru,negatif,Mengkritik STY dengan menyebut kalah dan nol trofi.
@ranggaa741 bener bang. gada gunanya lolos pildun kalo ga menang. gada gunanya lolos piala asia kalo ga menang. gada gunanya ikut piala aff kalo ga menang. aneh emg pssi ga mau bikin turnamen sendiri yg isinya tim2 gurem biar ez trofi,bener bang gada guna lolos pildun kalo menang gada guna lolos piala asia kalo menang gada guna piala aff kalo menang aneh emg pssi bikin turnamen isi tim gurem biar ez trofi,negatif,Sarkas/kritik terhadap PSSI dan orientasi trofi.
STY ❤,sty,positif,Dukungan singkat kepada STY.
Sty terbaik👍💯,sty baik,positif,Memuji STY sebagai yang terbaik.
Parkes BBB Buzzer PSSI,parkes bbb buzzer pssi,negatif,"Menuduh adanya buzzer PSSI, bernada kritik."
"Jgn lupa gara2 sty kita dapet slot otomatis di piala asia 2027, dan klo ngeliat timnas skrg dan katanya PK gk akan dipecat, mungkin itu bakal jadi piala asia terakhir kita. kita mungkin gak akan bisa lolos ke piala Asia lagi ntah sampe kapan. Baru setahun lalu kita ngebayangin Indonesia mungkin bs lolos pildun, dan skrg bisa lolos piala asia lagi aja gw gak yakin. Rakyat Negeri ini emg bener2 gak dibolehin bahagia sama pemerintahnya",jgn lupa gara sty dapet slot otomatis piala asia ngeliat timnas skrg pk pecat piala asia lolos piala asia ntah sampe tahun ngebayangin indonesia bs lolos pildun skrg lolos piala asia rakyat negeri emg bener dibolehin bahagia perintah,negatif,Mengkritik kondisi Timnas sekarang dan pesimis setelah STY.
6 pertandingan 15 gol😊,tanding gol,negatif,Menyebut statistik gol sebagai sindiran/kritik performa.
Giờ thì Jordan đã đc dự world cup còn Indonesia thì rất lâu mới có thể dự world cup,gi th jordan world cup cn indonesia th rt mi th world cup,negatif,Mengungkap pesimisme Indonesia untuk masuk Piala Dunia.
​ @TùngNguyễn-e5f4y Hard to Indonesia. Because politics in Indonesia very strong.,hard to indonesia because politics in indonesia very strong,negatif,Mengkritik kuatnya politik di Indonesia sebagai hambatan.
"Harusnya,,, U23 kemarin Jadi tulang punggung Timnas Pelatih dipecat Anak didik ikut terimbas",kemarin tulang punggung timnas pelatih pecat anak didik imbas,negatif,Mengkritik dampak pemecatan pelatih terhadap Timnas U23.
"mau nanya klo misalnya pelatih lain yg ngelatih indonesia selama 5 thn an lebih seperti sty ngelatih indo apakah kalian akan berterima kasih juga ke pelatih tersebut? ,, kebetulan aja yg ngelatih sty ,, coba klo misal nya kluivert yg ngelatih indonesia selama 5 thn ngebangun pondasi da lain lain seperti sty pasti kalian juga akan berterima kasih pada kluivert",nanya pelatih ngelatih indonesia thn an sty ngelatih indo terima kasih pelatih ngelatih sty coba kluivert ngelatih indonesia thn ngebangun pondasi da sty terima kasih kluivert,netral,"Berupa pertanyaan hipotetis tentang pelatih, tidak jelas positif/negatif."
"​ @egiprastha9348 masalahnya pelatih yg masih bawa timnas dan peluang lolos diganti tengah jalan,alasan yg tidak masuk akal,,kenapa gak sampai selesai baru ganti..sry memang 5th ngelati tp terkendala covid sejak sty ngelatih tomnas banyak perubahan buat pemain lokal yg naik daun wlo belum bisa bawa piala..yg jelas pk out erik out wajib",pelatih bawa timnas peluang lolos ganti jalanalasan masuk akalkenapa selesai gantisry th ngelati kendala covid sty ngelatih tomnas ubah pemain lokal daun wlo bawa pialayg pk out erik out wajib,negatif,Mengkritik pergantian pelatih di tengah peluang lolos dan menuntut PK/Erick out.
@egiprastha9348 ga ada jaminan melatih 5 thn bs berhasil membangun pondasi yg baik,jamin latih thn bs hasil bangun pondasi,negatif,Meragukan keberhasilan pelatih hanya karena durasi 5 tahun.
"​ @egiprastha9348 klo bukan sty kayaknya kita gk lihat skuad muda yang ada di senior sekarang. .. Yang dimainin masih yang tua2 kyk zulham, spaso, fahrudin, pemain afkir semua😂",sty kayak lihat skuad muda senior dimainin tua kyk zulham spaso fahrudin pemain afkir,positif,Memuji kontribusi STY dalam membentuk skuad muda.
STY MUNGKIN KEMBALI JIKA ERICK OUT... 😅😅😅,sty erick out,negatif,Mengkritik Erick dan berharap STY kembali jika Erick keluar.
STY dipecat Ulsan Hyundai😂 5 pertandingan 5 kali kalah berturut-turut ampas😂 Makanya di timnas 5 tahun 0 piala😂,sty pecat ulsan hyundai tanding kali kalah berturutturut ampas timnas piala,negatif,Mengkritik STY dengan menyebut performa buruk dan nol piala.
​ @amekachihasibuan piala melulu yg jadi andalan..emang harusnya piala apa? Sampai sejauh round 4 siapa yg awal mula bawa?,piala melulu andalanemang piala round bawa,positif,Membela pencapaian STY membawa Timnas sampai Round 4.
"@amekachihasibuan intinya STY terbaik karena mengangkat timnas indonesia ke level tinggi,peringkat naik,aura pemain timnas bgus ada sebagaian klub top eropa memantau.PIALA aff ,,,itu piala tidak disahkan FIFA.Klo mau cari juara terjung di liga tarkam saja",inti sty baik angkat timnas indonesia level tinggiperingkat naikaura pemain timnas bgus bagai klub top eropa memantaupiala aff piala sah fifaklo cari juara jung liga tarkam,positif,Memuji STY yang mengangkat level Timnas Indonesia.
"​​ @amekachihasibuan pelatih itu ada yg cocok di timnas, ada yg cocok di club. STY itu tipikal cocok di timnas. Tapi kalau lu ngerasa era patrick lebih bagus. Ya selamat menikmati.",pelatih cocok timnas cocok club sty tipikal cocok timnas ngerasa era patrick bagus ya selamat nikmat,positif,"Membela STY sebagai cocok untuk Timnas, meski ada sindiran ke Patrick."
Apalagi yg paling terngiang itu dr meme nya yg selalu netizen sebutkan yaitu king indo king indo 😂😂 skrg udah gak ada lagi king king an saat gnti PK ...meski cuma cndaan king king an tp ke pede aja gtuh waktu di pegang sty ...pdhal hasil nya blm tentu menang jga wkwkwk tp ko bsa pede gtu ya dulu,ngiang meme netizen sebut king indo king indo skrg udah king king an gnti pk cndaan king king an pede gtuh pegang sty pdhal hasil blm menang jga ko bsa pede gtu ya,negatif,Mengkritik kondisi setelah pergantian ke PK dan merindukan era STY.
