komentar,komentar_bersih,label_final,alasan_label
"Mereka nangis bkan karna kalah atau gagal, tp momentum nya yg bikin mereka nyesel, soal nya sebagian pemain blom tentu bisa maen d pildun berikut nya",nang bkan kalah gagal momentum bikin nyesel pemain blom maen pildun,negatif,Ungkapan sedih/penyesalan atas momentum gagal Piala Dunia.
"Sedih bro, harapan main dipiala dunia anak anak naturalisaai puous sudah, persaungan di tanah kelahirannya berat,",sedih harap main piala dunia anak anak naturalisaai puous saung tanah lahir berat,negatif,Ungkapan sedih karena harapan main di Piala Dunia pupus.
"Jelas Indonesia di zolimi,1.tempat maen GK netral,2.waktu istirahat mepet,3.wasit gk netral,AFC mafia,tp Alhamdulillah udh masuk round 4 maju garudaku",indonesia zolimi maen netral istirahat mepet wasit netralafc mafiatp alhamdulillah udh masuk round maju garuda,negatif,Kritik terhadap ketidakadilan wasit/AFC meski ada dukungan.
"Aq prom kalsel penggemar berat timnas semenjak sty d pecat dari pelatih d ganti kn dengan klovert jd Malas mlihat x, karena sdh q Tebak timnas bakaal hancur kalo tanpa sty ternyata terbukti",aq prom kalsel gemar berat timnas semenjak sty pecat pelatih ganti kn klovert malas mlihat sdh tebak timnas bakaal hancur kalo sty bukti,negatif,Kekecewaan setelah STY dipecat dan menilai Timnas hancur.
Iya tp cape juga dukung tim GJ😂,iya cape dukung tim gj,negatif,Mengungkap lelah mendukung tim yang tidak jelas.
"Salut atas perjuangan timnas ,bravo",salut juang timnas bravo,positif,Apresiasi terhadap perjuangan Timnas.
Harus berterimakasih om mereka sudah berjuang,berterimakasih om juang,positif,Ucapan terima kasih atas perjuangan pemain.
​ @harrypratama3912 lebih baik berterima kasih sewaktu sudah lolos dipildun walaupun kalah,terima kasih lolos dipildun kalah,netral,Pernyataan bersyarat/umum tentang terima kasih setelah lolos.
Ya udalah kawan memang belum jodoh indonesia belum masuk world cup walaupun uda orang hindia belanda semua yang main menunggu indonesia emas aja 2040 😅 HIDUP JOKOWI !!! HIDUP JOKOWI !!! HIDUP JOKOWI !!!,ya uda kawan jodoh indonesia masuk world cup uda orang hindia belanda main tunggu indonesia emas hidup jokowi hidup jokowi hidup jokowi,netral,Pernyataan bercanda/umum tentang belum berjodoh ke World Cup.
Gue malah ketawa😂😂😂,ketawa,negatif,Tertawa mengejek situasi kegagalan.
Korban ganti pelatih gini...,korban ganti pelatih gin,negatif,Menganggap kegagalan sebagai korban pergantian pelatih.
"Sudah ga usah nangis, balik kan Rolex",nang rolex,negatif,Sindiran terhadap pemain/isu Rolex.
Enak aja Lu Ngomong.... Lu Kira Bisa segampang itu,enak ngomong gampang,negatif,Komentar bernada marah terhadap lawan bicara.
"Indonesia bisa ke pildun 2030 tp umur mereka tidak muda lagi dan mereka bisa di gantikan sama pemain diaspora yang lebih muda. Itulah kenapa mereka pada nangis. Pemain sih yg paling kecewa, jalan yang di tempuh tidak mudah..",indonesia pildun umur muda ganti pemain diaspora muda nang pemain kecewa jalan tempuh mudah,negatif,Menjelaskan kekecewaan pemain karena kesempatan sulit.
"Mahal2 pake APBN sewa org2 bule/darah penjajah, ketumnya Termul yg dipuja2,ga berkah, ke dpn sekalian sewa Alien",mahal pake apbn sewa orang buledarah jajah tum termul puja berkah dpn sewa alien,negatif,Kritik keras terhadap penggunaan APBN/naturalisasi.
Ya harus nangis lah bro ini salah mereka Indonesia gak lolos,ya nang salah indonesia lolos,negatif,Menyalahkan pemain atas kegagalan tidak lolos.
PK OUT,pk out,negatif,Tuntutan Patrick Kluivert keluar.
"Tuntutan kami sebagai warga negara indonesia adalah lolos ke piala dunia , dan setelah lolos di ajang piala dunia kami masih punya tuntutan lagi lolos 16 besar , dan setelah lolos ,kami juga masih punya tuntutan lagi yaitu lolos 8 besar , dan setelah lolos kami juga masih punya tuntutan lagi yaitu lolos semi final , dan setelah lolos kami masih punya tuntutan lagi yaitu lolos di final , dan setelah lolos ,kami masih ada satu tuntutan lagi , yaitu juara piala dunia.",tuntut warga negara indonesia lolos piala dunia lolos ajang piala dunia tuntut lolos lolos tuntut lolos lolos tuntut lolos semi final lolos tuntut lolos final lolos tuntut juara piala dunia,netral,Tuntutan/harapan target prestasi yang bersifat umum.
Nangis😂. Rugi dong londonya😅😅,nang rugi londonya,negatif,Sindiran terhadap pemain yang menangis.
